year,unit_id,name,unit_type,admin_parent,origin_year,age_years,age_class_10,basis,confidence,predecessor_year,predecessor_id,predecessor_name,distance_km,name_similarity,overlap_iou
1926,adm_1926_10,Бащелакский,район,Бийский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_100,Звериноголовский,район,Курганский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_101,Борисовский,район,Омский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_102,Купинский,район,Барабинский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_103,Маслянинский,район,Новосибирский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_104,Кузнецкий,район,Кузнецкий округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_105,Индерский,район,Новосибирский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_106,Крестинский,район,Омский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_107,Ужанихинский,район,Новосибирский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_108,Легостаевский,район,Новосибирский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_109,Нижнекаргатский,район,Барабинский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_11,Чемальский,район,Ойратская авт. область,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_110,Сосновский,район,Омский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_112,Бердский,район,Новосибирский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_113,Ленинский,район,Кузнецкий округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_115,Половинский,район,Курганский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_116,Юдинский,район,Барабинский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_117,Глядянский,район,Курганский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_118,Лопатинский,район,Курганский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_119,Казанский,район,Барабинский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_12,Шебалинский,район,Ойратская авт. область,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_120,Куртамышский,район,Курганский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_122,Кауракский,район,Новосибирский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_124,Карпысакский,район,Новосибирский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_125,Краснинский,район,Кузнецкий округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_126,Утятский,район,Курганский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_127,Корниловский,район,Омский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_128,Петуховский,район,Ишимский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_129,Москаленский,район,Омский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_13,Угловский,район,Рубцовский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_130,Бугринский,район,Новосибирский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_131,Калачинский,район,Омский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_132,Исиль-Кульский,район,Омский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_133,Коченевский,район,Новосибирский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_134,Убинский,район,Барабинский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_135,Алексеевский,район,Новосибирский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_136,Топкинский,район,Кузнецкий округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_137,Любинский,район,Омский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_138,Усть-Сосновский,район,Кузнецкий округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_139,Макушинский,район,Курганский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_14,Курьинский,район,Рубцовский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_140,Колыванский,район,Новосибирский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_141,Варгашинский,район,Курганский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_142,Крапивинский,район,Кузнецкий округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_143,Лебяжьевский,район,Курганский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_144,Гутовский,район,Новосибирский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_145,Чановский,район,Барабинский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_146,Чулымский,район,Новосибирский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_147,Кемеровский,район,Кузнецкий округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_149,Ильинский,район,Ишимский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_15,Солонешинский,район,Бийский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_150,Барабинский,район,Барабинский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_151,Бородинский,район,Омский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_152,Юргамышский,район,Курганский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_153,Частоозерский,район,Ишимский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_154,Чаусовский,район,Курганский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_155,Иконниковский,район,Омский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_156,Татарский,район,Барабинский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_157,Песчанский,район,Шадринский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_158,Ояшинский,район,Новосибирский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_16,Куяганский,район,Бийский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_162,Еланский,район,Омский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_163,Называевский,район,Омский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_164,Щегловский,район,Кузнецкий округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_165,Каргатский,район,Новосибирский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_166,Сладковский,район,Ишимский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_167,Мокроусовский,район,Курганский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_168,Верх-Ичинский,район,Барабинский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_169,Батуринский,район,Шадринский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_17,Покровский,район,Рубцовский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_170,Вьюнский,район,Новосибирский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_171,Ларихинский,район,Ишимский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_172,Поломошинский,район,Томский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_173,Верхтеченский,район,Шадринский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_174,Юргинский,район,Томский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_176,Марайский,район,Курганский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_177,Болотнинский,район,Томский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_179,Саргатский,район,Омский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_18,Улалинский,район,Ойратская авт. область,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_180,Каргопольский,район,Шадринский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_181,Спасский,район,Барабинский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_182,Бердюжский,район,Ишимский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_183,Белоярский,район,Шадринский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_184,Верхчебулинский,район,Томский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_185,Тайгинский,район,Томский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_186,Большереченский,район,Тарский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_187,Армизонский,район,Ишимский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_188,Чашинский,район,Курганский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_189,Белозерский,район,Курганский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_19,Рубцовский,район,Рубцовский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_190,Троицкий,район,Томский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_192,Исетский,район,Шадринский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_193,Меньшиковский,район,Барабинский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_194,Емуртлинский,район,Тюменский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_195,Багарякский,район,Шадринский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_196,Вороновский,район,Томский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_197,Судженский,район,Томский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_198,Баксинский,район,Новосибирский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_199,Михайловский,район,Барабинский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_20,Михайловский,район,Бийский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_200,Тюкалинский,район,Омский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_201,Суерский,район,Тюменский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_202,Долматовский,район,Шадринский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_203,Катайский,район,Шадринский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_204,Мариинский,район,Томский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_205,Ижморский,район,Томский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_206,Мехонский,район,Шадринский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_207,Ольховский,район,Шадринский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_208,Абатский,район,Ишимский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_209,Новотроицкий,район,Барабинский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_21,Сычевский,район,Бийский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_210,Покровский,район,Шадринский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_211,Муромцевский,район,Тарский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_212,Крутинский,район,Омский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_213,Голышмановский,район,Ишимский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_214,Ишимский,район,Томский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_215,Новозаимский,район,Тюменский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_216,Нижнеколосовский,район,Тарский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_217,Малокрасноярский,район,Барабинский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_218,Жиляковский,район,Ишимский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_219,Томский,район,Томский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_22,Михайловский,район,Славгородский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_220,Шатровский,район,Тюменский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_221,Исетский,район,Тюменский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_222,Четкаринский,район,Шадринский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_223,Каменский,район,Шадринский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_224,Буткинский,район,Шадринский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_225,Ламенский*,район,Ишимский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_226,Евгащинский,район,Тарский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_227,Сорокинский,район,Ишимский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_228,Богородский,район,Томский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_229,Малопесчанский,район,Томский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_23,Алтайский,район,Бийский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_233,Коларовский (Томский II),район,Томский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_234,Ялуторовский,район,Тюменский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_235,Зыряновский,район,Томский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_236,Аромашевский,район,Ишимский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_237,Курьинский,район,Шадринский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_239,Кыштовский,район,Барабинский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_24,Чарышский,район,Рубцовский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_240,Тугулымский,район,Тюменский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_241,Камышловский,район,Шадринский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_242,Пышминский,район,Шадринский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_243,Рыбинский,район,Тарский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_244,Биазинский,район,Барабинский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_245,Викуловский,район,Ишимский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_246,Талицкий,район,Тюменский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_247,Седельниковский,район,Тарский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_249,Юргинский,район,Тюменский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_25,Поспелихинский,район,Рубцовский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_250,Тюменский,район,Тюменский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_251,Заводоирбитский (Ирбитско-Заводский),район,Ирбитский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_252,Екатерининский,район,Тарский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_253,Байкаловский,район,Ирбитский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_254,Зайковский,район,Ирбитский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_255,Липчинский,район,Тюменский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_256,Кривошеинский,район,Томский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_257,Зачулымский,район,Томский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_258,Новокусковский,район,Томский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_259,Еланский,район,Ирбитский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_260,Молчановский,район,Томский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_261,Ярковский,район,Тюменский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_262,Ирбитский,район,Ирбитский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_263,Невьянский,район,Ирбитский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_264,Черноковский,район,Тобольский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_266,Тавдинский,район,Тюменский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_267,Слободотуринский,район,Ирбитский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_268,Байкаловский,район,Тобольский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_269,Чаинский,район,Томский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_27,Успенский,район,Ойратская авт. область,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_270,Туринский,район,Ирбитский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_271,Тавдинский,район,Ирбитский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_272,Дубровный,район,Тобольский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_273,Знаменский,район,Тарский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_274,Тевризский,район,Тарский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_275,Усть-Ишимский,район,Тарский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_276,Благовещенский,район,Ирбитский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_277,Тобольский,район,Тобольский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_278,Таборинский,район,Ирбитский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_279,Парабельский,район,Томский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_28,Быстроистокский,район,Бийский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_280,Колпашевский,район,Томский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_281,Уватский,район,Тобольский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_282,Каргасокский,район,Томский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_283,Кондинский,район,Тобольский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_284,Александровский,район,Томский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_286,Самаровский,район,Тобольский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_287,Сургутский,район,Тобольский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_288,Берёзовский,район,Тобольский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_289,Обдорский,район,Тобольский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_29,Смоленский,район,Бийский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_290,Каменский,район,Новосибирский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_291,Колыванский,район,Рубцовский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_292,Знаменский,район,Ирбитский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_293,Богдановичевский,район,Шадринский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_3,Кош-Агачский,район,Ойратская авт. область,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_30,Волчихинский,район,Славгородский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_31,Лебединский,район,Ойратская авт. область,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_32,Шипуновский,район,Рубцовский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_33,Сростинский,район,Бийский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_34,Ключевский,район,Славгородский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_35,Старобардинский,район,Бийский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_36,Родинский,район,Славгородский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_37,Пристанский,район,Бийский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_38,Алейский,район,Барнаульский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_39,Боровской,район,Барнаульский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_4,Уймонский,район,Ойратская авт. область,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_40,Новиковский,район,Бийский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_41,Мамонтовский,район,Барнаульский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_42,Бийский,район,Бийский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_43,Чистюнский,район,Барнаульский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_44,Солтонский,район,Бийский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_45,Благовещенский,район,Славгородский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_46,Завьяловский район,район,Каменский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_47,Ребрихинский,район,Барнаульский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_48,Славгородский,район,Славгородский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_49,Большереченский,район,Бийский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_5,Онгудайский,район,Ойратская авт. область,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_50,Барнаульский (Шадринский),район,Барнаульский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_51,Куликовский район,район,Каменский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_52,Яминский,район,Бийский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_53,Павловский,район,Барнаульский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_54,Тюменцевский район,район,Каменский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_55,Новоалексеевский,район,Славгородский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_56,Баевский район,район,Каменский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_57,Косихинский,район,Барнаульский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_59,Знаменский,район,Славгородский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_6,Локтевский,район,Рубцовский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_62,Ельцовский,район,Бийский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_63,Кипринский район,район,Каменский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_64,Горно-Шорский,район,Кузнецкий округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_65,Тогульский,район,Бийский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_66,Шелаболихинский,район,Барнаульский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_67,Верхчумышский,район,Барнаульский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_68,Хабаровский,район,Славгородский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_69,Сузунский район,район,Каменский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_7,Усть-Канский,район,Ойратская авт. область,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_70,Белоярский,район,Барнаульский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_71,Андреевский,район,Славгородский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_72,Каменский район,район,Каменский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_74,Панкрушихинский район,район,Каменский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_77,Крутихинский район,район,Каменский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_78,Тальменский,район,Барнаульский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_79,Петропавловский район,район,Каменский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_8,Змеиногорский,район,Рубцовский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_80,Карасукский,район,Славгородский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_81,Залесовский,район,Барнаульский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_82,Чумышский,район,Барнаульский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_84,Спиринский район,район,Каменский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_85,Чернокурьинский,район,Славгородский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_86,Одесский,район,Омский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_87,Павлоградский,район,Омский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_88,Кочковский район,район,Каменский округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_89,Прокопьевский,район,Кузнецкий округ,1926,0,0–9 лет,base_year_1926,base,,,,,,
1926,adm_1926_9,Улаганский,район,Ойратская авт. область,1926,0,0–9 лет,base_year_1926,base,,,,,,
