contour,population_before,urban_before,rural_before,urban_share_before,target_urban_share,k_1959_share,population_after,urban_after,rural_after,urban_share_after,changed_features
classic_ws_laperdin_without_tyumen_hmao_ynao_with_gaao,7691930,2510693,5181237,0.326406,0.435,1.319295,7691930,3345990,4345940,0.435,58
