year,unit_id,name,unit_type,area_km2,reason,special_status_code
1964,adm_1964_236,Междуреченский горсовет - г. Междуреченск,горсовет,15.98,city_or_gorsovet_area_lt_50_km2,
1964,adm_1964_237,Гурьевский горсовет - г. Гурьевск,горсовет,1.88,city_or_gorsovet_area_lt_50_km2,
1964,adm_1964_238,Бердский горсовет - г. Бердск,горсовет,1.63,city_or_gorsovet_area_lt_50_km2,
1964,adm_1964_239,Искитимский горсовет - г. Искитим,горсовет,13.21,city_or_gorsovet_area_lt_50_km2,
1964,adm_1964_240,Барабинский горсовет - г. Барабинск,горсовет,2.3,city_or_gorsovet_area_lt_50_km2,
1964,adm_1964_241,Татарский горсовет - г. Татарск,горсовет,7.99,city_or_gorsovet_area_lt_50_km2,
1964,adm_1964_242,Юргинский горсовет - г. Юрга,горсовет,2.73,city_or_gorsovet_area_lt_50_km2,
1964,adm_1964_243,Куйбышевский горсовет - г. Куйбышев,горсовет,1.23,city_or_gorsovet_area_lt_50_km2,
1964,adm_1964_244,Тайгинский горсовет - г. Тайга,горсовет,2.41,city_or_gorsovet_area_lt_50_km2,
1964,adm_1964_245,Ишимский горсовет - г. Ишим,горсовет,0.83,city_or_gorsovet_area_lt_50_km2,
1964,adm_1964_246,Анжеро-Судженский горсовет - г. Анжеро-Судженск,горсовет,29.3,city_or_gorsovet_area_lt_50_km2,
1964,adm_1964_247,Мариинский горсовет - г. Мариинск,горсовет,5.43,city_or_gorsovet_area_lt_50_km2,
1964,adm_1964_248,Томский горсовет - г. Томск,горсовет,20.51,city_or_gorsovet_area_lt_50_km2,
1964,adm_1964_249,Тюменский горсовет - г. Тюмень,горсовет,14.92,city_or_gorsovet_area_lt_50_km2,
1964,adm_1964_250,Ханты-Мансийский горсовет - г. Ханты-Мансийск (окр ц),горсовет,7.14,city_or_gorsovet_area_lt_50_km2,
1964,adm_1964_287,Бийский горсовет,горсовет,5.39,city_or_gorsovet_area_lt_50_km2,
1964,adm_1964_288,Змеиногорский горсовет,горсовет,25.25,city_or_gorsovet_area_lt_50_km2,
1964,adm_1964_289,Каменский горсовет,горсовет,1.58,city_or_gorsovet_area_lt_50_km2,
1964,adm_1964_290,Новоалтайский горсовет,горсовет,25.25,city_or_gorsovet_area_lt_50_km2,
1964,adm_1964_291,Рубцовский горсовет,горсовет,12,city_or_gorsovet_area_lt_50_km2,
1964,adm_1964_292,Славгородский горсовет,горсовет,7.22,city_or_gorsovet_area_lt_50_km2,
1970,adm_1970_192,г. Змеиногорск,район,25.25,city_or_gorsovet_area_lt_50_km2,
1970,adm_1970_193,г. Рубцовск,район,7.65,city_or_gorsovet_area_lt_50_km2,
1970,adm_1970_194,г. Горно-Алтайск,район,6.93,city_or_gorsovet_area_lt_50_km2,
1970,adm_1970_195,г. Бийск,район,4.56,city_or_gorsovet_area_lt_50_km2,
1970,adm_1970_196,г. Славгород,район,7.22,city_or_gorsovet_area_lt_50_km2,
1970,adm_1970_197,г. Новоалтайск,район,9.06,city_or_gorsovet_area_lt_50_km2,
1970,adm_1970_198,г. Камень-на-Оби,район,1.58,city_or_gorsovet_area_lt_50_km2,
1970,adm_1970_199,г. Киселевск,район,4.58,city_or_gorsovet_area_lt_50_km2,
1970,adm_1970_200,г. Прокопьевск,район,5.47,city_or_gorsovet_area_lt_50_km2,
1970,adm_1970_201,г. Гурьевск,район,1.88,city_or_gorsovet_area_lt_50_km2,
1970,adm_1970_202,г. Белово,район,5.25,city_or_gorsovet_area_lt_50_km2,
1970,adm_1970_203,г. Осинники,район,2.77,city_or_gorsovet_area_lt_50_km2,
1970,adm_1970_204,г. Таштагол,район,14.21,city_or_gorsovet_area_lt_50_km2,
1970,adm_1970_205,г. Междуреченск,район,15.98,city_or_gorsovet_area_lt_50_km2,
1970,adm_1970_206,г. Мыски,район,17.31,city_or_gorsovet_area_lt_50_km2,
1970,adm_1970_207,г. Новокузнецк,район,46.19,city_or_gorsovet_area_lt_50_km2,
1970,adm_1970_208,г. Бердск,район,2.74,city_or_gorsovet_area_lt_50_km2,
1970,adm_1970_209,г. Искитим,район,13.21,city_or_gorsovet_area_lt_50_km2,
1970,adm_1970_210,г. Исилькуль,район,2.64,city_or_gorsovet_area_lt_50_km2,
1970,adm_1970_211,г. Калачинск,район,3.75,city_or_gorsovet_area_lt_50_km2,
1970,adm_1970_212,г. Барабинск,район,2.3,city_or_gorsovet_area_lt_50_km2,
1970,adm_1970_213,г. Омск,район,11.56,city_or_gorsovet_area_lt_50_km2,
1970,adm_1970_214,г. Новосибирск,район,13.07,city_or_gorsovet_area_lt_50_km2,
1970,adm_1970_215,г. Татарск,район,7.99,city_or_gorsovet_area_lt_50_km2,
1970,adm_1970_216,г. Топки,район,7.53,city_or_gorsovet_area_lt_50_km2,
1970,adm_1970_217,г. Березовский,район,7.74,city_or_gorsovet_area_lt_50_km2,
1970,adm_1970_218,г. Кемерово,район,22.75,city_or_gorsovet_area_lt_50_km2,
1970,adm_1970_219,г. Куйбышев,район,1.23,city_or_gorsovet_area_lt_50_km2,
1970,adm_1970_220,г. Ишим,район,0.83,city_or_gorsovet_area_lt_50_km2,
1970,adm_1970_221,г. Мариинск,район,5.43,city_or_gorsovet_area_lt_50_km2,
1970,adm_1970_223,г. Томск,район,13.7,city_or_gorsovet_area_lt_50_km2,
1970,adm_1970_224,г. Тюмень,район,9.24,city_or_gorsovet_area_lt_50_km2,
1970,adm_1970_225,г. Тара,район,4.23,city_or_gorsovet_area_lt_50_km2,
1970,adm_1970_226,г. Колпашево,район,2.92,city_or_gorsovet_area_lt_50_km2,
1970,adm_1970_227,г. Сургут,район,18.96,city_or_gorsovet_area_lt_50_km2,
1970,adm_1970_229,г. Тайга,район,5.27,city_or_gorsovet_area_lt_50_km2,
1970,adm_1970_230,г. Анжеро-Судженск,район,8.13,city_or_gorsovet_area_lt_50_km2,
1970,adm_1970_234,г. Нефтеюганск,район,32.9,city_or_gorsovet_area_lt_50_km2,
1970,adm_1970_235,г. Ханты-Мансийск,район,0.95,city_or_gorsovet_area_lt_50_km2,
1970,adm_1970_236,г. Урай,район,8.05,city_or_gorsovet_area_lt_50_km2,
1970,adm_1970_238,г. Тобольск,район,2.94,city_or_gorsovet_area_lt_50_km2,
1970,adm_1970_240,г. Ленинск-Кузнецкий,район,4.6,city_or_gorsovet_area_lt_50_km2,
1979,adm_1979_107,г. Исилькуль,район,2.64,city_or_gorsovet_area_lt_50_km2,
1979,adm_1979_109,г. Омск,район,11.56,city_or_gorsovet_area_lt_50_km2,
1979,adm_1979_112,г. Калачинск,район,3.75,city_or_gorsovet_area_lt_50_km2,
1979,adm_1979_117,г. Татарск,район,7.99,city_or_gorsovet_area_lt_50_km2,
1979,adm_1979_120,г. Топки,район,7.53,city_or_gorsovet_area_lt_50_km2,
1979,adm_1979_123,г. Барабинск,район,2.3,city_or_gorsovet_area_lt_50_km2,
1979,adm_1979_124,г. Кемерово,район,22.75,city_or_gorsovet_area_lt_50_km2,
1979,adm_1979_128,г. Куйбышев,район,1.23,city_or_gorsovet_area_lt_50_km2,
1979,adm_1979_132,г. Называевск,район,10.81,city_or_gorsovet_area_lt_50_km2,
1979,adm_1979_138,г. Березовский,район,7.74,city_or_gorsovet_area_lt_50_km2,
1979,adm_1979_140,г. Юрга,район,20.87,city_or_gorsovet_area_lt_50_km2,
1979,adm_1979_141,г. Тюкалинск,район,0.76,city_or_gorsovet_area_lt_50_km2,
1979,adm_1979_151,г. Анжеро-Судженск,район,29.3,city_or_gorsovet_area_lt_50_km2,
1979,adm_1979_152,г. Ишим,район,0.83,city_or_gorsovet_area_lt_50_km2,
1979,adm_1979_157,г. Мариинск,район,5.43,city_or_gorsovet_area_lt_50_km2,
1979,adm_1979_166,г. Томск,район,13.7,city_or_gorsovet_area_lt_50_km2,
1979,adm_1979_183,г. Тара,район,4.23,city_or_gorsovet_area_lt_50_km2,
1979,adm_1979_185,г. Асино,район,6.03,city_or_gorsovet_area_lt_50_km2,
1979,adm_1979_191,г. Тюмень,район,9.24,city_or_gorsovet_area_lt_50_km2,
1979,adm_1979_209,г. Тобольск,район,2.94,city_or_gorsovet_area_lt_50_km2,
1979,adm_1979_211,г. Колпашево,район,2.92,city_or_gorsovet_area_lt_50_km2,
1979,adm_1979_223,г. Урай,район,25.01,city_or_gorsovet_area_lt_50_km2,
1979,adm_1979_226,г. Стрежевой,район,6.84,city_or_gorsovet_area_lt_50_km2,
1979,adm_1979_228,г. Нижневартовск,район,13.65,city_or_gorsovet_area_lt_50_km2,
1979,adm_1979_229,г. Ханты-Мансийск,район,7.14,city_or_gorsovet_area_lt_50_km2,
1979,adm_1979_232,г. Сургут,район,18.96,city_or_gorsovet_area_lt_50_km2,
1979,adm_1979_239,г. Надым,район,22.5,city_or_gorsovet_area_lt_50_km2,
1979,adm_1979_242,г. Лабытнанги,район,49.95,city_or_gorsovet_area_lt_50_km2,
1979,adm_1979_256,г. Тайга,район,9.22,city_or_gorsovet_area_lt_50_km2,
1979,adm_1979_3,г. Змеиногорск,район,25.25,city_or_gorsovet_area_lt_50_km2,
1979,adm_1979_38,г. Таштагол,район,14.21,city_or_gorsovet_area_lt_50_km2,
1979,adm_1979_44,г. Славгород,район,7.22,city_or_gorsovet_area_lt_50_km2,
1979,adm_1979_61,г. Осинники,район,2.77,city_or_gorsovet_area_lt_50_km2,
1979,adm_1979_65,г. Междуреченск,район,15.98,city_or_gorsovet_area_lt_50_km2,
1979,adm_1979_67,г. Мыски,район,17.31,city_or_gorsovet_area_lt_50_km2,
1979,adm_1979_70,г. Новокузнецк,район,46.19,city_or_gorsovet_area_lt_50_km2,
1979,adm_1979_71,г. Камень-на-Оби,район,1.58,city_or_gorsovet_area_lt_50_km2,
1979,adm_1979_74,г. Прокопьевск,район,5.47,city_or_gorsovet_area_lt_50_km2,
1979,adm_1979_76,г. Киселевск,район,4.58,city_or_gorsovet_area_lt_50_km2,
1979,adm_1979_82,г. Гурьевск,район,1.88,city_or_gorsovet_area_lt_50_km2,
1979,adm_1979_88,г. Белово,район,5.25,city_or_gorsovet_area_lt_50_km2,
1979,adm_1979_96,г. Искитим,район,13.21,city_or_gorsovet_area_lt_50_km2,
1979,adm_1979_97,г. Ленинск-Кузнецкий,район,4.6,city_or_gorsovet_area_lt_50_km2,
2021,adm_2021_128,город Обь,район,28.99,city_or_gorsovet_area_lt_50_km2,
2021,adm_2021_219,город Ялуторовск,район,48.52,city_or_gorsovet_area_lt_50_km2,
2021,adm_2021_267,город Пыть-Ях,район,6.19,city_or_gorsovet_area_lt_50_km2,
2021,adm_2021_270,город Нижневартовск,район,27.09,city_or_gorsovet_area_lt_50_km2,
2021,adm_2021_552,город Мегион,район,34.32,city_or_gorsovet_area_lt_50_km2,
2021,adm_2021_553,город Нефтеюганск,район,5.46,city_or_gorsovet_area_lt_50_km2,
2021,adm_2021_560,город Покачи,район,21.78,city_or_gorsovet_area_lt_50_km2,
2021,adm_2021_561,город Радужный,район,39.93,city_or_gorsovet_area_lt_50_km2,
