year,unit_id,name,unit_type,area_km2,reason,special_status_code
1918,urban_1918_16,Томск,город,28.24,city_or_gorsovet_area_lt_50_km2,
1918,urban_1918_17,Тюкалинск,город,28.24,city_or_gorsovet_area_lt_50_km2,
1918,urban_1918_18,Тюмень,город,28.24,city_or_gorsovet_area_lt_50_km2,
1918,urban_1918_19,Ялуторовск,город,28.24,city_or_gorsovet_area_lt_50_km2,
1923,urban_1923_1,Барабинск,город,28.24,city_or_gorsovet_area_lt_50_km2,
1923,urban_1923_2,Барнаул,город,28.24,city_or_gorsovet_area_lt_50_km2,
1923,urban_1923_3,Бийск,город,28.24,city_or_gorsovet_area_lt_50_km2,
1923,urban_1923_4,Ишим,город,28.24,city_or_gorsovet_area_lt_50_km2,
1923,urban_1923_5,Каинск / Куйбышев,город,28.24,city_or_gorsovet_area_lt_50_km2,
1923,urban_1923_6,Камень-на-Оби,город,28.24,city_or_gorsovet_area_lt_50_km2,
1923,urban_1923_7,Кузнецк / Сталинск / Новокузнецк,город,28.24,city_or_gorsovet_area_lt_50_km2,
1923,urban_1923_8,Мариинск,город,28.24,city_or_gorsovet_area_lt_50_km2,
1923,urban_1923_9,Ново-Николаевск / Новосибирск,город,28.24,city_or_gorsovet_area_lt_50_km2,
1923,urban_1923_10,Омск,город,28.24,city_or_gorsovet_area_lt_50_km2,
1923,urban_1923_11,Славгород,город,28.24,city_or_gorsovet_area_lt_50_km2,
1923,urban_1923_12,Тара,город,28.24,city_or_gorsovet_area_lt_50_km2,
1923,urban_1923_13,Татарск,город,28.24,city_or_gorsovet_area_lt_50_km2,
1923,urban_1923_14,Тобольск,город,28.24,city_or_gorsovet_area_lt_50_km2,
1923,urban_1923_15,Томск,город,28.24,city_or_gorsovet_area_lt_50_km2,
1923,urban_1923_16,Тюкалинск,город,28.24,city_or_gorsovet_area_lt_50_km2,
1923,urban_1923_17,Тюмень,город,28.24,city_or_gorsovet_area_lt_50_km2,
1923,urban_1923_18,Щегловск / Кемерово,спорный город,28.24,city_or_gorsovet_area_lt_50_km2,
1923,urban_1923_19,Ялуторовск,город,28.24,city_or_gorsovet_area_lt_50_km2,
1926,urban_1926_1,Барабинск,город,28.24,city_or_gorsovet_area_lt_50_km2,
1926,urban_1926_2,Барнаул,город,28.24,city_or_gorsovet_area_lt_50_km2,
1926,urban_1926_3,Бийск,город,21.95,city_or_gorsovet_area_lt_50_km2,
1926,urban_1926_4,Ишим,город,28.24,city_or_gorsovet_area_lt_50_km2,
1926,urban_1926_5,Каинск / Куйбышев,город,28.24,city_or_gorsovet_area_lt_50_km2,
1926,urban_1926_6,Камень-на-Оби,город,28.24,city_or_gorsovet_area_lt_50_km2,
1926,urban_1926_7,Кузнецк / Сталинск / Новокузнецк,город,18.57,city_or_gorsovet_area_lt_50_km2,
1926,urban_1926_8,Ленинск-Кузнецкий,город,28.24,city_or_gorsovet_area_lt_50_km2,
1926,urban_1926_9,Мариинск,город,28.24,city_or_gorsovet_area_lt_50_km2,
1926,urban_1926_10,Ново-Николаевск / Новосибирск,город,25.78,city_or_gorsovet_area_lt_50_km2,
1926,urban_1926_11,Омск,город,11.71,city_or_gorsovet_area_lt_50_km2,
1926,urban_1926_12,Славгород,город,28.24,city_or_gorsovet_area_lt_50_km2,
1926,urban_1926_13,Тайга,город,28.24,city_or_gorsovet_area_lt_50_km2,
1926,urban_1926_14,Тара,город,26.18,city_or_gorsovet_area_lt_50_km2,
1926,urban_1926_15,Татарск,город,28.24,city_or_gorsovet_area_lt_50_km2,
1926,urban_1926_16,Тобольск,город,28.24,city_or_gorsovet_area_lt_50_km2,
1926,urban_1926_17,Томск,город,28.24,city_or_gorsovet_area_lt_50_km2,
1926,urban_1926_18,Тюкалинск,город,28.24,city_or_gorsovet_area_lt_50_km2,
1926,urban_1926_19,Тюмень,город,28.24,city_or_gorsovet_area_lt_50_km2,
1926,urban_1926_20,Черепаново,город,28.24,city_or_gorsovet_area_lt_50_km2,
1926,urban_1926_21,Щегловск / Кемерово,город,21.87,city_or_gorsovet_area_lt_50_km2,
1926,urban_1926_22,Ялуторовск,город,28.24,city_or_gorsovet_area_lt_50_km2,
1930,urban_1930_2,Барабинск,город,28.24,city_or_gorsovet_area_lt_50_km2,
1930,urban_1930_3,Барнаул,город,28.24,city_or_gorsovet_area_lt_50_km2,
1930,urban_1930_4,Бийск,город,28.24,city_or_gorsovet_area_lt_50_km2,
1930,urban_1930_6,Ишим,город,28.24,city_or_gorsovet_area_lt_50_km2,
1930,urban_1930_7,Каинск / Куйбышев,город,28.24,city_or_gorsovet_area_lt_50_km2,
1930,urban_1930_8,Камень-на-Оби,город,28.24,city_or_gorsovet_area_lt_50_km2,
1930,urban_1930_9,Кузнецк / Сталинск / Новокузнецк,город,28.24,city_or_gorsovet_area_lt_50_km2,
1930,urban_1930_10,Ленинск-Кузнецкий,город,28.24,city_or_gorsovet_area_lt_50_km2,
1930,urban_1930_11,Мариинск,город,28.24,city_or_gorsovet_area_lt_50_km2,
1930,urban_1930_12,Ново-Николаевск / Новосибирск,город,28.24,city_or_gorsovet_area_lt_50_km2,
1930,urban_1930_13,Ойрот-Тура / Горно-Алтайск,город,28.24,city_or_gorsovet_area_lt_50_km2,
1930,urban_1930_14,Омск,город,21.01,city_or_gorsovet_area_lt_50_km2,
1930,urban_1930_16,Рубцовск,город,28.24,city_or_gorsovet_area_lt_50_km2,
1930,urban_1930_17,Славгород,город,28.24,city_or_gorsovet_area_lt_50_km2,
1930,urban_1930_18,Тайга,город,28.24,city_or_gorsovet_area_lt_50_km2,
1930,urban_1930_19,Тара,город,28.24,city_or_gorsovet_area_lt_50_km2,
1930,urban_1930_20,Татарск,город,28.24,city_or_gorsovet_area_lt_50_km2,
1930,urban_1930_21,Тобольск,город,28.24,city_or_gorsovet_area_lt_50_km2,
1930,urban_1930_22,Томск,город,18.71,city_or_gorsovet_area_lt_50_km2,
1930,urban_1930_23,Тюкалинск,город,28.24,city_or_gorsovet_area_lt_50_km2,
1930,urban_1930_24,Тюмень,город,28.24,city_or_gorsovet_area_lt_50_km2,
1930,urban_1930_25,Черепаново,город,28.24,city_or_gorsovet_area_lt_50_km2,
1930,urban_1930_26,Щегловск / Кемерово,город,28.24,city_or_gorsovet_area_lt_50_km2,
1930,urban_1930_27,Ялуторовск,город,28.24,city_or_gorsovet_area_lt_50_km2,
1939,urban_1939_1,Алейск,город,28.24,city_or_gorsovet_area_lt_50_km2,
1939,urban_1939_2,Анжеро-Судженск,город,28.24,city_or_gorsovet_area_lt_50_km2,
1939,urban_1939_3,Барабинск,город,28.24,city_or_gorsovet_area_lt_50_km2,
1939,urban_1939_4,Барнаул,город,28.24,city_or_gorsovet_area_lt_50_km2,
1939,urban_1939_5,Белово,город,28.24,city_or_gorsovet_area_lt_50_km2,
1939,urban_1939_6,Бийск,город,28.24,city_or_gorsovet_area_lt_50_km2,
1939,urban_1939_7,Гурьевск,город,28.24,city_or_gorsovet_area_lt_50_km2,
1939,urban_1939_8,Ишим,город,28.24,city_or_gorsovet_area_lt_50_km2,
1939,urban_1939_9,Каинск / Куйбышев,город,28.24,city_or_gorsovet_area_lt_50_km2,
1939,urban_1939_10,Камень-на-Оби,город,28.24,city_or_gorsovet_area_lt_50_km2,
1939,urban_1939_11,Киселёвск,город,28.24,city_or_gorsovet_area_lt_50_km2,
1939,urban_1939_12,Колпашево,город,28.24,city_or_gorsovet_area_lt_50_km2,
1939,urban_1939_13,Кузнецк / Сталинск / Новокузнецк,город,28.24,city_or_gorsovet_area_lt_50_km2,
1939,urban_1939_14,Ленинск-Кузнецкий,город,28.24,city_or_gorsovet_area_lt_50_km2,
1939,urban_1939_15,Мариинск,город,28.24,city_or_gorsovet_area_lt_50_km2,
1939,urban_1939_16,Ново-Николаевск / Новосибирск,город,28.24,city_or_gorsovet_area_lt_50_km2,
1939,urban_1939_17,Обдорск / Салехард,город,28.24,city_or_gorsovet_area_lt_50_km2,
1939,urban_1939_18,Ойрот-Тура / Горно-Алтайск,город,28.24,city_or_gorsovet_area_lt_50_km2,
1939,urban_1939_19,Омск,город,28.24,city_or_gorsovet_area_lt_50_km2,
1939,urban_1939_20,Осинники,город,17.21,city_or_gorsovet_area_lt_50_km2,
1939,urban_1939_21,Прокопьевск,город,28.24,city_or_gorsovet_area_lt_50_km2,
1939,urban_1939_22,Рубцовск,город,28.24,city_or_gorsovet_area_lt_50_km2,
1939,urban_1939_23,Славгород,город,28.24,city_or_gorsovet_area_lt_50_km2,
1939,urban_1939_24,Тайга,город,28.24,city_or_gorsovet_area_lt_50_km2,
1939,urban_1939_25,Тара,город,28.24,city_or_gorsovet_area_lt_50_km2,
1939,urban_1939_26,Татарск,город,28.24,city_or_gorsovet_area_lt_50_km2,
1939,urban_1939_27,Тобольск,город,28.24,city_or_gorsovet_area_lt_50_km2,
1939,urban_1939_28,Томск,город,28.24,city_or_gorsovet_area_lt_50_km2,
1939,urban_1939_29,Топки,город,27.23,city_or_gorsovet_area_lt_50_km2,
1939,urban_1939_30,Тюкалинск,город,28.24,city_or_gorsovet_area_lt_50_km2,
1939,urban_1939_31,Тюмень,город,28.24,city_or_gorsovet_area_lt_50_km2,
1939,urban_1939_32,Черепаново,город,28.24,city_or_gorsovet_area_lt_50_km2,
1939,urban_1939_33,Щегловск / Кемерово,город,28.24,city_or_gorsovet_area_lt_50_km2,
1939,urban_1939_34,Ялуторовск,город,28.24,city_or_gorsovet_area_lt_50_km2,
1947,adm_1947_u_2,Беловский горсовет,горсовет,5.25,city_or_gorsovet_area_lt_50_km2,
1947,adm_1947_u_3,Сталинский горсовет,горсовет,46.19,city_or_gorsovet_area_lt_50_km2,
1947,adm_1947_u_4,Ленинск-Кузнецкий горсовет,горсовет,4.6,city_or_gorsovet_area_lt_50_km2,
1947,adm_1947_u_5,Новосибирский горсовет,горсовет,29.51,city_or_gorsovet_area_lt_50_km2,
1947,adm_1947_u_6,Омский горсовет,горсовет,11.56,city_or_gorsovet_area_lt_50_km2,
1947,adm_1947_u_7,Кемеровский горсовет,горсовет,22.75,city_or_gorsovet_area_lt_50_km2,
1947,adm_1947_u_8,Тобольский горсовет,горсовет,2.94,city_or_gorsovet_area_lt_50_km2,
1947,adm_1947_u_10,Змеиногорский горсовет - г. Змеиногорск,горсовет,25.25,city_or_gorsovet_area_lt_50_km2,
1947,adm_1947_u_11,Рубцовский горсовет - г. Рубцовск,горсовет,12,city_or_gorsovet_area_lt_50_km2,
1947,adm_1947_u_12,Горно-Алтайский горсовет - г. Горно-Алтайск,горсовет,8.4,city_or_gorsovet_area_lt_50_km2,
1947,adm_1947_u_13,Бийский горсовет - г. Бийск,горсовет,5.39,city_or_gorsovet_area_lt_50_km2,
1947,adm_1947_u_14,Славгородский горсовет - г. Славгород,горсовет,7.22,city_or_gorsovet_area_lt_50_km2,
1947,adm_1947_u_15,Чесноковский горсовет - г. Чесноковка,горсовет,25.25,city_or_gorsovet_area_lt_50_km2,
1947,adm_1947_u_16,Камень-на-Обский горсовет - г. Камень-на-Оби,горсовет,1.58,city_or_gorsovet_area_lt_50_km2,
1947,adm_1947_u_17,Киселевский горсовет - г. Киселевск,горсовет,4.58,city_or_gorsovet_area_lt_50_km2,
1947,adm_1947_u_18,Прокопьевский горсовет - г. Прокопьевск,горсовет,5.47,city_or_gorsovet_area_lt_50_km2,
1947,adm_1947_u_19,Осинниковский горсовет,горсовет,2.77,city_or_gorsovet_area_lt_50_km2,
1947,adm_1947_u_20,Междуреченский горсовет - г. Междуреченск,горсовет,15.98,city_or_gorsovet_area_lt_50_km2,
1947,adm_1947_u_21,Гурьевский горсовет - г. Гурьевск,горсовет,1.88,city_or_gorsovet_area_lt_50_km2,
1947,adm_1947_u_22,Бердский горсовет - г. Бердск,горсовет,1.63,city_or_gorsovet_area_lt_50_km2,
1947,adm_1947_u_23,Искитимский горсовет - г. Искитим,горсовет,13.21,city_or_gorsovet_area_lt_50_km2,
1947,adm_1947_u_24,Барабинский горсовет - г. Барабинск,горсовет,2.3,city_or_gorsovet_area_lt_50_km2,
1947,adm_1947_u_25,Татарский горсовет - г. Татарск,горсовет,7.99,city_or_gorsovet_area_lt_50_km2,
1947,adm_1947_u_26,Юргинский горсовет - г. Юрга,горсовет,2.73,city_or_gorsovet_area_lt_50_km2,
1947,adm_1947_u_27,Куйбышевский горсовет - г. Куйбышев,горсовет,1.23,city_or_gorsovet_area_lt_50_km2,
1947,adm_1947_u_28,Тайгинский горсовет - г. Тайга,горсовет,2.41,city_or_gorsovet_area_lt_50_km2,
1947,adm_1947_u_29,Ишимский горсовет - г. Ишим,горсовет,0.83,city_or_gorsovet_area_lt_50_km2,
1947,adm_1947_u_30,Анжеро-Судженский горсовет - г. Анжеро-Судженск,горсовет,29.3,city_or_gorsovet_area_lt_50_km2,
1947,adm_1947_u_31,Мариинский горсовет - г. Мариинск,горсовет,5.43,city_or_gorsovet_area_lt_50_km2,
1947,adm_1947_u_32,Томский горсовет - г. Томск,горсовет,20.51,city_or_gorsovet_area_lt_50_km2,
1947,adm_1947_u_33,Тюменский горсовет - г. Тюмень,горсовет,14.92,city_or_gorsovet_area_lt_50_km2,
1947,adm_1947_u_34,Ханты-Мансийский горсовет - г. Ханты-Мансийск (окр ц),горсовет,7.14,city_or_gorsovet_area_lt_50_km2,
1959,adm_1959_225,Беловский горсовет,горсовет,5.25,city_or_gorsovet_area_lt_50_km2,
1959,adm_1959_226,Сталинский горсовет,горсовет,46.19,city_or_gorsovet_area_lt_50_km2,
1959,adm_1959_227,Ленинск-Кузнецкий горсовет,горсовет,4.6,city_or_gorsovet_area_lt_50_km2,
1959,adm_1959_228,Новосибирский горсовет,горсовет,29.51,city_or_gorsovet_area_lt_50_km2,
1959,adm_1959_229,Омский горсовет,горсовет,11.56,city_or_gorsovet_area_lt_50_km2,
1959,adm_1959_230,Кемеровский горсовет,горсовет,22.75,city_or_gorsovet_area_lt_50_km2,
1959,adm_1959_231,Тобольский горсовет,горсовет,2.94,city_or_gorsovet_area_lt_50_km2,
1959,adm_1959_233,Змеиногорский горсовет - г. Змеиногорск,горсовет,25.25,city_or_gorsovet_area_lt_50_km2,
1959,adm_1959_234,Рубцовский горсовет - г. Рубцовск,горсовет,12.0,city_or_gorsovet_area_lt_50_km2,
1959,adm_1959_235,Горно-Алтайский горсовет - г. Горно-Алтайск,горсовет,8.4,city_or_gorsovet_area_lt_50_km2,
1959,adm_1959_236,Бийский горсовет - г. Бийск,горсовет,5.39,city_or_gorsovet_area_lt_50_km2,
1959,adm_1959_237,Славгородский горсовет - г. Славгород,горсовет,7.22,city_or_gorsovet_area_lt_50_km2,
1959,adm_1959_238,Чесноковский горсовет - г. Чесноковка,горсовет,25.25,city_or_gorsovet_area_lt_50_km2,
1959,adm_1959_239,Камень-на-Обский горсовет - г. Камень-на-Оби,горсовет,1.58,city_or_gorsovet_area_lt_50_km2,
1959,adm_1959_240,Киселевский горсовет - г. Киселевск,горсовет,4.58,city_or_gorsovet_area_lt_50_km2,
1959,adm_1959_241,Прокопьевский горсовет - г. Прокопьевск,горсовет,5.47,city_or_gorsovet_area_lt_50_km2,
1959,adm_1959_242,Осинниковский горсовет,горсовет,2.77,city_or_gorsovet_area_lt_50_km2,
1959,adm_1959_243,Междуреченский горсовет - г. Междуреченск,горсовет,15.98,city_or_gorsovet_area_lt_50_km2,
1959,adm_1959_244,Гурьевский горсовет - г. Гурьевск,горсовет,1.88,city_or_gorsovet_area_lt_50_km2,
1959,adm_1959_245,Бердский горсовет - г. Бердск,горсовет,1.63,city_or_gorsovet_area_lt_50_km2,
1959,adm_1959_246,Искитимский горсовет - г. Искитим,горсовет,13.21,city_or_gorsovet_area_lt_50_km2,
1959,adm_1959_247,Барабинский горсовет - г. Барабинск,горсовет,2.3,city_or_gorsovet_area_lt_50_km2,
1959,adm_1959_248,Татарский горсовет - г. Татарск,горсовет,7.99,city_or_gorsovet_area_lt_50_km2,
1959,adm_1959_249,Юргинский горсовет - г. Юрга,горсовет,2.73,city_or_gorsovet_area_lt_50_km2,
1959,adm_1959_250,Куйбышевский горсовет - г. Куйбышев,горсовет,1.23,city_or_gorsovet_area_lt_50_km2,
1959,adm_1959_251,Тайгинский горсовет - г. Тайга,горсовет,2.41,city_or_gorsovet_area_lt_50_km2,
1959,adm_1959_252,Ишимский горсовет - г. Ишим,горсовет,0.83,city_or_gorsovet_area_lt_50_km2,
1959,adm_1959_253,Анжеро-Судженский горсовет - г. Анжеро-Судженск,горсовет,29.3,city_or_gorsovet_area_lt_50_km2,
1959,adm_1959_254,Мариинский горсовет - г. Мариинск,горсовет,5.43,city_or_gorsovet_area_lt_50_km2,
1959,adm_1959_255,Томский горсовет - г. Томск,горсовет,20.51,city_or_gorsovet_area_lt_50_km2,
1959,adm_1959_256,Тюменский горсовет - г. Тюмень,горсовет,14.92,city_or_gorsovet_area_lt_50_km2,
1959,adm_1959_257,Ханты-Мансийский горсовет - г. Ханты-Мансийск (окр ц),горсовет,7.14,city_or_gorsovet_area_lt_50_km2,
1964,adm_1964_218,Беловский горсовет,горсовет,5.25,city_or_gorsovet_area_lt_50_km2,
1964,adm_1964_219,Сталинский горсовет,горсовет,46.19,city_or_gorsovet_area_lt_50_km2,
1964,adm_1964_220,Ленинск-Кузнецкий горсовет,горсовет,4.6,city_or_gorsovet_area_lt_50_km2,
1964,adm_1964_221,Новосибирский горсовет,горсовет,29.51,city_or_gorsovet_area_lt_50_km2,
1964,adm_1964_222,Омский горсовет,горсовет,11.56,city_or_gorsovet_area_lt_50_km2,
1964,adm_1964_223,Кемеровский горсовет,горсовет,22.75,city_or_gorsovet_area_lt_50_km2,
1964,adm_1964_224,Тобольский горсовет,горсовет,2.94,city_or_gorsovet_area_lt_50_km2,
1964,adm_1964_228,Горно-Алтайский горсовет - г. Горно-Алтайск,горсовет,8.4,city_or_gorsovet_area_lt_50_km2,
1964,adm_1964_233,Киселевский горсовет - г. Киселевск,горсовет,4.58,city_or_gorsovet_area_lt_50_km2,
1964,adm_1964_234,Прокопьевский горсовет - г. Прокопьевск,горсовет,5.47,city_or_gorsovet_area_lt_50_km2,
1964,adm_1964_235,Осинниковский горсовет,горсовет,2.77,city_or_gorsovet_area_lt_50_km2,
