year,unit_id,name,admin_parent,admin_intermediate,admin_superparent,area_km2,reason
1930,adm_1930_139,Безымянный район №4 (Ачинский округ),Ачинский округ,Ачинский округ,Сибирский край,2840.92,v104_stat_scope_exclusion
1930,adm_1930_169,Безымянный район №5 (Ачинский округ),Ачинский округ,Ачинский округ,Сибирский край,7750.22,v104_stat_scope_exclusion
1930,adm_1930_179,Безымянный район №6 (Ачинский округ),Ачинский округ,Ачинский округ,Сибирский край,13332.2,v104_stat_scope_exclusion
1930,adm_1930_185,Безымянный район №21 (Томский округ),Томский округ,Томский округ,Сибирский край,1.2,area_lt_50_km2_or_missing
1930,urban_1930_1,Анжеро-Судженск,Томский округ,Томский округ,Сибирский край,28.24,area_lt_50_km2_or_missing
1930,urban_1930_2,Барабинск,Каинский округ,Каинский округ,Сибирский край,28.24,area_lt_50_km2_or_missing
1930,urban_1930_3,Барнаул,Барнаульский округ,Барнаульский округ,Сибирский край,28.24,area_lt_50_km2_or_missing
1930,urban_1930_4,Бийск,Бийский округ,Бийский округ,Сибирский край,28.24,area_lt_50_km2_or_missing
1930,urban_1930_5,Гурьевск,Щегловский округ,Щегловский округ,Сибирский край,28.24,area_lt_50_km2_or_missing
1930,urban_1930_6,Ишим,Ишимский округ,Ишимский округ,Уральская область,28.24,area_lt_50_km2_or_missing
1930,urban_1930_7,Каинск / Куйбышев,Каинский округ,Каинский округ,Сибирский край,28.24,area_lt_50_km2_or_missing
1930,urban_1930_8,Камень-на-Оби,Каменский округ,Каменский округ,Сибирский край,28.24,area_lt_50_km2_or_missing
1930,urban_1930_9,Кузнецк / Сталинск / Новокузнецк,Щегловский округ,Щегловский округ,Сибирский край,28.24,area_lt_50_km2_or_missing
1930,urban_1930_10,Ленинск-Кузнецкий,Щегловский округ,Щегловский округ,Сибирский край,28.24,area_lt_50_km2_or_missing
1930,urban_1930_11,Мариинск,Томский округ,Томский округ,Сибирский край,28.24,area_lt_50_km2_or_missing
1930,urban_1930_12,Ново-Николаевск / Новосибирск,Новосибирский округ,Новосибирский округ,Сибирский край,28.24,area_lt_50_km2_or_missing
1930,urban_1930_13,Ойрот-Тура / Горно-Алтайск,Ойратская АО,Ойратская АО,Сибирский край,28.24,area_lt_50_km2_or_missing
1930,urban_1930_14,Омск,Омский округ,Омский округ,Сибирский край,21.01,area_lt_50_km2_or_missing
1930,urban_1930_15,Прокопьевск,Щегловский округ,Щегловский округ,Сибирский край,28.24,area_lt_50_km2_or_missing
1930,urban_1930_16,Рубцовск,Рубцовский округ,Рубцовский округ,Сибирский край,28.24,area_lt_50_km2_or_missing
1930,urban_1930_17,Славгород,Славгородский округ,Славгородский округ,Сибирский край,28.24,area_lt_50_km2_or_missing
1930,urban_1930_18,Тайга,Томский округ,Томский округ,Сибирский край,28.24,area_lt_50_km2_or_missing
1930,urban_1930_19,Тара,Омский округ,Омский округ,Сибирский край,28.24,area_lt_50_km2_or_missing
1930,urban_1930_20,Татарск,Каинский округ,Каинский округ,Сибирский край,28.24,area_lt_50_km2_or_missing
1930,urban_1930_21,Тобольск,Тобольский округ,Тобольский округ,Уральская область,28.24,area_lt_50_km2_or_missing
1930,urban_1930_22,Томск,Томский округ,Томский округ,Сибирский край,18.71,area_lt_50_km2_or_missing
1930,urban_1930_23,Тюкалинск,Омский округ,Омский округ,Сибирский край,28.24,area_lt_50_km2_or_missing
1930,urban_1930_24,Тюмень,Тюменский округ,Тюменский округ,Уральская область,28.24,area_lt_50_km2_or_missing
1930,urban_1930_25,Черепаново,Новосибирский округ,Новосибирский округ,Сибирский край,28.24,area_lt_50_km2_or_missing
1930,urban_1930_26,Щегловск / Кемерово,Щегловский округ,Щегловский округ,Сибирский край,28.24,area_lt_50_km2_or_missing
1930,urban_1930_27,Ялуторовск,Тюменский округ,Тюменский округ,Уральская область,28.24,area_lt_50_km2_or_missing
1939,urban_1939_1,Алейск,Алтайский край,Алтайский край,,28.24,area_lt_50_km2_or_missing
1939,urban_1939_2,Анжеро-Судженск,Новосибирская область,Новосибирская область,,28.24,area_lt_50_km2_or_missing
1939,urban_1939_3,Барабинск,Новосибирская область,Новосибирская область,,28.24,area_lt_50_km2_or_missing
1939,urban_1939_4,Барнаул,Алтайский край,Алтайский край,,28.24,area_lt_50_km2_or_missing
1939,urban_1939_5,Белово,Новосибирская область,Новосибирская область,,28.24,area_lt_50_km2_or_missing
1939,urban_1939_6,Бийск,Алтайский край,Алтайский край,,28.24,area_lt_50_km2_or_missing
1939,urban_1939_7,Гурьевск,Новосибирская область,Новосибирская область,,28.24,area_lt_50_km2_or_missing
1939,urban_1939_8,Ишим,Омская область,Омская область,,28.24,area_lt_50_km2_or_missing
1939,urban_1939_9,Каинск / Куйбышев,Новосибирская область,Новосибирская область,,28.24,area_lt_50_km2_or_missing
1939,urban_1939_10,Камень-на-Оби,Алтайский край,Алтайский край,,28.24,area_lt_50_km2_or_missing
1939,urban_1939_11,Киселёвск,Новосибирская область,Новосибирская область,,28.24,area_lt_50_km2_or_missing
1939,urban_1939_12,Колпашево,Новосибирская область,Новосибирская область,,28.24,area_lt_50_km2_or_missing
1939,urban_1939_13,Кузнецк / Сталинск / Новокузнецк,Новосибирская область,Новосибирская область,,28.24,area_lt_50_km2_or_missing
1939,urban_1939_14,Ленинск-Кузнецкий,Новосибирская область,Новосибирская область,,28.24,area_lt_50_km2_or_missing
1939,urban_1939_15,Мариинск,Новосибирская область,Новосибирская область,,28.24,area_lt_50_km2_or_missing
1939,urban_1939_16,Ново-Николаевск / Новосибирск,Новосибирская область,Новосибирская область,,28.24,area_lt_50_km2_or_missing
1939,urban_1939_17,Обдорск / Салехард,Омская область,Омская область,,28.24,area_lt_50_km2_or_missing
1939,urban_1939_18,Ойрот-Тура / Горно-Алтайск,Алтайский край,Алтайский край,,28.24,area_lt_50_km2_or_missing
1939,urban_1939_19,Омск,Омская область,Омская область,,28.24,area_lt_50_km2_or_missing
1939,urban_1939_20,Осинники,Новосибирская область,Новосибирская область,,17.21,area_lt_50_km2_or_missing
1939,urban_1939_21,Прокопьевск,Новосибирская область,Новосибирская область,,28.24,area_lt_50_km2_or_missing
1939,urban_1939_22,Рубцовск,Алтайский край,Алтайский край,,28.24,area_lt_50_km2_or_missing
1939,urban_1939_23,Славгород,Алтайский край,Алтайский край,,28.24,area_lt_50_km2_or_missing
1939,urban_1939_24,Тайга,Новосибирская область,Новосибирская область,,28.24,area_lt_50_km2_or_missing
1939,urban_1939_25,Тара,Омская область,Омская область,,28.24,area_lt_50_km2_or_missing
1939,urban_1939_26,Татарск,Новосибирская область,Новосибирская область,,28.24,area_lt_50_km2_or_missing
1939,urban_1939_27,Тобольск,Омская область,Омская область,,28.24,area_lt_50_km2_or_missing
1939,urban_1939_28,Томск,Новосибирская область,Новосибирская область,,28.24,area_lt_50_km2_or_missing
1939,urban_1939_29,Топки,Новосибирская область,Новосибирская область,,27.23,area_lt_50_km2_or_missing
1939,urban_1939_30,Тюкалинск,Омская область,Омская область,,28.24,area_lt_50_km2_or_missing
1939,urban_1939_31,Тюмень,Омская область,Омская область,,28.24,area_lt_50_km2_or_missing
1939,urban_1939_32,Черепаново,Новосибирская область,Новосибирская область,,28.24,area_lt_50_km2_or_missing
1939,urban_1939_33,Щегловск / Кемерово,Новосибирская область,Новосибирская область,,28.24,area_lt_50_km2_or_missing
1939,urban_1939_34,Ялуторовск,Омская область,Омская область,,28.24,area_lt_50_km2_or_missing
1939,urban_1939_35,Бердск,Новосибирская область,Новосибирская область,,26.97,area_lt_50_km2_or_missing
1939,urban_1939_36,Болотное,Новосибирская область,Новосибирская область,,28.24,area_lt_50_km2_or_missing
1939,urban_1939_37,Исиль-Куль,Омская область,Омская область,,28.24,area_lt_50_km2_or_missing
1939,urban_1939_38,Павловск,Алтайский край,Алтайский край,,28.24,area_lt_50_km2_or_missing
1939,urban_1939_39,Сузун,Новосибирская область,Новосибирская область,,28.24,area_lt_50_km2_or_missing
1939,urban_1939_40,Чулым,Новосибирская область,Новосибирская область,,28.24,area_lt_50_km2_or_missing
1947,adm_1947_194,Сургутский район,ХМАО,ХМАО,Тюменская область,3.25,area_lt_50_km2_or_missing
1947,adm_1947_u_2,Беловский горсовет,Кемеровская область,Кемеровская область,Кемеровская область,5.25,area_lt_50_km2_or_missing
1947,adm_1947_u_3,Сталинский горсовет,Кемеровская область,Кемеровская область,Кемеровская область,46.19,area_lt_50_km2_or_missing
1947,adm_1947_u_4,Ленинск-Кузнецкий горсовет,Кемеровская область,Кемеровская область,Кемеровская область,4.6,area_lt_50_km2_or_missing
1947,adm_1947_u_5,Новосибирский горсовет,Новосибирская область,Новосибирская область,Новосибирская область,29.51,area_lt_50_km2_or_missing
1947,adm_1947_u_6,Омский горсовет,Омская область,Омская область,Омская область,11.56,area_lt_50_km2_or_missing
1947,adm_1947_u_7,Кемеровский горсовет,Кемеровская область,Кемеровская область,Кемеровская область,22.75,area_lt_50_km2_or_missing
1947,adm_1947_u_8,Тобольский горсовет,Тюменская область,Тюменская область,Тюменская область,2.94,area_lt_50_km2_or_missing
1947,adm_1947_u_10,Змеиногорский горсовет - г. Змеиногорск,Алтайский край,Алтайский край,Алтайский край,25.25,area_lt_50_km2_or_missing
1947,adm_1947_u_11,Рубцовский горсовет - г. Рубцовск,Алтайский край,Алтайский край,Алтайский край,12.0,area_lt_50_km2_or_missing
1947,adm_1947_u_12,Горно-Алтайский горсовет - г. Горно-Алтайск,Горно-Алтайская автономная область,Горно-Алтайская автономная область,Алтайский край,8.4,area_lt_50_km2_or_missing
1947,adm_1947_u_13,Бийский горсовет - г. Бийск,Алтайский край,Алтайский край,Алтайский край,5.39,area_lt_50_km2_or_missing
1947,adm_1947_u_14,Славгородский горсовет - г. Славгород,Алтайский край,Алтайский край,Алтайский край,7.22,area_lt_50_km2_or_missing
1947,adm_1947_u_15,Чесноковский горсовет - г. Чесноковка,Алтайский край,Алтайский край,Алтайский край,25.25,area_lt_50_km2_or_missing
1947,adm_1947_u_16,Камень-на-Обский горсовет - г. Камень-на-Оби,Алтайский край,Алтайский край,Алтайский край,1.58,area_lt_50_km2_or_missing
1947,adm_1947_u_17,Киселевский горсовет - г. Киселевск,Кемеровская область,Кемеровская область,Кемеровская область,4.58,area_lt_50_km2_or_missing
1947,adm_1947_u_18,Прокопьевский горсовет - г. Прокопьевск,Кемеровская область,Кемеровская область,Кемеровская область,5.47,area_lt_50_km2_or_missing
1947,adm_1947_u_19,Осинниковский горсовет,Кемеровская область,Кемеровская область,Кемеровская область,2.77,area_lt_50_km2_or_missing
1947,adm_1947_u_20,Междуреченский горсовет - г. Междуреченск,Кемеровская область,Кемеровская область,Кемеровская область,15.98,area_lt_50_km2_or_missing
1947,adm_1947_u_21,Гурьевский горсовет - г. Гурьевск,Кемеровская область,Кемеровская область,Кемеровская область,1.88,area_lt_50_km2_or_missing
1947,adm_1947_u_22,Бердский горсовет - г. Бердск,Новосибирская область,Новосибирская область,Новосибирская область,1.63,area_lt_50_km2_or_missing
1947,adm_1947_u_23,Искитимский горсовет - г. Искитим,Новосибирская область,Новосибирская область,Новосибирская область,13.21,area_lt_50_km2_or_missing
1947,adm_1947_u_24,Барабинский горсовет - г. Барабинск,Новосибирская область,Новосибирская область,Новосибирская область,2.3,area_lt_50_km2_or_missing
1947,adm_1947_u_25,Татарский горсовет - г. Татарск,Новосибирская область,Новосибирская область,Новосибирская область,7.99,area_lt_50_km2_or_missing
1947,adm_1947_u_26,Юргинский горсовет - г. Юрга,Кемеровская область,Кемеровская область,Кемеровская область,2.73,area_lt_50_km2_or_missing
1947,adm_1947_u_27,Куйбышевский горсовет - г. Куйбышев,Новосибирская область,Новосибирская область,Новосибирская область,1.23,area_lt_50_km2_or_missing
1947,adm_1947_u_28,Тайгинский горсовет - г. Тайга,Кемеровская область,Кемеровская область,Кемеровская область,2.41,area_lt_50_km2_or_missing
1947,adm_1947_u_29,Ишимский горсовет - г. Ишим,Тюменская область,Тюменская область,Тюменская область,0.83,area_lt_50_km2_or_missing
1947,adm_1947_u_30,Анжеро-Судженский горсовет - г. Анжеро-Судженск,Кемеровская область,Кемеровская область,Кемеровская область,29.3,area_lt_50_km2_or_missing
1947,adm_1947_u_31,Мариинский горсовет - г. Мариинск,Кемеровская область,Кемеровская область,Кемеровская область,5.43,area_lt_50_km2_or_missing
1947,adm_1947_u_32,Томский горсовет - г. Томск,Томская область,Томская область,Томская область,20.51,area_lt_50_km2_or_missing
1947,adm_1947_u_33,Тюменский горсовет - г. Тюмень,Тюменская область,Тюменская область,Тюменская область,14.92,area_lt_50_km2_or_missing
1947,adm_1947_u_34,Ханты-Мансийский горсовет - г. Ханты-Мансийск (окр ц),ХМАО,ХМАО,Тюменская область,7.14,area_lt_50_km2_or_missing
1959,adm_1959_225,Беловский горсовет,Кемеровская область,Кемеровская область,Кемеровская область,5.25,area_lt_50_km2_or_missing
1959,adm_1959_226,Сталинский горсовет,Кемеровская область,Кемеровская область,Кемеровская область,46.19,area_lt_50_km2_or_missing
1959,adm_1959_227,Ленинск-Кузнецкий горсовет,Кемеровская область,Кемеровская область,Кемеровская область,4.6,area_lt_50_km2_or_missing
1959,adm_1959_228,Новосибирский горсовет,Новосибирская область,Новосибирская область,Новосибирская область,29.51,area_lt_50_km2_or_missing
1959,adm_1959_229,Омский горсовет,Омская область,Омская область,Омская область,11.56,area_lt_50_km2_or_missing
1959,adm_1959_230,Кемеровский горсовет,Кемеровская область,Кемеровская область,Кемеровская область,22.75,area_lt_50_km2_or_missing
1959,adm_1959_231,Тобольский горсовет,Тюменская область,Тюменская область,Тюменская область,2.94,area_lt_50_km2_or_missing
1959,adm_1959_233,Змеиногорский горсовет - г. Змеиногорск,Алтайский край,Алтайский край,Алтайский край,25.25,area_lt_50_km2_or_missing
1959,adm_1959_234,Рубцовский горсовет - г. Рубцовск,Алтайский край,Алтайский край,Алтайский край,12.0,area_lt_50_km2_or_missing
1959,adm_1959_235,Горно-Алтайский горсовет - г. Горно-Алтайск,Горно-Алтайская автономная область,Горно-Алтайская автономная область,Алтайский край,8.4,area_lt_50_km2_or_missing
1959,adm_1959_236,Бийский горсовет - г. Бийск,Алтайский край,Алтайский край,Алтайский край,5.39,area_lt_50_km2_or_missing
1959,adm_1959_237,Славгородский горсовет - г. Славгород,Алтайский край,Алтайский край,Алтайский край,7.22,area_lt_50_km2_or_missing
1959,adm_1959_238,Чесноковский горсовет - г. Чесноковка,Алтайский край,Алтайский край,Алтайский край,25.25,area_lt_50_km2_or_missing
1959,adm_1959_239,Камень-на-Обский горсовет - г. Камень-на-Оби,Алтайский край,Алтайский край,Алтайский край,1.58,area_lt_50_km2_or_missing
1959,adm_1959_240,Киселевский горсовет - г. Киселевск,Кемеровская область,Кемеровская область,Кемеровская область,4.58,area_lt_50_km2_or_missing
1959,adm_1959_241,Прокопьевский горсовет - г. Прокопьевск,Кемеровская область,Кемеровская область,Кемеровская область,5.47,area_lt_50_km2_or_missing
1959,adm_1959_242,Осинниковский горсовет,Кемеровская область,Кемеровская область,Кемеровская область,2.77,area_lt_50_km2_or_missing
1959,adm_1959_243,Междуреченский горсовет - г. Междуреченск,Кемеровская область,Кемеровская область,Кемеровская область,15.98,area_lt_50_km2_or_missing
1959,adm_1959_244,Гурьевский горсовет - г. Гурьевск,Кемеровская область,Кемеровская область,Кемеровская область,1.88,area_lt_50_km2_or_missing
1959,adm_1959_245,Бердский горсовет - г. Бердск,Новосибирская область,Новосибирская область,Новосибирская область,1.63,area_lt_50_km2_or_missing
1959,adm_1959_246,Искитимский горсовет - г. Искитим,Новосибирская область,Новосибирская область,Новосибирская область,13.21,area_lt_50_km2_or_missing
1959,adm_1959_247,Барабинский горсовет - г. Барабинск,Новосибирская область,Новосибирская область,Новосибирская область,2.3,area_lt_50_km2_or_missing
1959,adm_1959_248,Татарский горсовет - г. Татарск,Новосибирская область,Новосибирская область,Новосибирская область,7.99,area_lt_50_km2_or_missing
1959,adm_1959_249,Юргинский горсовет - г. Юрга,Кемеровская область,Кемеровская область,Кемеровская область,2.73,area_lt_50_km2_or_missing
1959,adm_1959_250,Куйбышевский горсовет - г. Куйбышев,Новосибирская область,Новосибирская область,Новосибирская область,1.23,area_lt_50_km2_or_missing
1959,adm_1959_251,Тайгинский горсовет - г. Тайга,Кемеровская область,Кемеровская область,Кемеровская область,2.41,area_lt_50_km2_or_missing
1959,adm_1959_252,Ишимский горсовет - г. Ишим,Тюменская область,Тюменская область,Тюменская область,0.83,area_lt_50_km2_or_missing
1959,adm_1959_253,Анжеро-Судженский горсовет - г. Анжеро-Судженск,Кемеровская область,Кемеровская область,Кемеровская область,29.3,area_lt_50_km2_or_missing
1959,adm_1959_254,Мариинский горсовет - г. Мариинск,Кемеровская область,Кемеровская область,Кемеровская область,5.43,area_lt_50_km2_or_missing
1959,adm_1959_255,Томский горсовет - г. Томск,Томская область,Томская область,Томская область,20.51,area_lt_50_km2_or_missing
1959,adm_1959_256,Тюменский горсовет - г. Тюмень,Тюменская область,Тюменская область,Тюменская область,14.92,area_lt_50_km2_or_missing
1959,adm_1959_257,Ханты-Мансийский горсовет - г. Ханты-Мансийск (окр ц),ХМАО,ХМАО,Тюменская область,7.14,area_lt_50_km2_or_missing
1964,adm_1964_218,Беловский горсовет,Кемеровская область,Кемеровская область,Кемеровская область,5.25,area_lt_50_km2_or_missing
1964,adm_1964_219,Сталинский горсовет,Кемеровская область,Кемеровская область,Кемеровская область,46.19,area_lt_50_km2_or_missing
1964,adm_1964_220,Ленинск-Кузнецкий горсовет,Кемеровская область,Кемеровская область,Кемеровская область,4.6,area_lt_50_km2_or_missing
1964,adm_1964_221,Новосибирский горсовет,Новосибирская область,Новосибирская область,Новосибирская область,29.51,area_lt_50_km2_or_missing
1964,adm_1964_222,Омский горсовет,Омская область,Омская область,Омская область,11.56,area_lt_50_km2_or_missing
1964,adm_1964_223,Кемеровский горсовет,Кемеровская область,Кемеровская область,Кемеровская область,22.75,area_lt_50_km2_or_missing
1964,adm_1964_224,Тобольский горсовет,Тюменская область,Тюменская область,Тюменская область,2.94,area_lt_50_km2_or_missing
1964,adm_1964_228,Горно-Алтайский горсовет - г. Горно-Алтайск,Горно-Алтайская автономная область,Горно-Алтайская автономная область,Алтайский край,8.4,area_lt_50_km2_or_missing
1964,adm_1964_233,Киселевский горсовет - г. Киселевск,Кемеровская область,Кемеровская область,Кемеровская область,4.58,area_lt_50_km2_or_missing
1964,adm_1964_234,Прокопьевский горсовет - г. Прокопьевск,Кемеровская область,Кемеровская область,Кемеровская область,5.47,area_lt_50_km2_or_missing
1964,adm_1964_235,Осинниковский горсовет,Кемеровская область,Кемеровская область,Кемеровская область,2.77,area_lt_50_km2_or_missing
1964,adm_1964_236,Междуреченский горсовет - г. Междуреченск,Кемеровская область,Кемеровская область,Кемеровская область,15.98,area_lt_50_km2_or_missing
1964,adm_1964_237,Гурьевский горсовет - г. Гурьевск,Кемеровская область,Кемеровская область,Кемеровская область,1.88,area_lt_50_km2_or_missing
1964,adm_1964_238,Бердский горсовет - г. Бердск,Новосибирская область,Новосибирская область,Новосибирская область,1.63,area_lt_50_km2_or_missing
1964,adm_1964_239,Искитимский горсовет - г. Искитим,Новосибирская область,Новосибирская область,Новосибирская область,13.21,area_lt_50_km2_or_missing
1964,adm_1964_240,Барабинский горсовет - г. Барабинск,Новосибирская область,Новосибирская область,Новосибирская область,2.3,area_lt_50_km2_or_missing
1964,adm_1964_241,Татарский горсовет - г. Татарск,Новосибирская область,Новосибирская область,Новосибирская область,7.99,area_lt_50_km2_or_missing
1964,adm_1964_242,Юргинский горсовет - г. Юрга,Кемеровская область,Кемеровская область,Кемеровская область,2.73,area_lt_50_km2_or_missing
1964,adm_1964_243,Куйбышевский горсовет - г. Куйбышев,Новосибирская область,Новосибирская область,Новосибирская область,1.23,area_lt_50_km2_or_missing
1964,adm_1964_244,Тайгинский горсовет - г. Тайга,Кемеровская область,Кемеровская область,Кемеровская область,2.41,area_lt_50_km2_or_missing
1964,adm_1964_245,Ишимский горсовет - г. Ишим,Тюменская область,Тюменская область,Тюменская область,0.83,area_lt_50_km2_or_missing
1964,adm_1964_246,Анжеро-Судженский горсовет - г. Анжеро-Судженск,Кемеровская область,Кемеровская область,Кемеровская область,29.3,area_lt_50_km2_or_missing
1964,adm_1964_247,Мариинский горсовет - г. Мариинск,Кемеровская область,Кемеровская область,Кемеровская область,5.43,area_lt_50_km2_or_missing
1964,adm_1964_248,Томский горсовет - г. Томск,Томская область,Томская область,Томская область,20.51,area_lt_50_km2_or_missing
1964,adm_1964_249,Тюменский горсовет - г. Тюмень,Тюменская область,Тюменская область,Тюменская область,14.92,area_lt_50_km2_or_missing
1964,adm_1964_250,Ханты-Мансийский горсовет - г. Ханты-Мансийск (окр ц),ХМАО,ХМАО,Тюменская область,7.14,area_lt_50_km2_or_missing
1964,adm_1964_287,Бийский горсовет,Алтайский край,Алтайский край,Алтайский край,5.39,area_lt_50_km2_or_missing
1964,adm_1964_288,Змеиногорский горсовет,Алтайский край,Алтайский край,Алтайский край,25.25,area_lt_50_km2_or_missing
1964,adm_1964_289,Каменский горсовет,Алтайский край,Алтайский край,Алтайский край,1.58,area_lt_50_km2_or_missing
1964,adm_1964_290,Новоалтайский горсовет,Алтайский край,Алтайский край,Алтайский край,25.25,area_lt_50_km2_or_missing
1964,adm_1964_291,Рубцовский горсовет,Алтайский край,Алтайский край,Алтайский край,12.0,area_lt_50_km2_or_missing
1964,adm_1964_292,Славгородский горсовет,Алтайский край,Алтайский край,Алтайский край,7.22,area_lt_50_km2_or_missing
1970,adm_1970_192,г. Змеиногорск,Алтайский край,Алтайский край,Алтайский край,25.25,area_lt_50_km2_or_missing
1970,adm_1970_193,г. Рубцовск,Алтайский край,Алтайский край,Алтайский край,7.65,area_lt_50_km2_or_missing
1970,adm_1970_194,г. Горно-Алтайск,Республика Алтай,Республика Алтай,Алтайский край,6.93,area_lt_50_km2_or_missing
1970,adm_1970_195,г. Бийск,Алтайский край,Алтайский край,Алтайский край,4.56,area_lt_50_km2_or_missing
1970,adm_1970_196,г. Славгород,Алтайский край,Алтайский край,Алтайский край,7.22,area_lt_50_km2_or_missing
1970,adm_1970_197,г. Новоалтайск,Алтайский край,Алтайский край,Алтайский край,9.06,area_lt_50_km2_or_missing
1970,adm_1970_198,г. Камень-на-Оби,Алтайский край,Алтайский край,Алтайский край,1.58,area_lt_50_km2_or_missing
1970,adm_1970_199,г. Киселевск,Кемеровская область,Кемеровская область,Кемеровская область,4.58,area_lt_50_km2_or_missing
1970,adm_1970_200,г. Прокопьевск,Кемеровская область,Кемеровская область,Кемеровская область,5.47,area_lt_50_km2_or_missing
1970,adm_1970_201,г. Гурьевск,Кемеровская область,Кемеровская область,Кемеровская область,1.88,area_lt_50_km2_or_missing
1970,adm_1970_202,г. Белово,Кемеровская область,Кемеровская область,Кемеровская область,5.25,area_lt_50_km2_or_missing
1970,adm_1970_203,г. Осинники,Кемеровская область,Кемеровская область,Кемеровская область,2.77,area_lt_50_km2_or_missing
1970,adm_1970_204,г. Таштагол,Кемеровская область,Кемеровская область,Кемеровская область,14.21,area_lt_50_km2_or_missing
1970,adm_1970_205,г. Междуреченск,Кемеровская область,Кемеровская область,Кемеровская область,15.98,area_lt_50_km2_or_missing
1970,adm_1970_206,г. Мыски,Кемеровская область,Кемеровская область,Кемеровская область,17.31,area_lt_50_km2_or_missing
1970,adm_1970_207,г. Новокузнецк,Кемеровская область,Кемеровская область,Кемеровская область,46.19,area_lt_50_km2_or_missing
1970,adm_1970_208,г. Бердск,Новосибирская область,Новосибирская область,Новосибирская область,2.74,area_lt_50_km2_or_missing
1970,adm_1970_209,г. Искитим,Новосибирская область,Новосибирская область,Новосибирская область,13.21,area_lt_50_km2_or_missing
1970,adm_1970_210,г. Исилькуль,Омская область,Омская область,Омская область,2.64,area_lt_50_km2_or_missing
1970,adm_1970_211,г. Калачинск,Омская область,Омская область,Омская область,3.75,area_lt_50_km2_or_missing
1970,adm_1970_212,г. Барабинск,Новосибирская область,Новосибирская область,Новосибирская область,2.3,area_lt_50_km2_or_missing
1970,adm_1970_213,г. Омск,Омская область,Омская область,Омская область,11.56,area_lt_50_km2_or_missing
1970,adm_1970_214,г. Новосибирск,Новосибирская область,Новосибирская область,Новосибирская область,13.07,area_lt_50_km2_or_missing
1970,adm_1970_215,г. Татарск,Новосибирская область,Новосибирская область,Новосибирская область,7.99,area_lt_50_km2_or_missing
1970,adm_1970_216,г. Топки,Кемеровская область,Кемеровская область,Кемеровская область,7.53,area_lt_50_km2_or_missing
1970,adm_1970_217,г. Березовский,Кемеровская область,Кемеровская область,Кемеровская область,7.74,area_lt_50_km2_or_missing
1970,adm_1970_218,г. Кемерово,Кемеровская область,Кемеровская область,Кемеровская область,22.75,area_lt_50_km2_or_missing
1970,adm_1970_219,г. Куйбышев,Новосибирская область,Новосибирская область,Новосибирская область,1.23,area_lt_50_km2_or_missing
1970,adm_1970_220,г. Ишим,Тюменская область,Тюменская область,Тюменская область,0.83,area_lt_50_km2_or_missing
1970,adm_1970_221,г. Мариинск,Кемеровская область,Кемеровская область,Кемеровская область,5.43,area_lt_50_km2_or_missing
1970,adm_1970_222,Ялуторовский,Тюменская область,Тюменская область,Тюменская область,2.73,area_lt_50_km2_or_missing
1970,adm_1970_223,г. Томск,Томская область,Томская область,Томская область,13.7,area_lt_50_km2_or_missing
1970,adm_1970_224,г. Тюмень,Тюменская область,Тюменская область,Тюменская область,9.24,area_lt_50_km2_or_missing
1970,adm_1970_225,г. Тара,Омская область,Омская область,Омская область,4.23,area_lt_50_km2_or_missing
1970,adm_1970_226,г. Колпашево,Томская область,Томская область,Томская область,2.92,area_lt_50_km2_or_missing
1970,adm_1970_227,г. Сургут,ХМАО,ХМАО,Тюменская область,18.96,area_lt_50_km2_or_missing
1970,adm_1970_229,г. Тайга,Кемеровская область,Кемеровская область,Кемеровская область,5.27,area_lt_50_km2_or_missing
1970,adm_1970_230,г. Анжеро-Судженск,Кемеровская область,Кемеровская область,Кемеровская область,8.13,area_lt_50_km2_or_missing
1970,adm_1970_234,г. Нефтеюганск,ХМАО,ХМАО,Тюменская область,32.9,area_lt_50_km2_or_missing
1970,adm_1970_235,г. Ханты-Мансийск,ХМАО,ХМАО,Тюменская область,0.95,area_lt_50_km2_or_missing
1970,adm_1970_236,г. Урай,ХМАО,ХМАО,Тюменская область,8.05,area_lt_50_km2_or_missing
1970,adm_1970_238,г. Тобольск,Тюменская область,Тюменская область,Тюменская область,2.94,area_lt_50_km2_or_missing
1970,adm_1970_239,Алейский,Алтайский край,Алтайский край,Алтайский край,0.97,area_lt_50_km2_or_missing
1970,adm_1970_240,г. Ленинск-Кузнецкий,Кемеровская область,Кемеровская область,Кемеровская область,4.6,area_lt_50_km2_or_missing
1979,adm_1979_107,г. Исилькуль,Омская область,Омская область,Омская область,2.64,area_lt_50_km2_or_missing
1979,adm_1979_109,г. Омск,Омская область,Омская область,Омская область,11.56,area_lt_50_km2_or_missing
1979,adm_1979_112,г. Калачинск,Омская область,Омская область,Омская область,3.75,area_lt_50_km2_or_missing
1979,adm_1979_117,г. Татарск,Новосибирская область,Новосибирская область,Новосибирская область,7.99,area_lt_50_km2_or_missing
1979,adm_1979_120,г. Топки,Кемеровская область,Кемеровская область,Кемеровская область,7.53,area_lt_50_km2_or_missing
1979,adm_1979_123,г. Барабинск,Новосибирская область,Новосибирская область,Новосибирская область,2.3,area_lt_50_km2_or_missing
1979,adm_1979_124,г. Кемерово,Кемеровская область,Кемеровская область,Кемеровская область,22.75,area_lt_50_km2_or_missing
1979,adm_1979_128,г. Куйбышев,Новосибирская область,Новосибирская область,Новосибирская область,1.23,area_lt_50_km2_or_missing
