year;unit_id;unit_name;admin_parent;unit_type;total_boundary_km;coast_pct;river_pct;lake_pct;watershed_flowing_pct;watershed_endo_pct;wetland_pct;unexplained_physical_pct;match_2021_pct;match_mo_pct;admin_memory_pct;rail_pct;geometric_candidate_pct;dominant_physical_origin;dominant_physical_label
1947;adm_1947_216;Самаровский район;ХМАО;район;1677.35;0.0;27.27;1.19;44.71;0.0;21.46;5.37;36.22;8.55;39.26;1.19;1.79;watershed_flowing;водораздел сточных бассейнов
1947;adm_1947_217;Сургутский;ХМАО;район;2145.203;0.0;12.59;1.86;62.46;0.0;17.49;5.59;41.36;10.36;42.87;0.59;4.2;watershed_flowing;водораздел сточных бассейнов
1947;adm_1947_218;Микояновский;ХМАО;район;1452.592;0.0;25.66;1.38;64.02;0.0;6.88;2.06;70.53;4.85;72.86;0.34;0.0;watershed_flowing;водораздел сточных бассейнов
1947;adm_1947_219;Березовский район;ХМАО;район;1762.474;0.0;15.88;0.0;81.28;0.0;1.7;1.13;84.03;1.41;84.48;0.0;0.0;watershed_flowing;водораздел сточных бассейнов
1947;adm_1947_220;Красноселькупский район;ЯНАО;район;1862.545;0.0;29.53;0.0;54.76;0.0;10.34;5.37;60.52;0.0;60.52;0.0;3.22;watershed_flowing;водораздел сточных бассейнов
1947;adm_1947_221;Шурышкарский район;ЯНАО;район;1367.362;0.0;23.4;0.0;67.82;0.0;2.92;5.85;78.23;0.0;78.23;1.42;0.0;watershed_flowing;водораздел сточных бассейнов
1947;adm_1947_222;Пуровский район;ЯНАО;район;1877.223;5.19;14.91;1.07;60.2;0.0;18.64;0.0;43.35;0.0;43.35;0.69;0.0;watershed_flowing;водораздел сточных бассейнов
1947;adm_1947_223;Надымский район;ЯНАО;район;1888.334;32.22;3.18;0.0;55.6;0.0;9.0;0.0;70.54;0.0;70.54;0.5;0.0;watershed_flowing;водораздел сточных бассейнов
1947;adm_1947_224;Приуральский район;ЯНАО;район;1843.739;26.24;28.2;0.0;43.93;0.0;1.63;0.0;72.98;0.0;72.98;0.79;0.0;watershed_flowing;водораздел сточных бассейнов
1947;adm_1947_226;Тазовский район;ЯНАО;район;4125.626;57.19;14.46;0.97;19.39;0.0;6.79;1.21;90.87;20.35;90.99;0.0;0.48;coastline;береговая линия
1947;adm_1947_227;Ямальский район;ЯНАО;район;3219.537;94.72;0.62;0.0;3.11;0.0;1.55;0.0;98.11;0.0;98.11;0.0;0.0;coastline;береговая линия
1947;adm_1947_229;Чистоозерный район;Новосибирская область;район;360.609;0.0;0.0;0.0;63.78;0.0;0.0;36.22;92.66;92.66;92.66;1.2;11.26;watershed_flowing;водораздел сточных бассейнов
1947;adm_1947_230;Усть-Коксинский район;Ойротская автономная область;район;627.308;0.0;12.75;0.0;68.12;0.0;0.0;19.13;65.88;75.11;75.11;0.0;0.0;watershed_flowing;водораздел сточных бассейнов
1947;adm_1947_231;Колосовский район;Омская область;район;333.987;0.0;2.99;0.0;58.1;0.0;23.94;14.97;52.4;84.31;86.63;0.0;0.0;watershed_flowing;водораздел сточных бассейнов
1947;adm_1947_u_2;Беловский горсовет;Кемеровская область;горсовет;8.585;0.0;0.0;0.0;0.0;0.0;0.0;100.0;66.7;0.0;66.7;33.3;0.0;unexplained_physical;не объяснено природными рубежами
1947;adm_1947_u_3;Сталинский горсовет;Кемеровская область;горсовет;25.044;0.0;100.0;0.0;0.0;0.0;0.0;0.0;28.6;100.0;100.0;57.1;0.0;river;река
1947;adm_1947_u_4;Ленинск-Кузнецкий горсовет;Кемеровская область;горсовет;8.211;0.0;0.0;0.0;0.0;0.0;0.0;100.0;66.7;100.0;100.0;100.0;0.0;unexplained_physical;не объяснено природными рубежами
1947;adm_1947_u_5;Новосибирский горсовет;Новосибирск — город республиканского подчинения;город республиканского подчинения;20.822;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;50.0;0.0;river;река
1947;adm_1947_u_6;Омский горсовет;Омск — город республиканского подчинения;город республиканского подчинения;12.653;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;75.0;75.0;0.0;0.0;river;река
1947;adm_1947_u_7;Кемеровский горсовет;Кемеровская область;горсовет;17.821;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;40.0;0.0;river;река
1947;adm_1947_u_8;Тобольский горсовет;Тюменская область;горсовет;6.517;0.0;100.0;0.0;0.0;0.0;0.0;0.0;66.7;100.0;100.0;0.0;0.0;river;река
1947;adm_1947_u_9;Салехардский горсовет;ЯНАО;горсовет;39.653;0.0;50.44;0.0;49.56;0.0;0.0;0.0;54.96;0.0;54.96;0.0;0.0;river;река
1947;adm_1947_u_10;Змеиногорский горсовет - г. Змеиногорск;Алтайский край;горсовет;18.672;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;100.0;100.0;0.0;0.0;unexplained_physical;не объяснено природными рубежами
1947;adm_1947_u_11;Рубцовский горсовет - г. Рубцовск;Алтайский край;горсовет;13.541;0.0;0.0;0.0;0.0;0.0;0.0;100.0;75.0;75.0;75.0;50.0;0.0;unexplained_physical;не объяснено природными рубежами
1947;adm_1947_u_12;Ойрот-Туринский горсовет - г. Ойрот-Тура;Ойротская автономная область;горсовет;10.91;0.0;0.0;0.0;0.0;0.0;0.0;100.0;75.0;75.0;75.0;0.0;0.0;unexplained_physical;не объяснено природными рубежами
1947;adm_1947_u_13;Бийский горсовет - г. Бийск;Алтайский край;горсовет;8.77;0.0;100.0;0.0;0.0;0.0;0.0;0.0;33.3;33.3;33.3;100.0;0.0;river;река
1947;adm_1947_u_14;Славгородский горсовет - г. Славгород;Алтайский край;горсовет;10.154;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;75.0;0.0;unexplained_physical;не объяснено природными рубежами
1947;adm_1947_u_15;Чесноковский горсовет - г. Чесноковка;Алтайский край;горсовет;18.672;0.0;0.0;0.0;0.0;0.0;100.0;0.0;100.0;100.0;100.0;80.0;0.0;wetland;болото / заболоченный массив
1947;adm_1947_u_16;Камень-на-Обский горсовет - г. Камень-на-Оби;Алтайский край;горсовет;4.748;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;100.0;100.0;100.0;0.0;unexplained_physical;не объяснено природными рубежами
1947;adm_1947_u_17;Киселевский горсовет - г. Киселевск;Кемеровская область;горсовет;7.993;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;66.7;0.0;watershed_flowing;водораздел сточных бассейнов
1947;adm_1947_u_18;Прокопьевский горсовет - г. Прокопьевск;Кемеровская область;горсовет;8.798;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;100.0;100.0;100.0;0.0;unexplained_physical;не объяснено природными рубежами
1947;adm_1947_u_19;Осинниковский горсовет;Кемеровская область;горсовет;6.224;0.0;100.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;100.0;100.0;0.0;river;река
1947;adm_1947_u_20;Междуреченский горсовет - г. Междуреченск;Кемеровская область;горсовет;14.734;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;50.0;0.0;river;река
1947;adm_1947_u_21;Гурьевский горсовет - г. Гурьевск;Кемеровская область;горсовет;5.104;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;100.0;100.0;100.0;0.0;unexplained_physical;не объяснено природными рубежами
1947;adm_1947_u_22;Бердский горсовет - г. Бердск;Новосибирская область;горсовет;5.045;0.0;100.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;0.0;river;река
1947;adm_1947_u_23;Искитимский горсовет - г. Искитим;Новосибирская область;горсовет;13.551;0.0;100.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;75.0;0.0;river;река
1947;adm_1947_u_24;Барабинский горсовет - г. Барабинск;Новосибирская область;горсовет;5.63;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;100.0;0.0;wetland;болото / заболоченный массив
1947;adm_1947_u_25;Татарский горсовет - г. Татарск;Новосибирская область;горсовет;10.594;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;50.0;50.0;50.0;0.0;wetland;болото / заболоченный массив
1947;adm_1947_u_26;Юргинский горсовет - г. Юрга;Кемеровская область;горсовет;6.267;0.0;100.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;100.0;0.0;0.0;river;река
1947;adm_1947_u_27;Куйбышевский горсовет - г. Куйбышев;Новосибирская область;горсовет;4.123;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;66.7;66.7;0.0;0.0;river;река
1947;adm_1947_u_28;Тайгинский горсовет - г. Тайга;Кемеровская область;горсовет;5.592;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;watershed_flowing;водораздел сточных бассейнов
1947;adm_1947_u_29;Ишимский горсовет - г. Ишим;Тюменская область;горсовет;3.224;0.0;0.0;0.0;100.0;0.0;0.0;0.0;100.0;100.0;100.0;0.0;0.0;watershed_flowing;водораздел сточных бассейнов
1947;adm_1947_u_30;Анжеро-Судженский горсовет - г. Анжеро-Судженск;Кемеровская область;горсовет;20.184;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;66.7;0.0;watershed_flowing;водораздел сточных бассейнов
1947;adm_1947_u_31;Мариинский горсовет - г. Мариинск;Кемеровская область;горсовет;8.489;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;river;река
1947;adm_1947_u_32;Томский горсовет - г. Томск;Томская область;горсовет;18.314;0.0;0.0;0.0;0.0;0.0;0.0;100.0;60.0;100.0;100.0;60.0;0.0;unexplained_physical;не объяснено природными рубежами
1947;adm_1947_u_33;Тюменский горсовет - г. Тюмень;Тюменская область;горсовет;15.286;0.0;34.59;0.0;0.0;0.0;0.0;65.41;0.0;100.0;100.0;78.22;0.0;unexplained_physical;не объяснено природными рубежами
1947;adm_1947_u_34;Ханты-Мансийский горсовет - г. Ханты-Мансийск (окр ц);ХМАО;горсовет;9.97;0.0;0.0;0.0;0.0;0.0;100.0;0.0;66.7;0.0;66.7;0.0;0.0;wetland;болото / заболоченный массив
1947;adm_1947_u_35;Барнаульский горсовет;Алтайский край;горсовет;110.606;0.0;72.88;0.0;27.12;0.0;0.0;0.0;47.08;72.02;72.02;13.57;0.0;river;река
1947;adm_1947_u_36;Мысковский горсовет;Кемеровская область;горсовет;18.304;0.0;100.0;0.0;0.0;0.0;0.0;0.0;20.0;0.0;20.0;0.0;0.0;river;река
1959;adm_1959_1;Кош-Агачский район;Горно-Алтайская автономная область;район;856.958;0.0;5.48;0.0;88.69;0.0;0.0;5.83;82.61;84.67;85.24;0.0;0.0;watershed_flowing;водораздел сточных бассейнов
1959;adm_1959_10;Шебалинский район (сельское население);Горно-Алтайская автономная область;район;397.005;0.0;17.63;0.0;50.38;0.0;0.0;31.99;92.83;98.09;98.09;0.0;0.0;watershed_flowing;водораздел сточных бассейнов
1959;adm_1959_100;Таврический район (сельское население);Омская область;район;312.876;0.0;23.29;0.0;35.16;0.0;0.0;41.55;69.55;94.52;94.52;5.64;0.0;unexplained_physical;не объяснено природными рубежами
1959;adm_1959_101;Азовский район (сельское население);Омская область;район;275.675;0.0;0.0;0.0;52.87;0.0;0.0;47.13;68.38;96.65;96.65;6.28;0.0;watershed_flowing;водораздел сточных бассейнов
1959;adm_1959_102;Доволенский район (сельское население);Новосибирская область;район;434.015;0.0;11.52;0.0;13.82;43.78;0.0;30.88;90.82;93.21;93.21;0.0;0.0;watershed_endo;водораздел бессточных областей
1959;adm_1959_103;Ленинск-Кузнецкий район (сельское население);Кемеровская область;район;309.316;0.0;15.94;0.0;12.93;0.0;0.0;71.13;86.06;86.06;88.98;3.9;0.0;unexplained_physical;не объяснено природными рубежами
1959;adm_1959_104;Искитимский район (сельское население);Новосибирская область;район;325.245;0.0;30.31;3.07;23.57;0.0;0.0;43.04;55.21;87.65;87.65;6.4;0.0;unexplained_physical;не объяснено природными рубежами
1959;adm_1959_105;Здвинский район (сельское население);Новосибирская область;район;390.667;0.0;0.0;20.65;10.24;33.28;0.0;35.83;100.0;100.0;100.0;0.0;0.0;unexplained_physical;не объяснено природными рубежами
1959;adm_1959_106;Оконешниковский район (сельское население);Омская область;район;297.566;0.0;0.0;0.0;42.87;0.0;0.0;57.13;100.0;100.0;100.0;0.0;0.0;unexplained_physical;не объяснено природными рубежами
1959;adm_1959_107;Чистоозерный район;Новосибирская область;район;383.403;0.0;0.0;0.0;62.6;0.0;5.22;32.19;100.0;100.0;100.0;2.05;0.0;watershed_flowing;водораздел сточных бассейнов
1959;adm_1959_108;Марьяновский район;Омская область;район;209.643;0.0;0.0;0.0;85.69;0.0;0.0;14.31;95.66;95.66;95.66;7.6;0.0;watershed_flowing;водораздел сточных бассейнов
1959;adm_1959_109;Промышленновский район;Кемеровская область;район;302.327;0.0;10.7;0.0;13.22;0.0;0.0;76.07;73.77;41.39;73.77;4.17;0.0;unexplained_physical;не объяснено природными рубежами
1959;adm_1959_11;Угловский район (сельское население);Алтайский край;район;396.591;0.0;0.0;0.0;25.21;0.0;0.0;74.79;100.0;100.0;100.0;1.18;0.0;unexplained_physical;не объяснено природными рубежами
1959;adm_1959_110;Кормиловский район (сельское население);Омская область;район;291.049;0.0;13.74;0.0;55.36;0.0;0.0;30.9;92.05;100.0;100.0;2.29;0.0;watershed_flowing;водораздел сточных бассейнов
1959;adm_1959_111;Москаленский район;Омская область;район;300.861;0.0;0.0;6.65;66.48;0.0;0.0;26.88;93.95;95.43;95.43;5.68;0.0;watershed_flowing;водораздел сточных бассейнов
1959;adm_1959_112;Исиль-Кульский район;Омская область;район;330.564;0.0;0.0;0.0;75.8;0.0;0.0;24.2;89.26;89.78;90.54;4.24;0.0;watershed_flowing;водораздел сточных бассейнов
1959;adm_1959_113;Новосибирский район;Новосибирская область;район;351.6;0.0;37.21;0.0;48.58;0.0;0.0;14.22;66.59;89.02;89.02;9.74;0.0;watershed_flowing;водораздел сточных бассейнов
1959;adm_1959_114;Калачинский район;Омская область;район;309.852;0.0;19.36;0.0;48.41;0.0;0.0;32.22;86.69;96.2;97.5;2.76;0.0;watershed_flowing;водораздел сточных бассейнов
1959;adm_1959_115;Барабинский район (сельское население);Новосибирская область;район;382.299;0.0;0.0;31.39;18.31;10.46;34.61;5.23;92.69;95.15;95.15;17.72;0.0;wetland;болото / заболоченный массив
1959;adm_1959_117;Крапивинский район;Кемеровская область;район;549.953;0.0;10.9;0.0;52.74;0.0;0.0;36.36;56.16;16.87;56.16;0.61;1.82;watershed_flowing;водораздел сточных бассейнов
1959;adm_1959_118;Ульяновский район (сельское население);Омская область;район;481.934;0.0;35.69;0.0;29.05;0.0;12.45;22.81;90.34;96.28;97.24;4.13;0.0;river;река
1959;adm_1959_119;Тогучинский район;Новосибирская область;район;382.845;0.0;13.06;0.0;39.93;0.0;0.0;47.01;84.21;89.12;92.59;2.32;0.0;unexplained_physical;не объяснено природными рубежами
1959;adm_1959_12;Курьинский район (сельское население);Алтайский край;район;339.49;0.0;5.89;0.0;47.01;0.0;0.0;47.09;83.07;87.6;87.6;0.0;0.0;unexplained_physical;не объяснено природными рубежами
1959;adm_1959_120;Убинский район (сельское население);Новосибирская область;район;302.622;0.0;0.0;6.61;16.52;36.35;3.3;37.22;82.77;89.82;89.82;1.41;0.0;unexplained_physical;не объяснено природными рубежами
1959;adm_1959_121;Татарский район (сельское население);Новосибирская область;район;435.039;0.0;18.38;0.0;32.17;0.0;5.78;43.67;97.91;99.3;99.3;4.36;0.0;unexplained_physical;не объяснено природными рубежами
1959;adm_1959_122;Коченевский район;Новосибирская область;район;397.21;0.0;15.1;0.0;27.65;9.43;0.0;47.81;87.52;90.37;90.37;4.18;2.52;unexplained_physical;не объяснено природными рубежами
1959;adm_1959_123;Мошковский район (сельское население);Новосибирская область;район;346.881;0.0;25.94;0.0;46.13;0.0;0.0;27.93;71.25;92.13;92.13;4.84;0.0;watershed_flowing;водораздел сточных бассейнов
1959;adm_1959_124;Чановский район;Новосибирская область;район;435.836;0.0;11.45;13.77;35.78;0.0;11.47;27.53;100.0;100.0;100.0;4.59;4.59;watershed_flowing;водораздел сточных бассейнов
1959;adm_1959_125;Любинский район;Омская область;район;322.044;0.0;18.63;0.0;40.35;0.0;37.92;3.1;91.8;94.47;94.47;2.93;0.0;watershed_flowing;водораздел сточных бассейнов
1959;adm_1959_126;Каргатский район;Новосибирская область;район;482.036;0.0;12.44;6.22;33.62;4.15;6.22;37.34;76.46;84.02;84.02;0.83;0.0;unexplained_physical;не объяснено природными рубежами
1959;adm_1959_127;Топкинский район;Кемеровская область;район;322.936;0.0;16.46;0.0;18.58;0.0;0.0;64.96;78.78;40.37;81.34;3.6;0.0;unexplained_physical;не объяснено природными рубежами
1959;adm_1959_128;Горьковский район (сельское население);Омская область;район;310.819;0.0;29.24;0.0;32.15;0.0;19.3;19.3;97.14;98.51;98.51;0.0;0.0;watershed_flowing;водораздел сточных бассейнов
1959;adm_1959_129;Нижне-Омский район (сельское население);Омская область;район;301.193;0.0;6.64;0.0;60.18;0.0;3.32;29.87;74.71;95.56;95.56;0.0;0.0;watershed_flowing;водораздел сточных бассейнов
1959;adm_1959_13;Чарышский район (сельское население);Алтайский край;район;544.631;0.0;12.85;0.0;65.12;0.0;0.0;22.03;88.61;77.5;94.91;0.0;0.0;watershed_flowing;водораздел сточных бассейнов
1959;adm_1959_130;Казанский район (сельское население);Тюменская область;район;320.497;0.0;9.36;0.0;65.68;0.0;9.36;15.6;69.4;73.27;73.27;0.0;0.0;watershed_flowing;водораздел сточных бассейнов
1959;adm_1959_131;Кемеровский район;Кемеровская область;район;372.075;0.0;26.88;0.0;40.3;0.0;0.0;32.82;87.21;80.9;92.61;5.31;0.0;watershed_flowing;водораздел сточных бассейнов
1959;adm_1959_133;Называевский район;Омская область;район;434.667;0.0;0.0;0.0;48.27;0.0;42.52;9.2;92.26;95.18;95.18;6.47;0.0;watershed_flowing;водораздел сточных бассейнов
1959;adm_1959_134;Чулымский район;Новосибирская область;район;545.183;0.0;14.67;0.0;16.5;11.97;7.34;49.52;83.31;85.86;85.86;2.38;0.0;unexplained_physical;не объяснено природными рубежами
1959;adm_1959_135;Маслянский район (сельское население);Тюменская область;район;348.854;0.0;0.0;0.0;48.4;0.0;45.86;5.73;67.03;73.9;73.9;6.63;0.0;watershed_flowing;водораздел сточных бассейнов
1959;adm_1959_136;Бердюжский район (сельское население);Тюменская область;район;269.771;0.0;0.0;7.36;66.7;0.0;0.0;25.95;75.21;80.29;80.29;0.0;0.0;watershed_flowing;водораздел сточных бассейнов
1959;adm_1959_137;Болотнинский район;Новосибирская область;район;311.492;0.0;12.84;0.0;25.66;0.0;6.42;55.08;100.0;100.0;100.0;8.44;0.0;unexplained_physical;не объяснено природными рубежами
1959;adm_1959_138;Саргатский район (сельское население);Омская область;район;331.773;0.0;33.16;0.0;33.69;0.0;33.15;0.0;97.41;98.71;98.71;0.0;0.0;watershed_flowing;водораздел сточных бассейнов
1959;adm_1959_139;Чебулинский район (сельское население);Кемеровская область;район;303.508;0.0;17.64;0.0;59.31;0.0;0.0;23.06;90.36;11.34;90.36;0.0;3.29;watershed_flowing;водораздел сточных бассейнов
1959;adm_1959_14;Краснощековский район (сельское население);Алтайский край;район;315.282;0.0;19.0;0.0;60.25;0.0;0.0;20.74;84.62;96.12;97.31;0.0;0.0;watershed_flowing;водораздел сточных бассейнов
1959;adm_1959_140;Юргинский район (сельское население);Кемеровская область;район;348.679;0.0;36.91;0.0;22.94;0.0;0.0;40.15;94.73;49.65;94.73;10.66;0.0;unexplained_physical;не объяснено природными рубежами
1959;adm_1959_141;Усть-Таркский район (сельское население);Новосибирская область;район;340.833;0.0;20.52;0.0;32.27;0.0;47.21;0.0;100.0;100.0;100.0;0.0;0.0;wetland;болото / заболоченный массив
1959;adm_1959_142;Куйбышевский район (сельское население);Новосибирская область;район;508.768;0.0;11.79;0.0;50.87;0.0;9.82;27.52;80.85;86.04;86.85;7.55;0.0;watershed_flowing;водораздел сточных бассейнов
1959;adm_1959_143;Яшкинский район;Кемеровская область;район;290.713;0.0;48.16;0.0;27.52;0.0;0.0;24.32;92.08;42.04;96.04;8.2;0.0;river;река
1959;adm_1959_144;Армизонский район (сельское население);Тюменская область;район;350.928;0.0;0.0;5.7;71.5;0.0;19.95;2.85;87.52;92.49;92.49;0.0;0.0;watershed_flowing;водораздел сточных бассейнов
1959;adm_1959_145;Итатский район;Кемеровская область;район;221.688;0.0;40.6;0.0;59.4;0.0;0.0;0.0;64.1;32.14;64.1;2.15;0.0;watershed_flowing;водораздел сточных бассейнов
1959;adm_1959_146;Венгеровский район (сельское население);Новосибирская область;район;504.223;0.0;11.89;0.0;50.43;0.0;37.67;0.0;100.0;100.0;100.0;0.0;0.0;watershed_flowing;водораздел сточных бассейнов
1959;adm_1959_147;Тюкалинский район;Омская область;район;483.54;0.0;0.0;6.2;28.95;0.0;64.85;0.0;84.52;96.25;96.25;0.0;0.0;wetland;болото / заболоченный массив
1959;adm_1959_148;Упоровский район (сельское население);Тюменская область;район;325.216;0.0;0.0;0.0;55.35;0.0;3.07;41.58;95.72;95.72;95.72;0.0;0.0;watershed_flowing;водораздел сточных бассейнов
1959;adm_1959_149;Кожевниковский район (сельское население);Томская область;район;373.177;0.0;33.03;0.0;29.48;0.0;5.35;32.15;94.22;95.36;95.36;0.0;0.0;river;река
1959;adm_1959_15;Рубцовский район (сельское население);Алтайский край;район;452.846;0.0;4.42;0.0;35.18;0.0;0.0;60.4;99.25;99.25;99.25;4.05;0.0;unexplained_physical;не объяснено природными рубежами
1959;adm_1959_150;Большереченский район (сельское население);Омская область;район;453.853;0.0;19.83;0.0;48.47;0.0;31.7;0.0;56.71;90.61;90.61;0.0;0.0;watershed_flowing;водораздел сточных бассейнов
1959;adm_1959_151;Михайловский район (сельское население);Новосибирская область;район;547.33;0.0;3.65;10.96;47.02;0.0;32.89;5.48;76.76;88.46;88.46;0.0;0.0;watershed_flowing;водораздел сточных бассейнов
1959;adm_1959_152;Колыванский район (сельское население);Новосибирская область;район;553.942;0.0;35.02;0.0;27.08;0.0;18.05;19.85;99.15;100.0;100.0;0.0;0.0;river;река
1959;adm_1959_153;Ишимский район (сельское население);Тюменская область;район;368.119;0.0;13.58;0.0;59.76;0.0;13.07;13.58;65.44;82.2;84.62;1.26;0.0;watershed_flowing;водораздел сточных бассейнов
1959;adm_1959_154;Анжеро-Судженский район;Кемеровская область;район;303.077;0.0;39.57;0.0;24.13;0.0;0.0;36.29;73.32;45.38;73.32;10.85;0.0;river;река
1959;adm_1959_155;Ижморский район;Кемеровская область;район;369.381;0.0;27.07;0.0;35.05;0.0;0.0;37.87;82.69;33.69;82.69;2.32;0.0;unexplained_physical;не объяснено природными рубежами
1959;adm_1959_156;Абатский район (сельское население);Тюменская область;район;431.143;0.0;6.95;0.0;28.53;0.0;25.51;39.0;85.4;90.67;90.67;1.86;2.32;unexplained_physical;не объяснено природными рубежами
1959;adm_1959_157;Мариинский район (сельское население)**);Кемеровская область;район;396.649;0.0;10.08;0.0;52.12;0.0;0.0;37.79;81.9;19.54;81.9;4.37;0.0;watershed_flowing;водораздел сточных бассейнов
1959;adm_1959_158;Крутинский район (сельское население);Омская область;район;481.298;0.0;0.0;4.16;56.37;0.0;22.86;16.62;98.15;100.0;100.0;0.0;0.0;watershed_flowing;водораздел сточных бассейнов
1959;adm_1959_159;Ново-Заимский район;Тюменская область;район;247.686;0.0;0.0;0.0;68.63;0.0;0.0;31.37;62.02;62.02;62.02;3.77;0.0;watershed_flowing;водораздел сточных бассейнов
1959;adm_1959_16;Солонешенский район (сельское население);Алтайский край;район;321.862;0.0;12.43;0.0;47.2;0.0;0.0;40.37;85.54;85.44;86.92;0.0;0.0;watershed_flowing;водораздел сточных бассейнов
1959;adm_1959_160;Колосовский район (сельское население);Омская область;район;351.222;0.0;8.54;0.0;54.08;0.0;22.78;14.6;55.59;90.61;90.61;0.0;0.0;watershed_flowing;водораздел сточных бассейнов
1959;adm_1959_161;Тисульский район;Кемеровская область;район;569.536;0.0;19.31;0.0;59.64;0.0;0.0;21.05;68.02;20.76;68.02;8.32;0.0;watershed_flowing;водораздел сточных бассейнов
1959;adm_1959_162;Муромцевский район (сельское население);Омская область;район;476.708;0.0;27.26;0.0;48.23;0.0;14.68;9.82;70.6;89.16;89.16;0.0;0.0;watershed_flowing;водораздел сточных бассейнов
1959;adm_1959_163;Омутинский район;Тюменская область;район;334.379;0.0;11.96;0.0;65.78;0.0;2.99;19.27;87.67;86.31;87.67;1.43;0.0;watershed_flowing;водораздел сточных бассейнов
1959;adm_1959_164;Голышмановский район;Тюменская область;район;323.114;0.0;6.19;0.0;65.96;0.0;12.37;15.47;86.33;90.66;90.66;3.26;0.0;watershed_flowing;водораздел сточных бассейнов
1959;adm_1959_165;Сорокинский район (сельское население);Тюменская область;район;415.003;0.0;0.0;0.0;56.63;0.0;0.0;43.37;79.95;93.45;93.45;0.0;0.0;watershed_flowing;водораздел сточных бассейнов
1959;adm_1959_166;Зырянский район (сельское население);Томская область;район;401.21;0.0;42.36;0.0;27.42;0.0;0.0;30.22;75.67;87.33;87.33;0.0;0.0;river;река
1959;adm_1959_167;Северный район (сельское население);Новосибирская область;район;790.842;0.0;6.32;0.0;59.54;0.0;26.55;7.59;86.06;86.61;86.61;0.0;0.0;watershed_flowing;водораздел сточных бассейнов
1959;adm_1959_168;Шегарский район (сельское население);Томская область;район;350.047;0.0;34.28;0.0;45.75;0.0;0.0;19.97;74.72;77.1;78.9;0.0;0.0;watershed_flowing;водораздел сточных бассейнов
1959;adm_1959_169;Томский район;Томская область;район;543.362;0.0;32.24;0.0;29.43;0.0;0.0;38.33;68.9;85.92;85.92;2.59;0.0;unexplained_physical;не объяснено природными рубежами
1959;adm_1959_17;Егорьевский район (сельское население);Алтайский край;район;273.173;0.0;4.84;0.0;51.24;0.0;0.0;43.93;100.0;100.0;100.0;0.0;0.0;watershed_flowing;водораздел сточных бассейнов
1959;adm_1959_170;Ялуторовский район;Тюменская область;район;328.272;0.0;15.23;0.0;36.03;0.0;0.0;48.74;67.27;69.81;69.81;3.82;0.0;unexplained_physical;не объяснено природными рубежами
1959;adm_1959_171;Тарский район;Омская область;район;474.118;0.0;16.84;0.0;49.43;0.0;6.33;27.41;54.29;98.14;98.14;0.0;0.0;watershed_flowing;водораздел сточных бассейнов
1959;adm_1959_172;Юргинский район;Тюменская область;район;339.116;0.0;11.8;0.0;49.87;0.0;0.0;38.33;70.73;74.36;74.36;0.0;0.0;watershed_flowing;водораздел сточных бассейнов
1959;adm_1959_173;Кыштовский район (сельское население);Новосибирская область;район;609.821;0.0;11.48;0.0;49.17;0.0;27.88;11.48;94.3;95.67;96.41;0.0;8.2;watershed_flowing;водораздел сточных бассейнов
1959;adm_1959_174;Аромашевский район (сельское население);Тюменская область;район;296.423;0.0;3.37;0.0;60.72;0.0;0.0;35.9;94.22;94.22;94.22;0.0;0.0;watershed_flowing;водораздел сточных бассейнов
1959;adm_1959_175;Викуловский район (сельское население);Тюменская область;район;433.878;0.0;4.61;0.0;56.21;0.0;9.22;29.96;87.18;93.82;93.82;0.0;0.0;watershed_flowing;водораздел сточных бассейнов
1959;adm_1959_176;Туганский район (сельское население);Томская область;район;416.59;0.0;14.39;0.0;49.62;0.0;0.0;35.99;76.24;85.76;86.56;0.0;0.0;watershed_flowing;водораздел сточных бассейнов
1959;adm_1959_178;Большеуковский район (сельское население);Омская область;район;485.492;0.0;8.2;0.0;56.8;0.0;18.52;16.48;82.88;86.09;86.09;0.0;4.12;watershed_flowing;водораздел сточных бассейнов
