year,unit_id,name,unit_type,admin_parent,total_boundary_km,coast_km,river_km,lake_km,watershed_km,inherited_km,unexplained_km,coast_pct,river_pct,lake_pct,watershed_pct,inherited_pct,unexplained_pct,dominant_origin,dominant_origin_pct
1914,adm_1914_10,Кокчетавский уезд,уезд,Акмолинская область,1396.404,0.0,70.0,40.0,536.404,0.0,750.0,0.0,5.01,2.86,38.41,0.0,53.71,unexplained,53.71
1914,adm_1914_11,Барнаульский уезд,уезд,Томская губерния,1889.09,0.0,210.0,40.0,930.0,629.09,80.0,0.0,11.12,2.12,49.23,33.3,4.23,watershed,49.23
1914,adm_1914_12,Петропавловский уезд,уезд,Акмолинская область,1882.247,0.0,330.0,20.0,1052.247,180.0,300.0,0.0,17.53,1.06,55.9,9.56,15.94,watershed,55.9
1914,adm_1914_13,Омский уезд,уезд,Акмолинская область,1090.964,0.0,40.0,0.0,720.964,220.0,110.0,0.0,3.67,0.0,66.09,20.17,10.08,watershed,66.09
1914,adm_1914_14,Кузнецкий уезд,уезд,Томская губерния,2281.896,0.0,180.0,0.0,1601.896,400.0,100.0,0.0,7.89,0.0,70.2,17.53,4.38,watershed,70.2
1914,adm_1914_15,Курганский уезд,уезд,Тобольская губерния,736.428,0.0,100.0,50.0,266.428,250.0,70.0,0.0,13.58,6.79,36.18,33.95,9.51,watershed,36.18
1914,adm_1914_16,Тюкалинский уезд,уезд,Тобольская губерния,1359.789,0.0,90.0,0.0,659.789,590.0,20.0,0.0,6.62,0.0,48.52,43.39,1.47,watershed,48.52
1914,adm_1914_17,Ишимский уезд,уезд,Тобольская губерния,983.483,0.0,150.0,50.0,380.0,393.483,10.0,0.0,15.25,5.08,38.64,40.01,1.02,inherited,40.01
1914,adm_1914_18,Ялуторовский уезд,уезд,Тобольская губерния,769.14,0.0,139.14,0.0,340.0,160.0,130.0,0.0,18.09,0.0,44.21,20.8,16.9,watershed,44.21
1914,adm_1914_19,Каинский уезд,уезд,Томская губерния,1609.111,0.0,50.0,40.0,1029.111,360.0,130.0,0.0,3.11,2.49,63.96,22.37,8.08,watershed,63.96
1914,adm_1914_2,Усть-Каменогорский уезд,уезд,Семипалатинская область,1773.497,0.0,430.0,50.0,743.497,0.0,550.0,0.0,24.25,2.82,41.92,0.0,31.01,watershed,41.92
1914,adm_1914_20,Мариинский уезд,уезд,Томская губерния,1246.562,0.0,586.562,0.0,580.0,40.0,40.0,0.0,47.05,0.0,46.53,3.21,3.21,river,47.05
1914,adm_1914_21,Тюменский уезд,уезд,Тобольская губерния,621.924,0.0,151.924,0.0,320.0,100.0,50.0,0.0,24.43,0.0,51.45,16.08,8.04,watershed,51.45
1914,adm_1914_22,Тарский уезд,уезд,Тобольская губерния,1433.501,0.0,303.501,10.0,470.0,440.0,210.0,0.0,21.17,0.7,32.79,30.69,14.65,watershed,32.79
1914,adm_1914_23,Туринский уезд,уезд,Тобольская губерния,1318.827,0.0,370.0,0.0,718.827,70.0,160.0,0.0,28.06,0.0,54.51,5.31,12.13,watershed,54.51
1914,adm_1914_24,Томский уезд,уезд,Томская губерния,3169.14,0.0,570.0,10.0,1729.14,490.0,370.0,0.0,17.99,0.32,54.56,15.46,11.68,watershed,54.56
1914,adm_1914_25,Тобольский уезд,уезд,Тобольская губерния,1904.17,0.0,314.17,30.0,1080.0,280.0,200.0,0.0,16.5,1.58,56.72,14.7,10.5,watershed,56.72
1914,adm_1914_26,Сургутский уезд,уезд,Тобольская губерния,2253.756,0.0,490.0,0.0,1303.756,130.0,330.0,0.0,21.74,0.0,57.85,5.77,14.64,watershed,57.85
1914,adm_1914_28,,,,1.657,0.0,0.0,0.0,1.657,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,watershed,100.0
1914,adm_1914_3,Каркаралинский уезд,уезд,Семипалатинская область,2927.832,0.0,210.0,590.0,1277.832,0.0,850.0,0.0,7.17,20.15,43.64,0.0,29.03,watershed,43.64
1914,adm_1914_4,Семипалатинский уезд,уезд,Семипалатинская область,1830.349,0.0,110.0,10.0,1010.349,110.0,590.0,0.0,6.01,0.55,55.2,6.01,32.23,watershed,55.2
1914,adm_1914_5,Атбасарский уезд,уезд,Акмолинская область,2377.761,0.0,390.0,10.0,1430.0,0.0,547.761,0.0,16.4,0.42,60.14,0.0,23.04,watershed,60.14
1914,adm_1914_6,Змеиногорский уезд,уезд,Томская губерния,1982.341,0.0,562.341,20.0,730.0,410.0,260.0,0.0,28.37,1.01,36.83,20.68,13.12,watershed,36.83
1914,adm_1914_7,Акмолинский уезд,уезд,Акмолинская область,2884.951,0.0,520.0,20.0,1364.951,0.0,980.0,0.0,18.02,0.69,47.31,0.0,33.97,watershed,47.31
1914,adm_1914_8,Бийский уезд,уезд,Томская губерния,1966.917,0.0,180.0,0.0,1446.917,260.0,80.0,0.0,9.15,0.0,73.56,13.22,4.07,watershed,73.56
1914,adm_1914_9,Павлодарский уезд,уезд,Семипалатинская область,1553.444,0.0,240.0,10.0,630.0,193.444,480.0,0.0,15.45,0.64,40.56,12.45,30.9,watershed,40.56
1914,adm_1914_diss_6699429,Берёзовский уезд,уезд,Тобольская губерния,7507.457,4257.457,980.0,0.0,2000.0,30.0,240.0,56.71,13.05,0.0,26.64,0.4,3.2,coastline,56.71
1918,adm_1918_1,Тобольская губерния,губерния,Тобольская губерния,2384.052,0.0,480.0,0.0,1430.0,104.052,370.0,0.0,20.13,0.0,59.98,4.36,15.52,watershed,59.98
1918,adm_1918_2,Тобольская губерния,губерния,Тобольская губерния,7458.481,4262.404,670.0,20.0,2216.078,10.0,280.0,57.15,8.98,0.27,29.71,0.13,3.75,coastline,57.15
1918,adm_1918_3,"Бухтарминский уезд, переданный в 1920 г. в Семипалатинскую область",область,Алтайская губерния,919.978,0.0,240.0,20.0,469.978,30.0,160.0,0.0,26.09,2.17,51.09,3.26,17.39,watershed,51.09
1918,adm_1918_4,Змеиногорский уезд,уезд,Алтайская губерния,1385.761,0.0,180.0,0.0,610.0,375.761,220.0,0.0,12.99,0.0,44.02,27.12,15.88,watershed,44.02
1918,adm_1918_5,Каракорумский уезд,уезд,Алтайская губерния,1830.792,0.0,110.0,0.0,1450.792,190.0,80.0,0.0,6.01,0.0,79.24,10.38,4.37,watershed,79.24
1918,adm_1918_6,Бийский уезд,уезд,Алтайская губерния,1494.955,0.0,230.0,0.0,874.955,300.0,90.0,0.0,15.39,0.0,58.53,20.07,6.02,watershed,58.53
1918,adm_1918_7,Славгородский уезд,уезд,Алтайская губерния,1219.737,0.0,160.0,40.0,539.737,440.0,40.0,0.0,13.12,3.28,44.25,36.07,3.28,watershed,44.25
1918,adm_1918_8,Барнаульский уезд,уезд,Алтайская губерния,1520.334,0.0,220.0,0.0,720.334,580.0,0.0,0.0,14.47,0.0,47.38,38.15,0.0,watershed,47.38
1918,adm_1918_9,Каменский уезд,уезд,Алтайская губерния,1083.271,0.0,140.0,0.0,553.271,370.0,20.0,0.0,12.92,0.0,51.07,34.16,1.85,watershed,51.07
1918,adm_1918_10,Алтайская губерния,губерния,Алтайская губерния,32.816,0.0,0.0,0.0,0.0,0.0,32.816,0.0,0.0,0.0,0.0,0.0,100.0,unexplained,100.0
1918,adm_1918_11,Бухтарминский уезд,уезд,Алтайская губерния,1034.278,0.0,250.0,20.0,544.278,40.0,180.0,0.0,24.17,1.93,52.62,3.87,17.4,watershed,52.62
1918,adm_1918_12,Территория переданная в Семипалатинскую губернию в сентябре 1918 г.,губерния,Алтайская губерния,222.325,0.0,0.0,0.0,112.325,50.0,60.0,0.0,0.0,0.0,50.52,22.49,26.99,watershed,50.52
1918,adm_1918_13,Территории переданные Семипалатинской области в 1925 гг.,область,Алтайская губерния,171.484,0.0,0.0,0.0,100.0,71.484,0.0,0.0,0.0,0.0,58.31,41.69,0.0,watershed,58.31
1918,adm_1918_14,"Часть Змеиногорского уезда, переданная в 1920 г. в Семипалатинскую область",область,Алтайская губерния,963.459,0.0,133.459,0.0,630.0,20.0,180.0,0.0,13.85,0.0,65.39,2.08,18.68,watershed,65.39
1918,adm_1918_15,Территории переданные Семипалатинской области в 1925 гг.,область,Алтайская губерния,104.402,0.0,0.0,0.0,74.402,30.0,0.0,0.0,0.0,0.0,71.26,28.74,0.0,watershed,71.26
1918,adm_1918_16,Томская губерния,губерния,Томская губерния,1514.947,0.0,60.0,0.0,1214.947,130.0,110.0,0.0,3.96,0.0,80.2,8.58,7.26,watershed,80.2
1918,adm_1918_17,Томская губерния,губерния,Томская губерния,2502.423,0.0,480.0,0.0,1332.423,320.0,370.0,0.0,19.18,0.0,53.25,12.79,14.79,watershed,53.25
1918,adm_1918_18,Томская губерния,губерния,Томская губерния,1423.295,0.0,553.295,0.0,660.0,160.0,50.0,0.0,38.87,0.0,46.37,11.24,3.51,watershed,46.37
1918,adm_1918_19,Тобольская губерния,губерния,Тобольская губерния,1900.267,0.0,320.0,0.0,1060.267,280.0,240.0,0.0,16.84,0.0,55.8,14.73,12.63,watershed,55.8
1918,adm_1918_20,Томская губерния,губерния,Томская губерния,1339.795,0.0,140.0,30.0,489.795,640.0,40.0,0.0,10.45,2.24,36.56,47.77,2.99,inherited,47.77
1918,adm_1918_21,Каменский уезд,уезд,Томская губерния,1638.306,0.0,160.0,80.0,870.0,360.0,168.306,0.0,9.77,4.88,53.1,21.97,10.27,watershed,53.1
1918,adm_1918_22,Томская губерния,губерния,Томская губерния,1074.867,0.0,64.867,0.0,560.0,340.0,110.0,0.0,6.03,0.0,52.1,31.63,10.23,watershed,52.1
1918,adm_1918_23,Томская губерния,губерния,Томская губерния,347.718,0.0,60.0,0.0,227.718,0.0,60.0,0.0,17.26,0.0,65.49,0.0,17.26,watershed,65.49
1918,adm_1918_24,Спорная территория между Кузнецким и Щегловским уездом,уезд,Томская губерния,347.718,0.0,60.0,0.0,227.718,0.0,60.0,0.0,17.26,0.0,65.49,0.0,17.26,watershed,65.49
1918,adm_1918_25,Томская губерния,губерния,Томская губерния,1585.203,0.0,460.0,0.0,705.203,250.0,170.0,0.0,29.02,0.0,44.49,15.77,10.72,watershed,44.49
1918,adm_1918_26,Тобольская губерния,губерния,Тобольская губерния,736.428,0.0,140.0,50.0,266.428,230.0,50.0,0.0,19.01,6.79,36.18,31.23,6.79,watershed,36.18
1918,adm_1918_27,Тобольская губерния,губерния,Тобольская губерния,1130.002,0.0,158.274,0.0,481.729,460.0,30.0,0.0,14.01,0.0,42.63,40.71,2.65,watershed,42.63
1918,adm_1918_28,Тобольская губерния,губерния,Тобольская губерния,983.483,0.0,150.0,50.0,380.0,393.483,10.0,0.0,15.25,5.08,38.64,40.01,1.02,inherited,40.01
1918,adm_1918_29,Тобольская губерния,губерния,Тобольская губерния,1376.7,0.0,226.7,0.0,460.0,450.0,240.0,0.0,16.47,0.0,33.41,32.69,17.43,watershed,33.41
1918,adm_1918_30,Тобольская губерния,губерния,Тобольская губерния,767.058,0.0,100.0,0.0,360.0,170.0,137.058,0.0,13.04,0.0,46.93,22.16,17.87,watershed,46.93
1918,adm_1918_31,Тобольская губерния,губерния,Тобольская губерния,621.296,0.0,131.296,0.0,330.0,120.0,40.0,0.0,21.13,0.0,53.11,19.31,6.44,watershed,53.11
1918,adm_1918_32,Тобольская губерния,губерния,Тобольская губерния,1397.107,0.0,260.0,10.0,797.107,110.0,220.0,0.0,18.61,0.72,57.05,7.87,15.75,watershed,57.05
1918,adm_1918_33,Калачинский уезд,уезд,Тобольская губерния,605.045,0.0,70.0,0.0,325.045,190.0,20.0,0.0,11.57,0.0,53.72,31.4,3.31,watershed,53.72
1923,adm_1923_1,Сургутский уезд,уезд,Тюменская губерния,2384.052,0.0,480.0,0.0,1430.0,104.052,370.0,0.0,20.13,0.0,59.98,4.36,15.52,watershed,59.98
1923,adm_1923_2,Берёзовский уезд,уезд,Тюменская губерния,7460.11,4252.699,790.0,20.0,2137.41,0.0,260.0,57.01,10.59,0.27,28.65,0.0,3.49,coastline,57.01
1923,adm_1923_3,Ойратская АО,административная единица,Ойратская АО,2008.723,0.0,180.0,0.0,1568.723,240.0,20.0,0.0,8.96,0.0,78.1,11.95,1.0,watershed,78.1
1923,adm_1923_4,Рубцовский уезд,уезд,Алтайская губерния,1026.25,0.0,60.0,0.0,556.25,340.0,70.0,0.0,5.85,0.0,54.2,33.13,6.82,watershed,54.2
1923,adm_1923_5,Бийский уезд,уезд,Алтайская губерния,1536.475,0.0,240.0,0.0,856.475,420.0,20.0,0.0,15.62,0.0,55.74,27.34,1.3,watershed,55.74
1923,adm_1923_6,Барнаульский уезд,уезд,Алтайская губерния,1302.55,0.0,210.0,50.0,662.55,310.0,70.0,0.0,16.12,3.84,50.87,23.8,5.37,watershed,50.87
1923,adm_1923_7,Каменский уезд,уезд,Ново-Николаевская губерния,924.43,0.0,60.0,20.0,334.43,480.0,30.0,0.0,6.49,2.16,36.18,51.92,3.25,inherited,51.92
1923,adm_1923_8,Каинский уезд,уезд,Ново-Николаевская губерния,1305.182,0.0,150.0,80.0,745.182,240.0,90.0,0.0,11.49,6.13,57.09,18.39,6.9,watershed,57.09
1923,adm_1923_9,Кузнецкий уезд,уезд,Томская губерния,1619.661,0.0,70.0,0.0,1300.0,200.0,49.661,0.0,4.32,0.0,80.26,12.35,3.07,watershed,80.26
1923,adm_1923_10,Ново-Николаевский уезд,уезд,Ново-Николаевская губерния,1154.681,0.0,260.0,0.0,320.0,534.681,40.0,0.0,22.52,0.0,27.71,46.31,3.46,inherited,46.31
1923,adm_1923_11,Омский уезд,уезд,Омская губерния,1202.866,0.0,90.0,0.0,620.0,470.0,22.866,0.0,7.48,0.0,51.54,39.07,1.9,watershed,51.54
1923,adm_1923_12,Калачинский уезд,уезд,Омская губерния,633.582,0.0,110.0,0.0,323.582,200.0,0.0,0.0,17.36,0.0,51.07,31.57,0.0,watershed,51.07
1923,adm_1923_13,Щегловский уезд,уезд,Томская губерния,860.77,0.0,140.77,0.0,340.0,260.0,120.0,0.0,16.35,0.0,39.5,30.21,13.94,watershed,39.5
1923,adm_1923_14,Каргатский уезд,уезд,Ново-Николаевская губерния,1061.417,0.0,50.0,20.0,480.0,431.417,80.0,0.0,4.71,1.88,45.22,40.65,7.54,watershed,45.22
1923,adm_1923_15,Томский уезд,уезд,Томская губерния,1680.964,0.0,540.964,0.0,750.0,220.0,170.0,0.0,32.18,0.0,44.62,13.09,10.11,watershed,44.62
1923,adm_1923_16,Ишимский уезд,уезд,Тюменская губерния,982.892,0.0,90.0,40.0,482.892,350.0,20.0,0.0,9.16,4.07,49.13,35.61,2.03,watershed,49.13
1923,adm_1923_17,Тюкалинский уезд,уезд,Омская губерния,1114.989,0.0,140.0,0.0,534.989,440.0,0.0,0.0,12.56,0.0,47.98,39.46,0.0,watershed,47.98
1923,adm_1923_18,Нарымский уезд,уезд,Томская губерния,2502.423,0.0,480.0,0.0,1332.423,320.0,370.0,0.0,19.18,0.0,53.25,12.79,14.79,watershed,53.25
1923,adm_1923_19,Ялуторовский уезд,уезд,Тюменская губерния,687.952,0.0,57.952,0.0,420.0,110.0,100.0,0.0,8.42,0.0,61.05,15.99,14.54,watershed,61.05
1923,adm_1923_20,Мариинский уезд,уезд,Томская губерния,1423.295,0.0,553.295,0.0,660.0,160.0,50.0,0.0,38.87,0.0,46.37,11.24,3.51,watershed,46.37
1923,adm_1923_21,Тюменский уезд,уезд,Тюменская губерния,596.635,0.0,186.635,0.0,330.0,60.0,20.0,0.0,31.28,0.0,55.31,10.06,3.35,watershed,55.31
1923,adm_1923_22,Тобольский уезд,уезд,Тюменская губерния,2104.525,0.0,364.525,0.0,1250.0,250.0,240.0,0.0,17.32,0.0,59.4,11.88,11.4,watershed,59.4
1923,adm_1923_23,Славгородский уезд,уезд,Омская губерния,1265.978,0.0,95.978,30.0,560.0,570.0,10.0,0.0,7.58,2.37,44.23,45.02,0.79,inherited,45.02
1923,adm_1923_24,Тарский уезд,уезд,Омская губерния,1391.897,0.0,230.0,0.0,691.897,300.0,170.0,0.0,16.52,0.0,49.71,21.55,12.21,watershed,49.71
1923,adm_1923_25,Туринский уезд,уезд,Тюменская губерния,1411.71,0.0,250.0,10.0,871.71,100.0,180.0,0.0,17.71,0.71,61.75,7.08,12.75,watershed,61.75
1923,adm_1923_26,Татарский уезд,уезд,Омская губерния,1455.144,0.0,130.0,60.0,825.144,390.0,50.0,0.0,8.93,4.12,56.71,26.8,3.44,watershed,56.71
1923,adm_1923_27,Неясная принадлежность территории на момент 1923 г. между Томской и Ново-Николаевской губернией,губерния,Губернии и автономные области,259.464,0.0,160.0,0.0,40.0,39.464,20.0,0.0,61.67,0.0,15.42,15.21,7.71,river,61.67
1923,adm_1923_28,Спорная территория между Ново-Николаевской и Омской губерниями,губерния,Губернии и автономные области,499.912,0.0,80.0,0.0,290.0,109.912,20.0,0.0,16.0,0.0,58.01,21.99,4.0,watershed,58.01
1923,adm_1923_29,Спорная территория между Ново-Николаевской и Омской губерниями,губерния,Губернии и автономные области,249.679,0.0,40.0,0.0,90.0,109.679,10.0,0.0,16.02,0.0,36.05,43.93,4.01,inherited,43.93
1923,adm_1923_30,Черепановский уезд,уезд,Ново-Николаевская губерния,788.828,0.0,150.0,0.0,180.0,368.828,90.0,0.0,19.02,0.0,22.82,46.76,11.41,inherited,46.76
1926,adm_1926_10,Бащелакский,район,Бийский округ,448.91,0.0,50.0,0.0,290.0,108.91,0.0,0.0,11.14,0.0,64.6,24.26,0.0,watershed,64.6
1926,adm_1926_100,Звериноголовский,район,Курганский округ,282.019,0.0,72.019,0.0,140.0,10.0,60.0,0.0,25.54,0.0,49.64,3.55,21.28,watershed,49.64
1926,adm_1926_101,Борисовский,район,Омский округ,209.536,0.0,0.0,0.0,159.536,50.0,0.0,0.0,0.0,0.0,76.14,23.86,0.0,watershed,76.14
1926,adm_1926_102,Купинский,район,Барабинский округ,501.806,0.0,41.806,40.0,340.0,40.0,40.0,0.0,8.33,7.97,67.76,7.97,7.97,watershed,67.76
1926,adm_1926_103,Маслянинский,район,Новосибирский округ,315.085,0.0,50.0,0.0,110.0,105.085,50.0,0.0,15.87,0.0,34.91,33.35,15.87,watershed,34.91
1926,adm_1926_104,Кузнецкий,район,Кузнецкий округ,852.135,0.0,190.0,0.0,402.135,140.0,120.0,0.0,22.3,0.0,47.19,16.43,14.08,watershed,47.19
1926,adm_1926_105,Индерский,район,Новосибирский округ,258.05,0.0,20.0,0.0,158.05,80.0,0.0,0.0,7.75,0.0,61.25,31.0,0.0,watershed,61.25
1926,adm_1926_106,Крестинский,район,Омский округ,342.369,0.0,0.0,0.0,212.369,130.0,0.0,0.0,0.0,0.0,62.03,37.97,0.0,watershed,62.03
1926,adm_1926_107,Ужанихинский,район,Новосибирский округ,313.029,0.0,10.0,0.0,180.0,93.029,30.0,0.0,3.19,0.0,57.5,29.72,9.58,watershed,57.5
1926,adm_1926_108,Легостаевский,район,Новосибирский округ,249.609,0.0,10.0,0.0,80.0,129.609,30.0,0.0,4.01,0.0,32.05,51.92,12.02,inherited,51.92
1926,adm_1926_109,Нижнекаргатский,район,Барабинский округ,357.614,0.0,60.0,57.614,220.0,20.0,0.0,0.0,16.78,16.11,61.52,5.59,0.0,watershed,61.52
1926,adm_1926_11,Чемальский,район,Ойратская авт. область,300.726,0.0,140.0,0.0,50.0,50.0,60.726,0.0,46.55,0.0,16.63,16.63,20.19,river,46.55
1926,adm_1926_110,Сосновский,район,Омский округ,199.433,0.0,50.0,0.0,119.433,30.0,0.0,0.0,25.07,0.0,59.89,15.04,0.0,watershed,59.89
1926,adm_1926_112,Бердский,район,Новосибирский округ,302.484,0.0,112.484,10.0,80.0,100.0,0.0,0.0,37.19,3.31,26.45,33.06,0.0,river,37.19
1926,adm_1926_113,Ленинский,район,Кузнецкий округ,373.483,0.0,90.0,0.0,80.0,143.483,60.0,0.0,24.1,0.0,21.42,38.42,16.06,inherited,38.42
1926,adm_1926_115,Половинский,район,Курганский округ,282.605,0.0,0.0,10.0,112.605,100.0,60.0,0.0,0.0,3.54,39.85,35.39,21.23,watershed,39.85
1926,adm_1926_116,Юдинский,район,Барабинский округ,346.831,0.0,0.0,0.0,226.831,120.0,0.0,0.0,0.0,0.0,65.4,34.6,0.0,watershed,65.4
1926,adm_1926_117,Глядянский,район,Курганский округ,205.261,0.0,50.0,0.0,135.261,20.0,0.0,0.0,24.36,0.0,65.9,9.74,0.0,watershed,65.9
1926,adm_1926_118,Лопатинский,район,Курганский округ,238.397,0.0,0.0,0.0,60.0,68.397,110.0,0.0,0.0,0.0,25.17,28.69,46.14,unexplained,46.14
1926,adm_1926_119,Казанский,район,Барабинский округ,277.131,0.0,0.0,60.0,177.131,30.0,10.0,0.0,0.0,21.65,63.92,10.83,3.61,watershed,63.92
1926,adm_1926_12,Шебалинский,район,Ойратская авт. область,309.779,0.0,130.0,0.0,60.0,119.779,0.0,0.0,41.97,0.0,19.37,38.67,0.0,river,41.97
1926,adm_1926_120,Куртамышский,район,Курганский округ,247.564,0.0,50.0,0.0,100.0,20.0,77.564,0.0,20.2,0.0,40.39,8.08,31.33,watershed,40.39
1926,adm_1926_122,Кауракский,район,Новосибирский округ,167.391,0.0,37.391,0.0,30.0,100.0,0.0,0.0,22.34,0.0,17.92,59.74,0.0,inherited,59.74
1926,adm_1926_124,Карпысакский,район,Новосибирский округ,162.018,0.0,42.018,0.0,60.0,60.0,0.0,0.0,25.93,0.0,37.03,37.03,0.0,inherited,37.03
1926,adm_1926_125,Краснинский,район,Кузнецкий округ,230.842,0.0,40.0,0.0,10.0,180.842,0.0,0.0,17.33,0.0,4.33,78.34,0.0,inherited,78.34
1926,adm_1926_126,Утятский,район,Курганский округ,220.535,0.0,60.535,0.0,100.0,30.0,30.0,0.0,27.45,0.0,45.34,13.6,13.6,watershed,45.34
1926,adm_1926_127,Корниловский,район,Омский округ,277.143,0.0,70.0,0.0,130.0,77.143,0.0,0.0,25.26,0.0,46.91,27.84,0.0,watershed,46.91
1926,adm_1926_128,Петуховский,район,Ишимский округ,373.466,0.0,0.0,50.0,0.0,313.466,10.0,0.0,0.0,13.39,0.0,83.93,2.68,inherited,83.93
1926,adm_1926_129,Москаленский,район,Омский округ,278.739,0.0,0.0,0.0,190.0,78.739,10.0,0.0,0.0,0.0,68.16,28.25,3.59,watershed,68.16
1926,adm_1926_13,Угловский,район,Рубцовский округ,321.989,0.0,0.0,0.0,60.0,241.989,20.0,0.0,0.0,0.0,18.63,75.15,6.21,inherited,75.15
1926,adm_1926_130,Бугринский,район,Новосибирский округ,229.442,0.0,100.0,10.0,50.0,69.442,0.0,0.0,43.58,4.36,21.79,30.27,0.0,river,43.58
1926,adm_1926_131,Калачинский,район,Омский округ,240.723,0.0,40.723,0.0,90.0,110.0,0.0,0.0,16.92,0.0,37.39,45.7,0.0,inherited,45.7
1926,adm_1926_132,Исиль-Кульский,район,Омский округ,408.573,0.0,0.0,10.0,268.573,120.0,10.0,0.0,0.0,2.45,65.73,29.37,2.45,watershed,65.73
1926,adm_1926_133,Коченевский,район,Новосибирский округ,329.682,0.0,20.0,0.0,130.0,169.682,10.0,0.0,6.07,0.0,39.43,51.47,3.03,inherited,51.47
1926,adm_1926_134,Убинский,район,Барабинский округ,278.282,0.0,10.0,30.0,168.282,70.0,0.0,0.0,3.59,10.78,60.47,25.15,0.0,watershed,60.47
1926,adm_1926_135,Алексеевский,район,Новосибирский округ,170.434,0.0,70.434,0.0,70.0,30.0,0.0,0.0,41.33,0.0,41.07,17.6,0.0,river,41.33
1926,adm_1926_136,Топкинский,район,Кузнецкий округ,220.341,0.0,60.0,0.0,40.341,110.0,10.0,0.0,27.23,0.0,18.31,49.92,4.54,inherited,49.92
1926,adm_1926_137,Любинский,район,Омский округ,329.309,0.0,100.0,0.0,140.0,89.309,0.0,0.0,30.37,0.0,42.51,27.12,0.0,watershed,42.51
1926,adm_1926_138,Усть-Сосновский,район,Кузнецкий округ,166.874,0.0,50.0,0.0,40.0,46.874,30.0,0.0,29.96,0.0,23.97,28.09,17.98,river,29.96
1926,adm_1926_139,Макушинский,район,Курганский округ,271.641,0.0,0.0,61.641,10.0,160.0,40.0,0.0,0.0,22.69,3.68,58.9,14.73,inherited,58.9
1926,adm_1926_14,Курьинский,район,Рубцовский округ,233.864,0.0,53.864,0.0,50.0,120.0,10.0,0.0,23.03,0.0,21.38,51.31,4.28,inherited,51.31
1926,adm_1926_140,Колыванский,район,Новосибирский округ,158.124,0.0,30.0,0.0,88.124,40.0,0.0,0.0,18.97,0.0,55.73,25.3,0.0,watershed,55.73
1926,adm_1926_141,Варгашинский,район,Курганский округ,249.194,0.0,0.0,30.0,139.194,70.0,10.0,0.0,0.0,12.04,55.86,28.09,4.01,watershed,55.86
1926,adm_1926_142,Крапивинский,район,Кузнецкий округ,391.398,0.0,40.0,0.0,220.0,41.398,90.0,0.0,10.22,0.0,56.21,10.58,22.99,watershed,56.21
1926,adm_1926_143,Лебяжьевский,район,Курганский округ,246.615,0.0,0.0,20.0,160.0,66.615,0.0,0.0,0.0,8.11,64.88,27.01,0.0,watershed,64.88
1926,adm_1926_144,Гутовский,район,Новосибирский округ,209.875,0.0,40.0,0.0,69.875,100.0,0.0,0.0,19.06,0.0,33.29,47.65,0.0,inherited,47.65
1926,adm_1926_145,Чановский,район,Барабинский округ,312.129,0.0,30.0,0.0,172.129,90.0,20.0,0.0,9.61,0.0,55.15,28.83,6.41,watershed,55.15
1926,adm_1926_146,Чулымский,район,Новосибирский округ,337.592,0.0,40.0,0.0,67.592,160.0,70.0,0.0,11.85,0.0,20.02,47.39,20.74,inherited,47.39
1926,adm_1926_147,Кемеровский,район,Кузнецкий округ,216.681,0.0,106.681,0.0,50.0,60.0,0.0,0.0,49.23,0.0,23.08,27.69,0.0,river,49.23
1926,adm_1926_149,Ильинский,район,Ишимский округ,242.303,0.0,40.0,0.0,162.303,40.0,0.0,0.0,16.51,0.0,66.98,16.51,0.0,watershed,66.98
1926,adm_1926_15,Солонешинский,район,Бийский округ,288.191,0.0,0.0,0.0,168.191,110.0,10.0,0.0,0.0,0.0,58.36,38.17,3.47,watershed,58.36
1926,adm_1926_150,Барабинский,район,Барабинский округ,370.689,0.0,40.0,50.0,110.0,160.689,10.0,0.0,10.79,13.49,29.67,43.35,2.7,inherited,43.35
1926,adm_1926_151,Бородинский,район,Омский округ,315.075,0.0,205.075,0.0,90.0,20.0,0.0,0.0,65.09,0.0,28.56,6.35,0.0,river,65.09
1926,adm_1926_152,Юргамышский,район,Курганский округ,240.953,0.0,0.0,0.0,100.953,90.0,50.0,0.0,0.0,0.0,41.9,37.35,20.75,watershed,41.9
1926,adm_1926_153,Частоозерский,район,Ишимский округ,240.889,0.0,0.0,70.0,40.0,110.889,20.0,0.0,0.0,29.06,16.61,46.03,8.3,inherited,46.03
1926,adm_1926_154,Чаусовский,район,Курганский округ,315.131,0.0,10.0,0.0,150.0,115.131,40.0,0.0,3.17,0.0,47.6,36.53,12.69,watershed,47.6
1926,adm_1926_155,Иконниковский,район,Омский округ,193.556,0.0,43.556,0.0,140.0,10.0,0.0,0.0,22.5,0.0,72.33,5.17,0.0,watershed,72.33
1926,adm_1926_156,Татарский,район,Барабинский округ,462.197,0.0,20.0,0.0,202.197,240.0,0.0,0.0,4.33,0.0,43.75,51.93,0.0,inherited,51.93
1926,adm_1926_157,Песчанский,район,Шадринский округ,169.665,0.0,0.0,0.0,89.665,50.0,30.0,0.0,0.0,0.0,52.85,29.47,17.68,watershed,52.85
1926,adm_1926_158,Ояшинский,район,Новосибирский округ,156.272,0.0,50.0,0.0,40.0,56.272,10.0,0.0,32.0,0.0,25.6,36.01,6.4,inherited,36.01
