year;unit_id;name;unit_type;admin_parent;admin_intermediate;admin_superparent;nb_total_boundary_km;nb_coast_km;nb_coast_pct;nb_river_km;nb_river_pct;nb_lake_km;nb_lake_pct;nb_watershed_flowing_km;nb_watershed_flowing_pct;nb_watershed_endo_km;nb_watershed_endo_pct;nb_watershed_km;nb_watershed_pct;nb_wetland_km;nb_wetland_pct;nb_wetland_data_available;nb_unexplained_physical_km;nb_unexplained_physical_pct;nb_unexplained_km;nb_unexplained_pct;nb_match_2021_km;nb_match_2021_pct;nb_match_mo_km;nb_match_mo_pct;nb_admin_memory_km;nb_admin_memory_pct;nb_rail_km;nb_rail_pct;nb_admin_infra_union_km;nb_admin_infra_union_pct;nb_geometric_candidate_km;nb_geometric_candidate_pct;nb_rectilinear_candidate_km;nb_rectilinear_candidate_pct;nb_dominant_physical_origin;nb_dominant_physical_origin_label;nb_dominant_physical_origin_pct;nb_dominant_origin;nb_dominant_origin_label;nb_dominant_origin_pct;nb_method_version;nb_method_note
1926;adm_1926_118;Лопатинский;район;Курганский округ;Курганский округ;Уральская область;238.387;0.0;0.0;0.0;0.0;0.0;0.0;60.0;25.17;0.0;0.0;60.0;25.17;;;False;178.387;74.83;178.387;74.83;80.398;33.73;0.0;0.0;80.398;33.73;0.0;0.0;80.398;33.73;0.0;0.0;0.0;0.0;unexplained_physical;не объяснено природными рубежами;74.83;unexplained_physical;не объяснено природными рубежами;74.83;v125;"v125: physical morphology is separate from admin/MO/rail matches; match metrics use sample fractions along segment, not all-or-nothing dwithin; wetlands require a vector wetland layer."
1926;adm_1926_119;Казанский;район;Барабинский округ;Барабинский округ;Сибирский край;277.129;0.0;0.0;0.0;0.0;60.001;21.65;75.762;27.34;101.367;36.58;177.129;63.92;;;False;39.999;14.43;39.999;14.43;93.583;33.77;167.24;60.35;167.24;60.35;0.0;0.0;167.24;60.35;0.0;0.0;0.0;0.0;watershed_endo;водораздел бессточных областей;36.58;watershed_endo;водораздел бессточных областей;36.58;v125;"v125: physical morphology is separate from admin/MO/rail matches; match metrics use sample fractions along segment, not all-or-nothing dwithin; wetlands require a vector wetland layer."
1926;adm_1926_12;Шебалинский;район;Ойратская авт. область;Ойратская авт. область;Сибирский край;309.741;0.0;0.0;129.998;41.97;0.0;0.0;59.964;19.36;0.0;0.0;59.964;19.36;;;False;119.779;38.67;119.779;38.67;122.912;39.68;239.139;77.21;239.139;77.21;0.0;0.0;239.139;77.21;0.0;0.0;0.0;0.0;river;река;41.97;river;река;41.97;v125;"v125: physical morphology is separate from admin/MO/rail matches; match metrics use sample fractions along segment, not all-or-nothing dwithin; wetlands require a vector wetland layer."
1926;adm_1926_120;Куртамышский;район;Курганский округ;Курганский округ;Уральская область;247.54;0.0;0.0;50.0;20.2;0.0;0.0;99.99;40.39;0.0;0.0;99.99;40.39;;;False;97.551;39.41;97.551;39.41;54.772;22.13;0.0;0.0;54.772;22.13;0.0;0.0;54.772;22.13;0.0;0.0;0.0;0.0;watershed_flowing;водораздел сточных бассейнов;40.39;watershed_flowing;водораздел сточных бассейнов;40.39;v125;"v125: physical morphology is separate from admin/MO/rail matches; match metrics use sample fractions along segment, not all-or-nothing dwithin; wetlands require a vector wetland layer."
1926;adm_1926_122;Кауракский;район;Новосибирский округ;Новосибирский округ;Сибирский край;167.391;0.0;0.0;37.391;22.34;0.0;0.0;30.0;17.92;0.0;0.0;30.0;17.92;;;False;99.999;59.74;99.999;59.74;14.0;8.36;106.749;63.77;106.749;63.77;4.667;2.79;106.749;63.77;0.0;0.0;0.0;0.0;unexplained_physical;не объяснено природными рубежами;59.74;unexplained_physical;не объяснено природными рубежами;59.74;v125;"v125: physical morphology is separate from admin/MO/rail matches; match metrics use sample fractions along segment, not all-or-nothing dwithin; wetlands require a vector wetland layer."
1926;adm_1926_124;Карпысакский;район;Новосибирский округ;Новосибирский округ;Сибирский край;162.02;0.0;0.0;42.018;25.93;0.0;0.0;60.001;37.03;0.0;0.0;60.001;37.03;;;False;60.001;37.03;60.001;37.03;46.482;28.69;137.029;84.58;137.029;84.58;19.911;12.29;137.029;84.58;0.0;0.0;0.0;0.0;watershed_flowing;водораздел сточных бассейнов;37.03;watershed_flowing;водораздел сточных бассейнов;37.03;v125;"v125: physical morphology is separate from admin/MO/rail matches; match metrics use sample fractions along segment, not all-or-nothing dwithin; wetlands require a vector wetland layer."
1926;adm_1926_125;Краснинский;район;Кузнецкий округ;Кузнецкий округ;Сибирский край;230.656;0.0;0.0;40.0;17.34;0.0;0.0;10.0;4.34;0.0;0.0;10.0;4.34;;;False;180.656;78.32;180.656;78.32;81.68;35.41;60.843;26.38;91.265;39.57;8.126;3.52;91.265;39.57;10.001;4.34;10.001;4.34;unexplained_physical;не объяснено природными рубежами;78.32;unexplained_physical;не объяснено природными рубежами;78.32;v125;"v125: physical morphology is separate from admin/MO/rail matches; match metrics use sample fractions along segment, not all-or-nothing dwithin; wetlands require a vector wetland layer."
1926;adm_1926_126;Утятский;район;Курганский округ;Курганский округ;Уральская область;220.526;0.0;0.0;60.532;27.45;0.0;0.0;100.0;45.35;0.0;0.0;100.0;45.35;;;False;59.994;27.21;59.994;27.21;97.875;44.38;0.0;0.0;97.875;44.38;4.0;1.81;101.875;46.2;10.0;4.53;10.0;4.53;watershed_flowing;водораздел сточных бассейнов;45.35;watershed_flowing;водораздел сточных бассейнов;45.35;v125;"v125: physical morphology is separate from admin/MO/rail matches; match metrics use sample fractions along segment, not all-or-nothing dwithin; wetlands require a vector wetland layer."
1926;adm_1926_127;Корниловский;район;Омский округ;Омский округ;Сибирский край;277.128;0.0;0.0;70.0;25.26;0.0;0.0;130.002;46.91;0.0;0.0;130.002;46.91;;;False;77.126;27.83;77.126;27.83;119.4;43.08;214.869;77.53;218.202;78.74;10.952;3.95;218.202;78.74;0.0;0.0;0.0;0.0;watershed_flowing;водораздел сточных бассейнов;46.91;watershed_flowing;водораздел сточных бассейнов;46.91;v125;"v125: physical morphology is separate from admin/MO/rail matches; match metrics use sample fractions along segment, not all-or-nothing dwithin; wetlands require a vector wetland layer."
1926;adm_1926_128;Петуховский;район;Ишимский округ;Ишимский округ;Уральская область;373.377;0.0;0.0;0.0;0.0;50.001;13.39;0.0;0.0;0.0;0.0;0.0;0.0;;;False;323.377;86.61;323.377;86.61;297.2;79.6;26.987;7.23;297.2;79.6;4.8;1.29;297.2;79.6;0.0;0.0;0.0;0.0;unexplained_physical;не объяснено природными рубежами;86.61;unexplained_physical;не объяснено природными рубежами;86.61;v125;"v125: physical morphology is separate from admin/MO/rail matches; match metrics use sample fractions along segment, not all-or-nothing dwithin; wetlands require a vector wetland layer."
1926;adm_1926_129;Москаленский;район;Омский округ;Омский округ;Сибирский край;278.673;0.0;0.0;0.0;0.0;0.0;0.0;190.0;68.18;0.0;0.0;190.0;68.18;;;False;88.673;31.82;88.673;31.82;82.849;29.73;176.022;63.16;176.022;63.16;18.193;6.53;176.022;63.16;0.0;0.0;0.0;0.0;watershed_flowing;водораздел сточных бассейнов;68.18;watershed_flowing;водораздел сточных бассейнов;68.18;v125;"v125: physical morphology is separate from admin/MO/rail matches; match metrics use sample fractions along segment, not all-or-nothing dwithin; wetlands require a vector wetland layer."
1926;adm_1926_13;Угловский;район;Рубцовский округ;Рубцовский округ;Сибирский край;321.987;0.0;0.0;0.0;0.0;0.0;0.0;59.999;18.63;0.0;0.0;59.999;18.63;;;False;261.989;81.37;261.989;81.37;153.638;47.72;224.529;69.73;224.529;69.73;4.714;1.46;229.243;71.2;40.001;12.42;0.0;0.0;unexplained_physical;не объяснено природными рубежами;81.37;unexplained_physical;не объяснено природными рубежами;81.37;v125;"v125: physical morphology is separate from admin/MO/rail matches; match metrics use sample fractions along segment, not all-or-nothing dwithin; wetlands require a vector wetland layer."
1926;adm_1926_130;Бугринский;район;Новосибирский округ;Новосибирский округ;Сибирский край;229.441;0.0;0.0;100.0;43.58;10.0;4.36;49.999;21.79;0.0;0.0;49.999;21.79;;;False;69.443;30.27;69.443;30.27;96.216;41.93;148.331;64.65;156.427;68.18;9.391;4.09;156.427;68.18;0.0;0.0;0.0;0.0;river;река;43.58;river;река;43.58;v125;"v125: physical morphology is separate from admin/MO/rail matches; match metrics use sample fractions along segment, not all-or-nothing dwithin; wetlands require a vector wetland layer."
1926;adm_1926_131;Калачинский;район;Омский округ;Омский округ;Сибирский край;240.718;0.0;0.0;40.718;16.92;0.0;0.0;90.0;37.39;0.0;0.0;90.0;37.39;;;False;109.999;45.7;109.999;45.7;106.182;44.11;178.723;74.25;178.723;74.25;2.5;1.04;178.723;74.25;0.0;0.0;0.0;0.0;unexplained_physical;не объяснено природными рубежами;45.7;unexplained_physical;не объяснено природными рубежами;45.7;v125;"v125: physical morphology is separate from admin/MO/rail matches; match metrics use sample fractions along segment, not all-or-nothing dwithin; wetlands require a vector wetland layer."
1926;adm_1926_132;Исиль-Кульский;район;Омский округ;Омский округ;Сибирский край;408.573;0.0;0.0;0.0;0.0;10.0;2.45;268.573;65.73;0.0;0.0;268.573;65.73;;;False;130.0;31.82;130.0;31.82;151.673;37.12;207.012;50.67;207.012;50.67;8.0;1.96;207.012;50.67;10.0;2.45;0.0;0.0;watershed_flowing;водораздел сточных бассейнов;65.73;watershed_flowing;водораздел сточных бассейнов;65.73;v125;"v125: physical morphology is separate from admin/MO/rail matches; match metrics use sample fractions along segment, not all-or-nothing dwithin; wetlands require a vector wetland layer."
1926;adm_1926_133;Коченевский;район;Новосибирский округ;Новосибирский округ;Сибирский край;329.674;0.0;0.0;20.0;6.07;0.0;0.0;117.237;35.56;12.762;3.87;129.999;39.43;;;False;179.675;54.5;179.675;54.5;128.599;39.01;237.459;72.03;237.459;72.03;4.667;1.42;237.459;72.03;0.0;0.0;0.0;0.0;unexplained_physical;не объяснено природными рубежами;54.5;unexplained_physical;не объяснено природными рубежами;54.5;v125;"v125: physical morphology is separate from admin/MO/rail matches; match metrics use sample fractions along segment, not all-or-nothing dwithin; wetlands require a vector wetland layer."
1926;adm_1926_134;Убинский;район;Барабинский округ;Барабинский округ;Сибирский край;278.23;0.0;0.0;9.989;3.59;29.97;10.77;110.085;39.57;58.187;20.91;168.272;60.48;;;False;69.999;25.16;69.999;25.16;178.647;64.21;198.829;71.46;209.909;75.44;9.047;3.25;209.909;75.44;0.0;0.0;0.0;0.0;watershed_flowing;водораздел сточных бассейнов;39.57;watershed_flowing;водораздел сточных бассейнов;39.57;v125;"v125: physical morphology is separate from admin/MO/rail matches; match metrics use sample fractions along segment, not all-or-nothing dwithin; wetlands require a vector wetland layer."
1926;adm_1926_135;Алексеевский;район;Новосибирский округ;Новосибирский округ;Сибирский край;170.425;0.0;0.0;70.434;41.33;0.0;0.0;69.991;41.07;0.0;0.0;69.991;41.07;;;False;30.0;17.6;30.0;17.6;55.037;32.29;115.518;67.78;115.518;67.78;4.286;2.51;115.518;67.78;0.0;0.0;0.0;0.0;river;река;41.33;river;река;41.33;v125;"v125: physical morphology is separate from admin/MO/rail matches; match metrics use sample fractions along segment, not all-or-nothing dwithin; wetlands require a vector wetland layer."
1926;adm_1926_136;Топкинский;район;Кузнецкий округ;Кузнецкий округ;Сибирский край;220.32;0.0;0.0;60.001;27.23;0.0;0.0;40.32;18.3;0.0;0.0;40.32;18.3;;;False;120.0;54.47;120.0;54.47;93.334;42.36;4.286;1.95;93.334;42.36;10.053;4.56;103.387;46.93;20.001;9.08;0.0;0.0;unexplained_physical;не объяснено природными рубежами;54.47;unexplained_physical;не объяснено природными рубежами;54.47;v125;"v125: physical morphology is separate from admin/MO/rail matches; match metrics use sample fractions along segment, not all-or-nothing dwithin; wetlands require a vector wetland layer."
1926;adm_1926_137;Любинский;район;Омский округ;Омский округ;Сибирский край;329.174;0.0;0.0;99.932;30.36;0.0;0.0;139.979;42.52;0.0;0.0;139.979;42.52;;;False;89.263;27.12;89.263;27.12;147.645;44.85;253.84;77.11;266.877;81.07;22.75;6.91;270.868;82.29;0.0;0.0;0.0;0.0;watershed_flowing;водораздел сточных бассейнов;42.52;watershed_flowing;водораздел сточных бассейнов;42.52;v125;"v125: physical morphology is separate from admin/MO/rail matches; match metrics use sample fractions along segment, not all-or-nothing dwithin; wetlands require a vector wetland layer."
1926;adm_1926_138;Усть-Сосновский;район;Кузнецкий округ;Кузнецкий округ;Сибирский край;166.874;0.0;0.0;49.999;29.96;0.0;0.0;39.999;23.97;0.0;0.0;39.999;23.97;;;False;76.876;46.07;76.876;46.07;45.267;27.13;40.952;24.54;67.267;40.31;19.619;11.76;75.267;45.1;20.001;11.99;0.0;0.0;unexplained_physical;не объяснено природными рубежами;46.07;unexplained_physical;не объяснено природными рубежами;46.07;v125;"v125: physical morphology is separate from admin/MO/rail matches; match metrics use sample fractions along segment, not all-or-nothing dwithin; wetlands require a vector wetland layer."
1926;adm_1926_139;Макушинский;район;Курганский округ;Курганский округ;Уральская область;271.629;0.0;0.0;0.0;0.0;61.642;22.69;10.0;3.68;0.0;0.0;10.0;3.68;;;False;199.987;73.62;199.987;73.62;174.911;64.39;0.0;0.0;174.911;64.39;4.762;1.75;174.911;64.39;0.0;0.0;0.0;0.0;unexplained_physical;не объяснено природными рубежами;73.62;unexplained_physical;не объяснено природными рубежами;73.62;v125;"v125: physical morphology is separate from admin/MO/rail matches; match metrics use sample fractions along segment, not all-or-nothing dwithin; wetlands require a vector wetland layer."
1926;adm_1926_14;Курьинский;район;Рубцовский округ;Рубцовский округ;Сибирский край;233.863;0.0;0.0;53.863;23.03;0.0;0.0;50.001;21.38;0.0;0.0;50.001;21.38;;;False;129.999;55.59;129.999;55.59;80.887;34.59;158.85;67.92;162.827;69.63;0.0;0.0;162.827;69.63;0.0;0.0;0.0;0.0;unexplained_physical;не объяснено природными рубежами;55.59;unexplained_physical;не объяснено природными рубежами;55.59;v125;"v125: physical morphology is separate from admin/MO/rail matches; match metrics use sample fractions along segment, not all-or-nothing dwithin; wetlands require a vector wetland layer."
1926;adm_1926_140;Колыванский;район;Новосибирский округ;Новосибирский округ;Сибирский край;157.954;0.0;0.0;29.999;18.99;0.0;0.0;88.056;55.75;0.0;0.0;88.056;55.75;;;False;39.9;25.26;39.9;25.26;62.469;39.55;84.138;53.27;91.882;58.17;0.0;0.0;91.882;58.17;0.0;0.0;0.0;0.0;watershed_flowing;водораздел сточных бассейнов;55.75;watershed_flowing;водораздел сточных бассейнов;55.75;v125;"v125: physical morphology is separate from admin/MO/rail matches; match metrics use sample fractions along segment, not all-or-nothing dwithin; wetlands require a vector wetland layer."
1926;adm_1926_141;Варгашинский;район;Курганский округ;Курганский округ;Уральская область;249.19;0.0;0.0;0.0;0.0;30.001;12.04;139.191;55.86;0.0;0.0;139.191;55.86;;;False;79.998;32.1;79.998;32.1;109.753;44.04;0.0;0.0;109.753;44.04;30.1;12.08;123.187;49.43;0.0;0.0;0.0;0.0;watershed_flowing;водораздел сточных бассейнов;55.86;watershed_flowing;водораздел сточных бассейнов;55.86;v125;"v125: physical morphology is separate from admin/MO/rail matches; match metrics use sample fractions along segment, not all-or-nothing dwithin; wetlands require a vector wetland layer."
1926;adm_1926_142;Крапивинский;район;Кузнецкий округ;Кузнецкий округ;Сибирский край;391.392;0.0;0.0;40.0;10.22;0.0;0.0;220.0;56.21;0.0;0.0;220.0;56.21;;;False;131.391;33.57;131.391;33.57;126.556;32.33;38.477;9.83;144.889;37.02;0.0;0.0;144.889;37.02;59.992;15.33;0.0;0.0;watershed_flowing;водораздел сточных бассейнов;56.21;watershed_flowing;водораздел сточных бассейнов;56.21;v125;"v125: physical morphology is separate from admin/MO/rail matches; match metrics use sample fractions along segment, not all-or-nothing dwithin; wetlands require a vector wetland layer."
1926;adm_1926_143;Лебяжьевский;район;Курганский округ;Курганский округ;Уральская область;246.573;0.0;0.0;0.0;0.0;20.0;8.11;159.966;64.88;0.0;0.0;159.966;64.88;;;False;66.606;27.01;66.606;27.01;134.739;54.64;0.0;0.0;134.739;54.64;9.045;3.67;139.024;56.38;0.0;0.0;0.0;0.0;watershed_flowing;водораздел сточных бассейнов;64.88;watershed_flowing;водораздел сточных бассейнов;64.88;v125;"v125: physical morphology is separate from admin/MO/rail matches; match metrics use sample fractions along segment, not all-or-nothing dwithin; wetlands require a vector wetland layer."
1926;adm_1926_144;Гутовский;район;Новосибирский округ;Новосибирский округ;Сибирский край;209.834;0.0;0.0;39.987;19.06;0.0;0.0;69.862;33.29;0.0;0.0;69.862;33.29;;;False;99.985;47.65;99.985;47.65;25.457;12.13;121.412;57.86;121.412;57.86;44.068;21.0;138.843;66.17;0.0;0.0;0.0;0.0;unexplained_physical;не объяснено природными рубежами;47.65;unexplained_physical;не объяснено природными рубежами;47.65;v125;"v125: physical morphology is separate from admin/MO/rail matches; match metrics use sample fractions along segment, not all-or-nothing dwithin; wetlands require a vector wetland layer."
1926;adm_1926_145;Чановский;район;Барабинский округ;Барабинский округ;Сибирский край;312.124;0.0;0.0;30.0;9.61;0.0;0.0;159.268;51.03;12.857;4.12;172.125;55.15;;;False;109.999;35.24;109.999;35.24;82.75;26.51;173.824;55.69;178.11;57.06;8.831;2.83;178.11;57.06;40.0;12.82;40.0;12.82;watershed_flowing;водораздел сточных бассейнов;51.03;watershed_flowing;водораздел сточных бассейнов;51.03;v125;"v125: physical morphology is separate from admin/MO/rail matches; match metrics use sample fractions along segment, not all-or-nothing dwithin; wetlands require a vector wetland layer."
1926;adm_1926_146;Чулымский;район;Новосибирский округ;Новосибирский округ;Сибирский край;337.553;0.0;0.0;39.964;11.84;0.0;0.0;27.526;8.15;40.066;11.87;67.593;20.02;;;False;229.996;68.14;229.996;68.14;108.948;32.28;157.883;46.77;161.883;47.96;4.286;1.27;161.883;47.96;39.996;11.85;10.0;2.96;unexplained_physical;не объяснено природными рубежами;68.14;unexplained_physical;не объяснено природными рубежами;68.14;v125;"v125: physical morphology is separate from admin/MO/rail matches; match metrics use sample fractions along segment, not all-or-nothing dwithin; wetlands require a vector wetland layer."
1926;adm_1926_147;Кемеровский;район;Кузнецкий округ;Кузнецкий округ;Сибирский край;216.668;0.0;0.0;106.67;49.23;0.0;0.0;49.999;23.08;0.0;0.0;49.999;23.08;;;False;59.999;27.69;59.999;27.69;117.738;54.34;101.129;46.67;162.629;75.06;4.545;2.1;162.629;75.06;0.0;0.0;0.0;0.0;river;река;49.23;river;река;49.23;v125;"v125: physical morphology is separate from admin/MO/rail matches; match metrics use sample fractions along segment, not all-or-nothing dwithin; wetlands require a vector wetland layer."
1926;adm_1926_149;Ильинский;район;Ишимский округ;Ишимский округ;Уральская область;242.303;0.0;0.0;40.002;16.51;0.0;0.0;162.302;66.98;0.0;0.0;162.302;66.98;;;False;39.999;16.51;39.999;16.51;171.715;70.87;208.578;86.08;217.162;89.62;0.0;0.0;217.162;89.62;0.0;0.0;0.0;0.0;watershed_flowing;водораздел сточных бассейнов;66.98;watershed_flowing;водораздел сточных бассейнов;66.98;v125;"v125: physical morphology is separate from admin/MO/rail matches; match metrics use sample fractions along segment, not all-or-nothing dwithin; wetlands require a vector wetland layer."
1926;adm_1926_15;Солонешинский;район;Бийский округ;Бийский округ;Сибирский край;288.182;0.0;0.0;0.0;0.0;0.0;0.0;168.183;58.36;0.0;0.0;168.183;58.36;;;False;119.999;41.64;119.999;41.64;81.817;28.39;178.982;62.11;183.425;63.65;0.0;0.0;183.425;63.65;10.0;3.47;10.0;3.47;watershed_flowing;водораздел сточных бассейнов;58.36;watershed_flowing;водораздел сточных бассейнов;58.36;v125;"v125: physical morphology is separate from admin/MO/rail matches; match metrics use sample fractions along segment, not all-or-nothing dwithin; wetlands require a vector wetland layer."
1926;adm_1926_150;Барабинский;район;Барабинский округ;Барабинский округ;Сибирский край;370.674;0.0;0.0;39.995;10.79;50.0;13.49;69.903;18.86;40.095;10.82;109.998;29.67;;;False;170.682;46.05;170.682;46.05;96.6;26.06;229.25;61.85;233.25;62.93;15.065;4.06;233.25;62.93;20.0;5.4;0.0;0.0;unexplained_physical;не объяснено природными рубежами;46.05;unexplained_physical;не объяснено природными рубежами;46.05;v125;"v125: physical morphology is separate from admin/MO/rail matches; match metrics use sample fractions along segment, not all-or-nothing dwithin; wetlands require a vector wetland layer."
1926;adm_1926_151;Бородинский;район;Омский округ;Омский округ;Сибирский край;315.035;0.0;0.0;205.074;65.1;0.0;0.0;89.961;28.56;0.0;0.0;89.961;28.56;;;False;20.0;6.35;20.0;6.35;194.025;61.59;234.236;74.35;238.901;75.83;8.442;2.68;238.901;75.83;0.0;0.0;0.0;0.0;river;река;65.1;river;река;65.1;v125;"v125: physical morphology is separate from admin/MO/rail matches; match metrics use sample fractions along segment, not all-or-nothing dwithin; wetlands require a vector wetland layer."
1926;adm_1926_152;Юргамышский;район;Курганский округ;Курганский округ;Уральская область;240.857;0.0;0.0;0.0;0.0;0.0;0.0;100.931;41.9;0.0;0.0;100.931;41.9;;;False;139.926;58.1;139.926;58.1;94.808;39.36;0.0;0.0;94.808;39.36;18.489;7.68;106.301;44.13;30.0;12.46;0.0;0.0;unexplained_physical;не объяснено природными рубежами;58.1;unexplained_physical;не объяснено природными рубежами;58.1;v125;"v125: physical morphology is separate from admin/MO/rail matches; match metrics use sample fractions along segment, not all-or-nothing dwithin; wetlands require a vector wetland layer."
1926;adm_1926_153;Частоозерский;район;Ишимский округ;Ишимский округ;Уральская область;240.87;0.0;0.0;0.0;0.0;70.001;29.06;40.001;16.61;0.0;0.0;40.001;16.61;;;False;130.868;54.33;130.868;54.33;152.886;63.47;62.89;26.11;152.886;63.47;0.0;0.0;152.886;63.47;0.0;0.0;0.0;0.0;unexplained_physical;не объяснено природными рубежами;54.33;unexplained_physical;не объяснено природными рубежами;54.33;v125;"v125: physical morphology is separate from admin/MO/rail matches; match metrics use sample fractions along segment, not all-or-nothing dwithin; wetlands require a vector wetland layer."
1926;adm_1926_154;Чаусовский;район;Курганский округ;Курганский округ;Уральская область;315.038;0.0;0.0;9.989;3.17;0.0;0.0;149.981;47.61;0.0;0.0;149.981;47.61;;;False;155.068;49.22;155.068;49.22;171.915;54.57;0.0;0.0;171.915;54.57;32.142;10.2;187.147;59.4;0.0;0.0;0.0;0.0;unexplained_physical;не объяснено природными рубежами;49.22;unexplained_physical;не объяснено природными рубежами;49.22;v125;"v125: physical morphology is separate from admin/MO/rail matches; match metrics use sample fractions along segment, not all-or-nothing dwithin; wetlands require a vector wetland layer."
1926;adm_1926_155;Иконниковский;район;Омский округ;Омский округ;Сибирский край;193.548;0.0;0.0;43.547;22.5;0.0;0.0;140.001;72.33;0.0;0.0;140.001;72.33;;;False;10.0;5.17;10.0;5.17;37.598;19.43;125.39;64.78;125.39;64.78;0.0;0.0;125.39;64.78;10.0;5.17;0.0;0.0;watershed_flowing;водораздел сточных бассейнов;72.33;watershed_flowing;водораздел сточных бассейнов;72.33;v125;"v125: physical morphology is separate from admin/MO/rail matches; match metrics use sample fractions along segment, not all-or-nothing dwithin; wetlands require a vector wetland layer."
1926;adm_1926_156;Татарский;район;Барабинский округ;Барабинский округ;Сибирский край;462.198;0.0;0.0;19.999;4.33;0.0;0.0;202.199;43.75;0.0;0.0;202.199;43.75;;;False;240.0;51.93;240.0;51.93;212.326;45.94;363.998;78.75;372.569;80.61;8.611;1.86;377.014;81.57;0.0;0.0;0.0;0.0;unexplained_physical;не объяснено природными рубежами;51.93;unexplained_physical;не объяснено природными рубежами;51.93;v125;"v125: physical morphology is separate from admin/MO/rail matches; match metrics use sample fractions along segment, not all-or-nothing dwithin; wetlands require a vector wetland layer."
1926;adm_1926_157;Песчанский;район;Шадринский округ;Шадринский округ;Уральская область;169.636;0.0;0.0;0.0;0.0;0.0;0.0;89.638;52.84;0.0;0.0;89.638;52.84;;;False;79.997;47.16;79.997;47.16;74.009;43.63;37.264;21.97;86.866;51.21;0.0;0.0;86.866;51.21;0.0;0.0;0.0;0.0;watershed_flowing;водораздел сточных бассейнов;52.84;watershed_flowing;водораздел сточных бассейнов;52.84;v125;"v125: physical morphology is separate from admin/MO/rail matches; match metrics use sample fractions along segment, not all-or-nothing dwithin; wetlands require a vector wetland layer."
1926;adm_1926_158;Ояшинский;район;Новосибирский округ;Новосибирский округ;Сибирский край;156.264;0.0;0.0;50.001;32.0;0.0;0.0;40.0;25.6;0.0;0.0;40.0;25.6;;;False;66.263;42.4;66.263;42.4;29.444;18.84;105.623;67.59;105.623;67.59;16.887;10.81;114.066;73.0;0.0;0.0;0.0;0.0;unexplained_physical;не объяснено природными рубежами;42.4;unexplained_physical;не объяснено природными рубежами;42.4;v125;"v125: physical morphology is separate from admin/MO/rail matches; match metrics use sample fractions along segment, not all-or-nothing dwithin; wetlands require a vector wetland layer."
1926;adm_1926_16;Куяганский;район;Бийский округ;Бийский округ;Сибирский край;184.825;0.0;0.0;20.001;10.82;0.0;0.0;100.001;54.11;0.0;0.0;100.001;54.11;;;False;64.823;35.07;64.823;35.07;47.883;25.91;105.131;56.88;109.576;59.29;0.0;0.0;109.576;59.29;0.0;0.0;0.0;0.0;watershed_flowing;водораздел сточных бассейнов;54.11;watershed_flowing;водораздел сточных бассейнов;54.11;v125;"v125: physical morphology is separate from admin/MO/rail matches; match metrics use sample fractions along segment, not all-or-nothing dwithin; wetlands require a vector wetland layer."
1926;adm_1926_162;Еланский;район;Омский округ;Омский округ;Сибирский край;298.171;0.0;0.0;29.999;10.06;0.0;0.0;238.171;79.88;0.0;0.0;238.171;79.88;;;False;30.0;10.06;30.0;10.06;46.144;15.48;177.16;59.42;177.16;59.42;0.0;0.0;177.16;59.42;0.0;0.0;0.0;0.0;watershed_flowing;водораздел сточных бассейнов;79.88;watershed_flowing;водораздел сточных бассейнов;79.88;v125;"v125: physical morphology is separate from admin/MO/rail matches; match metrics use sample fractions along segment, not all-or-nothing dwithin; wetlands require a vector wetland layer."
1926;adm_1926_163;Называевский;район;Омский округ;Омский округ;Сибирский край;422.147;0.0;0.0;0.0;0.0;40.0;9.48;162.205;38.42;0.0;0.0;162.205;38.42;;;False;219.941;52.1;219.941;52.1;155.091;36.74;255.513;60.53;255.513;60.53;4.545;1.08;255.513;60.53;30.0;7.11;30.0;7.11;unexplained_physical;не объяснено природными рубежами;52.1;unexplained_physical;не объяснено природными рубежами;52.1;v125;"v125: physical morphology is separate from admin/MO/rail matches; match metrics use sample fractions along segment, not all-or-nothing dwithin; wetlands require a vector wetland layer."
1926;adm_1926_164;Щегловский;район;Кузнецкий округ;Кузнецкий округ;Сибирский край;252.797;0.0;0.0;132.797;52.53;0.0;0.0;89.999;35.6;0.0;0.0;89.999;35.6;;;False;30.001;11.87;30.001;11.87;116.217;45.97;133.012;52.62;170.46;67.43;0.0;0.0;170.46;67.43;20.001;7.91;0.0;0.0;river;река;52.53;river;река;52.53;v125;"v125: physical morphology is separate from admin/MO/rail matches; match metrics use sample fractions along segment, not all-or-nothing dwithin; wetlands require a vector wetland layer."
1926;adm_1926_165;Каргатский;район;Новосибирский округ;Новосибирский округ;Сибирский край;471.764;0.0;0.0;40.0;8.48;40.0;8.48;103.593;21.96;58.26;12.35;161.853;34.31;;;False;229.911;48.73;229.911;48.73;246.495;52.25;277.095;58.74;277.095;58.74;4.444;0.94;277.095;58.74;90.001;19.08;0.0;0.0;unexplained_physical;не объяснено природными рубежами;48.73;unexplained_physical;не объяснено природными рубежами;48.73;v125;"v125: physical morphology is separate from admin/MO/rail matches; match metrics use sample fractions along segment, not all-or-nothing dwithin; wetlands require a vector wetland layer."
