year,source_id,source_name,source_parent,target_id,target_name,target_parent,boundary_km,relation
1926,adm_1926_197,Судженский,Томский округ,adm_1926_219,Томский,Томский округ,11.502,same_parent
1926,adm_1926_197,Судженский,Томский округ,adm_1926_205,Ижморский,Томский округ,37.941,same_parent
1926,adm_1926_197,Судженский,Томский округ,adm_1926_214,Ишимский,Томский округ,57.43,same_parent
1926,adm_1926_198,Баксинский,Новосибирский округ,adm_1926_228,Богородский,Томский округ,4.196,same_superparent
1926,adm_1926_198,Баксинский,Новосибирский округ,adm_1926_199,Михайловский,Барабинский округ,7.824,same_superparent
1926,adm_1926_198,Баксинский,Новосибирский округ,adm_1926_269,Чаинский,Томский округ,115.702,same_superparent
1926,adm_1926_199,Михайловский,Барабинский округ,adm_1926_209,Новотроицкий,Барабинский округ,120.175,same_parent
1926,adm_1926_199,Михайловский,Барабинский округ,adm_1926_269,Чаинский,Томский округ,95.913,same_superparent
1926,adm_1926_2,,,adm_1926_4,Уймонский,Ойратская авт. область,59.586,cross_parent
1926,adm_1926_20,Михайловский,Бийский округ,adm_1926_21,Сычевский,Бийский округ,30.123,same_parent
1926,adm_1926_20,Михайловский,Бийский округ,adm_1926_28,Быстроистокский,Бийский округ,2.981,same_parent
1926,adm_1926_20,Михайловский,Бийский округ,adm_1926_37,Пристанский,Бийский округ,66.796,same_parent
1926,adm_1926_200,Тюкалинский,Омский округ,adm_1926_212,Крутинский,Омский округ,68.565,same_parent
1926,adm_1926_200,Тюкалинский,Омский округ,adm_1926_216,Нижнеколосовский,Тарский округ,75.873,same_superparent
1926,adm_1926_200,Тюкалинский,Омский округ,adm_1926_243,Рыбинский,Тарский округ,35.572,same_superparent
1926,adm_1926_201,Суерский,Тюменский округ,adm_1926_221,Исетский,Тюменский округ,54.688,same_parent
1926,adm_1926_201,Суерский,Тюменский округ,adm_1926_234,Ялуторовский,Тюменский округ,62.598,same_parent
1926,adm_1926_202,Долматовский,Шадринский округ,adm_1926_207,Ольховский,Шадринский округ,39.058,same_parent
1926,adm_1926_202,Долматовский,Шадринский округ,adm_1926_203,Катайский,Шадринский округ,67.659,same_parent
1926,adm_1926_202,Долматовский,Шадринский округ,adm_1926_222,Четкаринский,Шадринский округ,26.241,same_parent
1926,adm_1926_203,Катайский,Шадринский округ,adm_1926_223,Каменский,Шадринский округ,64.186,same_parent
1926,adm_1926_203,Катайский,Шадринский округ,adm_1926_222,Четкаринский,Шадринский округ,29.396,same_parent
1926,adm_1926_204,Мариинский,Томский округ,adm_1926_229,Малопесчанский,Томский округ,62.797,same_parent
1926,adm_1926_205,Ижморский,Томский округ,adm_1926_214,Ишимский,Томский округ,31.696,same_parent
1926,adm_1926_205,Ижморский,Томский округ,adm_1926_229,Малопесчанский,Томский округ,48.9,same_parent
1926,adm_1926_205,Ижморский,Томский округ,adm_1926_235,Зыряновский,Томский округ,11.327,same_parent
1926,adm_1926_206,Мехонский,Шадринский округ,adm_1926_220,Шатровский,Тюменский округ,76.624,same_superparent
1926,adm_1926_206,Мехонский,Шадринский округ,adm_1926_207,Ольховский,Шадринский округ,57.55,same_parent
1926,adm_1926_206,Мехонский,Шадринский округ,adm_1926_224,Буткинский,Шадринский округ,13.816,same_parent
1926,adm_1926_207,Ольховский,Шадринский округ,adm_1926_224,Буткинский,Шадринский округ,46.845,same_parent
1926,adm_1926_207,Ольховский,Шадринский округ,adm_1926_222,Четкаринский,Шадринский округ,11.893,same_parent
1926,adm_1926_208,Абатский,Ишимский округ,adm_1926_212,Крутинский,Омский округ,98.707,cross_parent
1926,adm_1926_208,Абатский,Ишимский округ,adm_1926_218,Жиляковский,Ишимский округ,88.234,same_parent
1926,adm_1926_208,Абатский,Ишимский округ,adm_1926_227,Сорокинский,Ишимский округ,15.872,same_parent
1926,adm_1926_208,Абатский,Ишимский округ,adm_1926_245,Викуловский,Ишимский округ,66.433,same_parent
1926,adm_1926_209,Новотроицкий,Барабинский округ,adm_1926_239,Кыштовский,Барабинский округ,52.552,same_parent
1926,adm_1926_209,Новотроицкий,Барабинский округ,adm_1926_244,Биазинский,Барабинский округ,154.856,same_parent
1926,adm_1926_209,Новотроицкий,Барабинский округ,adm_1926_269,Чаинский,Томский округ,29.971,same_superparent
1926,adm_1926_21,Сычевский,Бийский округ,adm_1926_29,Смоленский,Бийский округ,38.234,same_parent
1926,adm_1926_21,Сычевский,Бийский округ,adm_1926_28,Быстроистокский,Бийский округ,37.634,same_parent
1926,adm_1926_210,Покровский,Шадринский округ,adm_1926_223,Каменский,Шадринский округ,40.328,same_parent
1926,adm_1926_210,Покровский,Шадринский округ,adm_1926_293,Богдановичевский,Шадринский округ,20.366,same_parent
1926,adm_1926_211,Муромцевский,Тарский округ,adm_1926_217,Малокрасноярский,Барабинский округ,88.117,same_superparent
1926,adm_1926_211,Муромцевский,Тарский округ,adm_1926_226,Евгащинский,Тарский округ,41.06,same_parent
1926,adm_1926_211,Муромцевский,Тарский округ,adm_1926_247,Седельниковский,Тарский округ,33.317,same_parent
1926,adm_1926_211,Муромцевский,Тарский округ,adm_1926_252,Екатерининский,Тарский округ,20.774,same_parent
1926,adm_1926_212,Крутинский,Омский округ,adm_1926_243,Рыбинский,Тарский округ,81.29,same_superparent
1926,adm_1926_212,Крутинский,Омский округ,adm_1926_245,Викуловский,Ишимский округ,53.914,cross_parent
1926,adm_1926_213,Голышмановский,Ишимский округ,adm_1926_218,Жиляковский,Ишимский округ,95.841,same_parent
1926,adm_1926_213,Голышмановский,Ишимский округ,adm_1926_225,Ламенский*,Ишимский округ,80.274,same_parent
1926,adm_1926_213,Голышмановский,Ишимский округ,adm_1926_236,Аромашевский,Ишимский округ,50.081,same_parent
1926,adm_1926_214,Ишимский,Томский округ,adm_1926_219,Томский,Томский округ,15.241,same_parent
1926,adm_1926_214,Ишимский,Томский округ,adm_1926_235,Зыряновский,Томский округ,42.138,same_parent
1926,adm_1926_214,Ишимский,Томский округ,adm_1926_258,Новокусковский,Томский округ,24.851,same_parent
1926,adm_1926_214,Ишимский,Томский округ,adm_1926_233,Коларовский (Томский II),Томский округ,53.811,same_parent
1926,adm_1926_215,Новозаимский,Тюменский округ,adm_1926_225,Ламенский*,Ишимский округ,64.547,same_superparent
1926,adm_1926_215,Новозаимский,Тюменский округ,adm_1926_234,Ялуторовский,Тюменский округ,88.685,same_parent
1926,adm_1926_215,Новозаимский,Тюменский округ,adm_1926_249,Юргинский,Тюменский округ,73.37,same_parent
1926,adm_1926_216,Нижнеколосовский,Тарский округ,adm_1926_226,Евгащинский,Тарский округ,77.967,same_parent
1926,adm_1926_216,Нижнеколосовский,Тарский округ,adm_1926_243,Рыбинский,Тарский округ,22.647,same_parent
1926,adm_1926_216,Нижнеколосовский,Тарский округ,adm_1926_273,Знаменский,Тарский округ,82.698,same_parent
1926,adm_1926_217,Малокрасноярский,Барабинский округ,adm_1926_239,Кыштовский,Барабинский округ,60.52,same_parent
1926,adm_1926_217,Малокрасноярский,Барабинский округ,adm_1926_247,Седельниковский,Тарский округ,42.557,same_superparent
1926,adm_1926_218,Жиляковский,Ишимский округ,adm_1926_227,Сорокинский,Ишимский округ,66.197,same_parent
1926,adm_1926_218,Жиляковский,Ишимский округ,adm_1926_236,Аромашевский,Ишимский округ,35.602,same_parent
1926,adm_1926_219,Томский,Томский округ,adm_1926_228,Богородский,Томский округ,77.187,same_parent
1926,adm_1926_219,Томский,Томский округ,adm_1926_233,Коларовский (Томский II),Томский округ,96.784,same_parent
1926,adm_1926_22,Михайловский,Славгородский округ,adm_1926_30,Волчихинский,Славгородский округ,53.827,same_parent
1926,adm_1926_22,Михайловский,Славгородский округ,adm_1926_34,Ключевский,Славгородский округ,60.509,same_parent
1926,adm_1926_220,Шатровский,Тюменский округ,adm_1926_221,Исетский,Тюменский округ,96.254,same_parent
1926,adm_1926_220,Шатровский,Тюменский округ,adm_1926_224,Буткинский,Шадринский округ,35.087,same_superparent
1926,adm_1926_220,Шатровский,Тюменский округ,adm_1926_240,Тугулымский,Тюменский округ,41.644,same_parent
1926,adm_1926_221,Исетский,Тюменский округ,adm_1926_240,Тугулымский,Тюменский округ,24.554,same_parent
1926,adm_1926_221,Исетский,Тюменский округ,adm_1926_234,Ялуторовский,Тюменский округ,41.356,same_parent
1926,adm_1926_221,Исетский,Тюменский округ,adm_1926_250,Тюменский,Тюменский округ,55.811,same_parent
1926,adm_1926_222,Четкаринский,Шадринский округ,adm_1926_223,Каменский,Шадринский округ,8.862,same_parent
1926,adm_1926_222,Четкаринский,Шадринский округ,adm_1926_224,Буткинский,Шадринский округ,9.097,same_parent
1926,adm_1926_222,Четкаринский,Шадринский округ,adm_1926_242,Пышминский,Шадринский округ,42.672,same_parent
1926,adm_1926_222,Четкаринский,Шадринский округ,adm_1926_241,Камышловский,Шадринский округ,36.476,same_parent
1926,adm_1926_223,Каменский,Шадринский округ,adm_1926_293,Богдановичевский,Шадринский округ,28.432,same_parent
1926,adm_1926_223,Каменский,Шадринский округ,adm_1926_241,Камышловский,Шадринский округ,8.071,same_parent
1926,adm_1926_224,Буткинский,Шадринский округ,adm_1926_240,Тугулымский,Тюменский округ,10.056,same_superparent
1926,adm_1926_224,Буткинский,Шадринский округ,adm_1926_246,Талицкий,Тюменский округ,50.674,same_superparent
1926,adm_1926_224,Буткинский,Шадринский округ,adm_1926_242,Пышминский,Шадринский округ,14.28,same_parent
1926,adm_1926_225,Ламенский*,Ишимский округ,adm_1926_236,Аромашевский,Ишимский округ,20.554,same_parent
1926,adm_1926_225,Ламенский*,Ишимский округ,adm_1926_249,Юргинский,Тюменский округ,37.934,same_superparent
1926,adm_1926_226,Евгащинский,Тарский округ,adm_1926_252,Екатерининский,Тарский округ,63.472,same_parent
1926,adm_1926_226,Евгащинский,Тарский округ,adm_1926_273,Знаменский,Тарский округ,34.74,same_parent
1926,adm_1926_227,Сорокинский,Ишимский округ,adm_1926_245,Викуловский,Ишимский округ,83.756,same_parent
1926,adm_1926_227,Сорокинский,Ишимский округ,adm_1926_236,Аромашевский,Ишимский округ,37.096,same_parent
1926,adm_1926_228,Богородский,Томский округ,adm_1926_233,Коларовский (Томский II),Томский округ,20.756,same_parent
1926,adm_1926_228,Богородский,Томский округ,adm_1926_256,Кривошеинский,Томский округ,124.707,same_parent
1926,adm_1926_228,Богородский,Томский округ,adm_1926_260,Молчановский,Томский округ,43.818,same_parent
1926,adm_1926_228,Богородский,Томский округ,adm_1926_269,Чаинский,Томский округ,74.333,same_parent
1926,adm_1926_229,Малопесчанский,Томский округ,adm_1926_235,Зыряновский,Томский округ,96.077,same_parent
1926,adm_1926_23,Алтайский,Бийский округ,adm_1926_29,Смоленский,Бийский округ,38.304,same_parent
1926,adm_1926_23,Алтайский,Бийский округ,adm_1926_33,Сростинский,Бийский округ,52.048,same_parent
1926,adm_1926_233,Коларовский (Томский II),Томский округ,adm_1926_258,Новокусковский,Томский округ,216.844,same_parent
1926,adm_1926_233,Коларовский (Томский II),Томский округ,adm_1926_257,Зачулымский,Томский округ,4.309,same_parent
1926,adm_1926_233,Коларовский (Томский II),Томский округ,adm_1926_256,Кривошеинский,Томский округ,148.943,same_parent
1926,adm_1926_233,Коларовский (Томский II),Томский округ,adm_1926_260,Молчановский,Томский округ,45.989,same_parent
1926,adm_1926_233,Коларовский (Томский II),Томский округ,adm_1926_280,Колпашевский,Томский округ,228.923,same_parent
1926,adm_1926_234,Ялуторовский,Тюменский округ,adm_1926_249,Юргинский,Тюменский округ,54.289,same_parent
1926,adm_1926_234,Ялуторовский,Тюменский округ,adm_1926_250,Тюменский,Тюменский округ,66.433,same_parent
1926,adm_1926_234,Ялуторовский,Тюменский округ,adm_1926_261,Ярковский,Тюменский округ,51.967,same_parent
1926,adm_1926_235,Зыряновский,Томский округ,adm_1926_258,Новокусковский,Томский округ,21.659,same_parent
1926,adm_1926_235,Зыряновский,Томский округ,adm_1926_257,Зачулымский,Томский округ,97.963,same_parent
1926,adm_1926_236,Аромашевский,Ишимский округ,adm_1926_245,Викуловский,Ишимский округ,41.311,same_parent
1926,adm_1926_236,Аромашевский,Ишимский округ,adm_1926_249,Юргинский,Тюменский округ,37.397,same_superparent
1926,adm_1926_236,Аромашевский,Ишимский округ,adm_1926_264,Черноковский,Тобольский округ,85.684,same_superparent
1926,adm_1926_237,Курьинский,Шадринский округ,adm_1926_293,Богдановичевский,Шадринский округ,44.505,same_parent
1926,adm_1926_237,Курьинский,Шадринский округ,adm_1926_241,Камышловский,Шадринский округ,48.43,same_parent
1926,adm_1926_237,Курьинский,Шадринский округ,adm_1926_251,Заводоирбитский (Ирбитско-Заводский),Ирбитский округ,21.128,same_superparent
1926,adm_1926_239,Кыштовский,Барабинский округ,adm_1926_244,Биазинский,Барабинский округ,123.275,same_parent
1926,adm_1926_239,Кыштовский,Барабинский округ,adm_1926_247,Седельниковский,Тарский округ,51.789,same_superparent
1926,adm_1926_239,Кыштовский,Барабинский округ,adm_1926_282,Каргасокский,Томский округ,60.477,same_superparent
1926,adm_1926_24,Чарышский,Рубцовский округ,adm_1926_25,Поспелихинский,Рубцовский округ,11.029,same_parent
1926,adm_1926_24,Чарышский,Рубцовский округ,adm_1926_32,Шипуновский,Рубцовский округ,48.278,same_parent
1926,adm_1926_24,Чарышский,Рубцовский округ,adm_1926_37,Пристанский,Бийский округ,23.967,same_superparent
1926,adm_1926_24,Чарышский,Рубцовский округ,adm_1926_38,Алейский,Барнаульский округ,64.516,same_superparent
1926,adm_1926_240,Тугулымский,Тюменский округ,adm_1926_246,Талицкий,Тюменский округ,71.931,same_parent
1926,adm_1926_240,Тугулымский,Тюменский округ,adm_1926_250,Тюменский,Тюменский округ,70.373,same_parent
1926,adm_1926_240,Тугулымский,Тюменский округ,adm_1926_255,Липчинский,Тюменский округ,52.259,same_parent
1926,adm_1926_241,Камышловский,Шадринский округ,adm_1926_293,Богдановичевский,Шадринский округ,18.366,same_parent
1926,adm_1926_241,Камышловский,Шадринский округ,adm_1926_242,Пышминский,Шадринский округ,55.597,same_parent
1926,adm_1926_241,Камышловский,Шадринский округ,adm_1926_251,Заводоирбитский (Ирбитско-Заводский),Ирбитский округ,36.694,same_superparent
1926,adm_1926_241,Камышловский,Шадринский округ,adm_1926_292,Знаменский,Ирбитский округ,12.599,same_superparent
1926,adm_1926_242,Пышминский,Шадринский округ,adm_1926_246,Талицкий,Тюменский округ,66.728,same_superparent
1926,adm_1926_243,Рыбинский,Тарский округ,adm_1926_245,Викуловский,Ишимский округ,121.628,cross_parent
1926,adm_1926_243,Рыбинский,Тарский округ,adm_1926_275,Усть-Ишимский,Тарский округ,26.958,same_parent
1926,adm_1926_243,Рыбинский,Тарский округ,adm_1926_273,Знаменский,Тарский округ,156.079,same_parent
1926,adm_1926_243,Рыбинский,Тарский округ,adm_1926_274,Тевризский,Тарский округ,50.016,same_parent
1926,adm_1926_244,Биазинский,Барабинский округ,adm_1926_269,Чаинский,Томский округ,20.586,same_superparent
1926,adm_1926_244,Биазинский,Барабинский округ,adm_1926_279,Парабельский,Томский округ,119.534,same_superparent
1926,adm_1926_244,Биазинский,Барабинский округ,adm_1926_282,Каргасокский,Томский округ,74.783,same_superparent
1926,adm_1926_245,Викуловский,Ишимский округ,adm_1926_264,Черноковский,Тобольский округ,65.749,same_superparent
1926,adm_1926_245,Викуловский,Ишимский округ,adm_1926_275,Усть-Ишимский,Тарский округ,79.258,cross_parent
1926,adm_1926_246,Талицкий,Тюменский округ,adm_1926_255,Липчинский,Тюменский округ,11.435,same_parent
1926,adm_1926_246,Талицкий,Тюменский округ,adm_1926_253,Байкаловский,Ирбитский округ,39.709,same_superparent
1926,adm_1926_246,Талицкий,Тюменский округ,adm_1926_292,Знаменский,Ирбитский округ,10.898,same_superparent
1926,adm_1926_247,Седельниковский,Тарский округ,adm_1926_282,Каргасокский,Томский округ,35.74,same_superparent
1926,adm_1926_247,Седельниковский,Тарский округ,adm_1926_252,Екатерининский,Тарский округ,136.123,same_parent
1926,adm_1926_249,Юргинский,Тюменский округ,adm_1926_264,Черноковский,Тобольский округ,16.373,same_superparent
1926,adm_1926_249,Юргинский,Тюменский округ,adm_1926_261,Ярковский,Тюменский округ,82.758,same_parent
1926,adm_1926_249,Юргинский,Тюменский округ,adm_1926_268,Байкаловский,Тобольский округ,57.381,same_superparent
1926,adm_1926_25,Поспелихинский,Рубцовский округ,adm_1926_30,Волчихинский,Славгородский округ,10.878,same_superparent
1926,adm_1926_25,Поспелихинский,Рубцовский округ,adm_1926_32,Шипуновский,Рубцовский округ,102.307,same_parent
1926,adm_1926_25,Поспелихинский,Рубцовский округ,adm_1926_41,Мамонтовский,Барнаульский округ,37.48,same_superparent
1926,adm_1926_25,Поспелихинский,Рубцовский округ,adm_1926_39,Боровской,Барнаульский округ,3.839,same_superparent
1926,adm_1926_250,Тюменский,Тюменский округ,adm_1926_261,Ярковский,Тюменский округ,60.623,same_parent
1926,adm_1926_250,Тюменский,Тюменский округ,adm_1926_266,Тавдинский,Тюменский округ,47.698,same_parent
1926,adm_1926_250,Тюменский,Тюменский округ,adm_1926_255,Липчинский,Тюменский округ,67.439,same_parent
1926,adm_1926_251,Заводоирбитский (Ирбитско-Заводский),Ирбитский округ,adm_1926_292,Знаменский,Ирбитский округ,19.427,same_parent
1926,adm_1926_251,Заводоирбитский (Ирбитско-Заводский),Ирбитский округ,adm_1926_254,Зайковский,Ирбитский округ,52.25,same_parent
1926,adm_1926_252,Екатерининский,Тарский округ,adm_1926_282,Каргасокский,Томский округ,71.226,same_superparent
1926,adm_1926_252,Екатерининский,Тарский округ,adm_1926_273,Знаменский,Тарский округ,95.378,same_parent
1926,adm_1926_253,Байкаловский,Ирбитский округ,adm_1926_255,Липчинский,Тюменский округ,3.424,same_superparent
1926,adm_1926_253,Байкаловский,Ирбитский округ,adm_1926_292,Знаменский,Ирбитский округ,29.458,same_parent
1926,adm_1926_253,Байкаловский,Ирбитский округ,adm_1926_259,Еланский,Ирбитский округ,31.69,same_parent
1926,adm_1926_253,Байкаловский,Ирбитский округ,adm_1926_267,Слободотуринский,Ирбитский округ,11.239,same_parent
1926,adm_1926_254,Зайковский,Ирбитский округ,adm_1926_292,Знаменский,Ирбитский округ,20.046,same_parent
1926,adm_1926_254,Зайковский,Ирбитский округ,adm_1926_262,Ирбитский,Ирбитский округ,24.366,same_parent
1926,adm_1926_254,Зайковский,Ирбитский округ,adm_1926_263,Невьянский,Ирбитский округ,46.246,same_parent
1926,adm_1926_255,Липчинский,Тюменский округ,adm_1926_266,Тавдинский,Тюменский округ,53.328,same_parent
1926,adm_1926_255,Липчинский,Тюменский округ,adm_1926_267,Слободотуринский,Ирбитский округ,79.891,same_superparent
1926,adm_1926_256,Кривошеинский,Томский округ,adm_1926_260,Молчановский,Томский округ,141.493,same_parent
1926,adm_1926_257,Зачулымский,Томский округ,adm_1926_258,Новокусковский,Томский округ,146.001,same_parent
1926,adm_1926_257,Зачулымский,Томский округ,adm_1926_280,Колпашевский,Томский округ,104.434,same_parent
1926,adm_1926_259,Еланский,Ирбитский округ,adm_1926_292,Знаменский,Ирбитский округ,10.649,same_parent
1926,adm_1926_259,Еланский,Ирбитский округ,adm_1926_267,Слободотуринский,Ирбитский округ,48.341,same_parent
1926,adm_1926_259,Еланский,Ирбитский округ,adm_1926_262,Ирбитский,Ирбитский округ,25.458,same_parent
1926,adm_1926_259,Еланский,Ирбитский округ,adm_1926_270,Туринский,Ирбитский округ,19.868,same_parent
1926,adm_1926_260,Молчановский,Томский округ,adm_1926_280,Колпашевский,Томский округ,10.889,same_parent
1926,adm_1926_260,Молчановский,Томский округ,adm_1926_269,Чаинский,Томский округ,146.853,same_parent
1926,adm_1926_261,Ярковский,Тюменский округ,adm_1926_268,Байкаловский,Тобольский округ,88.794,same_superparent
1926,adm_1926_261,Ярковский,Тюменский округ,adm_1926_266,Тавдинский,Тюменский округ,125.029,same_parent
1926,adm_1926_262,Ирбитский,Ирбитский округ,adm_1926_292,Знаменский,Ирбитский округ,30.57,same_parent
1926,adm_1926_262,Ирбитский,Ирбитский округ,adm_1926_263,Невьянский,Ирбитский округ,35.136,same_parent
1926,adm_1926_262,Ирбитский,Ирбитский округ,adm_1926_270,Туринский,Ирбитский округ,32.586,same_parent
1926,adm_1926_262,Ирбитский,Ирбитский округ,adm_1926_276,Благовещенский,Ирбитский округ,39.259,same_parent
1926,adm_1926_264,Черноковский,Тобольский округ,adm_1926_275,Усть-Ишимский,Тарский округ,46.279,cross_parent
1926,adm_1926_264,Черноковский,Тобольский округ,adm_1926_268,Байкаловский,Тобольский округ,101.145,same_parent
1926,adm_1926_264,Черноковский,Тобольский округ,adm_1926_272,Дубровный,Тобольский округ,119.48,same_parent
1926,adm_1926_264,Черноковский,Тобольский округ,adm_1926_277,Тобольский,Тобольский округ,70.318,same_parent
1926,adm_1926_266,Тавдинский,Тюменский округ,adm_1926_268,Байкаловский,Тобольский округ,49.066,same_superparent
1926,adm_1926_266,Тавдинский,Тюменский округ,adm_1926_277,Тобольский,Тобольский округ,31.329,same_superparent
1926,adm_1926_266,Тавдинский,Тюменский округ,adm_1926_271,Тавдинский,Ирбитский округ,82.697,same_superparent
1926,adm_1926_267,Слободотуринский,Ирбитский округ,adm_1926_270,Туринский,Ирбитский округ,62.864,same_parent
1926,adm_1926_267,Слободотуринский,Ирбитский округ,adm_1926_278,Таборинский,Ирбитский округ,13.423,same_parent
1926,adm_1926_267,Слободотуринский,Ирбитский округ,adm_1926_271,Тавдинский,Ирбитский округ,48.009,same_parent
1926,adm_1926_268,Байкаловский,Тобольский округ,adm_1926_277,Тобольский,Тобольский округ,173.774,same_parent
1926,adm_1926_269,Чаинский,Томский округ,adm_1926_280,Колпашевский,Томский округ,160.834,same_parent
1926,adm_1926_269,Чаинский,Томский округ,adm_1926_279,Парабельский,Томский округ,161.516,same_parent
1926,adm_1926_27,Успенский,Ойратская авт. область,adm_1926_31,Лебединский,Ойратская авт. область,122.656,same_parent
1926,adm_1926_27,Успенский,Ойратская авт. область,adm_1926_35,Старобардинский,Бийский округ,75.136,same_superparent
1926,adm_1926_270,Туринский,Ирбитский округ,adm_1926_276,Благовещенский,Ирбитский округ,79.653,same_parent
1926,adm_1926_270,Туринский,Ирбитский округ,adm_1926_278,Таборинский,Ирбитский округ,66.119,same_parent
1926,adm_1926_271,Тавдинский,Ирбитский округ,adm_1926_277,Тобольский,Тобольский округ,61.316,same_superparent
1926,adm_1926_271,Тавдинский,Ирбитский округ,adm_1926_278,Таборинский,Ирбитский округ,90.493,same_parent
1926,adm_1926_272,Дубровный,Тобольский округ,adm_1926_275,Усть-Ишимский,Тарский округ,119.174,cross_parent
1926,adm_1926_272,Дубровный,Тобольский округ,adm_1926_277,Тобольский,Тобольский округ,81.202,same_parent
1926,adm_1926_272,Дубровный,Тобольский округ,adm_1926_281,Уватский,Тобольский округ,146.245,same_parent
1926,adm_1926_273,Знаменский,Тарский округ,adm_1926_282,Каргасокский,Томский округ,102.888,same_superparent
1926,adm_1926_273,Знаменский,Тарский округ,adm_1926_274,Тевризский,Тарский округ,247.491,same_parent
1926,adm_1926_273,Знаменский,Тарский округ,adm_1926_287,Сургутский,Тобольский округ,173.515,cross_parent
1926,adm_1926_274,Тевризский,Тарский округ,adm_1926_275,Усть-Ишимский,Тарский округ,211.577,same_parent
1926,adm_1926_274,Тевризский,Тарский округ,adm_1926_287,Сургутский,Тобольский округ,69.351,cross_parent
1926,adm_1926_275,Усть-Ишимский,Тарский округ,adm_1926_281,Уватский,Тобольский округ,86.444,cross_parent
1926,adm_1926_275,Усть-Ишимский,Тарский округ,adm_1926_287,Сургутский,Тобольский округ,3.107,cross_parent
1926,adm_1926_276,Благовещенский,Ирбитский округ,adm_1926_278,Таборинский,Ирбитский округ,60.038,same_parent
1926,adm_1926_277,Тобольский,Тобольский округ,adm_1926_281,Уватский,Тобольский округ,159.77,same_parent
1926,adm_1926_277,Тобольский,Тобольский округ,adm_1926_283,Кондинский,Тобольский округ,130.269,same_parent
1926,adm_1926_278,Таборинский,Ирбитский округ,adm_1926_283,Кондинский,Тобольский округ,132.358,same_superparent
1926,adm_1926_279,Парабельский,Томский округ,adm_1926_280,Колпашевский,Томский округ,305.423,same_parent
1926,adm_1926_279,Парабельский,Томский округ,adm_1926_282,Каргасокский,Томский округ,480.305,same_parent
1926,adm_1926_28,Быстроистокский,Бийский округ,adm_1926_29,Смоленский,Бийский округ,31.951,same_parent
1926,adm_1926_28,Быстроистокский,Бийский округ,adm_1926_37,Пристанский,Бийский округ,79.818,same_parent
1926,adm_1926_280,Колпашевский,Томский округ,adm_1926_282,Каргасокский,Томский округ,113.978,same_parent
1926,adm_1926_281,Уватский,Тобольский округ,adm_1926_283,Кондинский,Тобольский округ,143.701,same_parent
1926,adm_1926_281,Уватский,Тобольский округ,adm_1926_286,Самаровский,Тобольский округ,99.173,same_parent
1926,adm_1926_281,Уватский,Тобольский округ,adm_1926_287,Сургутский,Тобольский округ,231.23,same_parent
1926,adm_1926_282,Каргасокский,Томский округ,adm_1926_284,Александровский,Томский округ,496.732,same_parent
1926,adm_1926_282,Каргасокский,Томский округ,adm_1926_287,Сургутский,Тобольский округ,231.799,cross_parent
1926,adm_1926_283,Кондинский,Тобольский округ,adm_1926_286,Самаровский,Тобольский округ,288.95,same_parent
1926,adm_1926_283,Кондинский,Тобольский округ,adm_1926_288,Берёзовский,Тобольский округ,171.786,same_parent
1926,adm_1926_284,Александровский,Томский округ,adm_1926_287,Сургутский,Тобольский округ,468.792,cross_parent
1926,adm_1926_286,Самаровский,Тобольский округ,adm_1926_288,Берёзовский,Тобольский округ,297.371,same_parent
1926,adm_1926_286,Самаровский,Тобольский округ,adm_1926_287,Сургутский,Тобольский округ,170.06,same_parent
1926,adm_1926_287,Сургутский,Тобольский округ,adm_1926_288,Берёзовский,Тобольский округ,207.029,same_parent
1926,adm_1926_287,Сургутский,Тобольский округ,adm_1926_289,Обдорский,Тобольский округ,518.384,same_parent
1926,adm_1926_288,Берёзовский,Тобольский округ,adm_1926_289,Обдорский,Тобольский округ,635.13,same_parent
1926,adm_1926_29,Смоленский,Бийский округ,adm_1926_33,Сростинский,Бийский округ,31.026,same_parent
1926,adm_1926_29,Смоленский,Бийский округ,adm_1926_37,Пристанский,Бийский округ,6.654,same_parent
1926,adm_1926_29,Смоленский,Бийский округ,adm_1926_42,Бийский,Бийский округ,41.946,same_parent
1926,adm_1926_291,Колыванский,Рубцовский округ,adm_1926_8,Змеиногорский,Рубцовский округ,73.402,same_parent
1926,adm_1926_3,Кош-Агачский,Ойратская авт. область,adm_1926_4,Уймонский,Ойратская авт. область,82.657,same_parent
1926,adm_1926_3,Кош-Агачский,Ойратская авт. область,adm_1926_5,Онгудайский,Ойратская авт. область,34.718,same_parent
1926,adm_1926_3,Кош-Агачский,Ойратская авт. область,adm_1926_9,Улаганский,Ойратская авт. область,114.671,same_parent
1926,adm_1926_30,Волчихинский,Славгородский округ,adm_1926_36,Родинский,Славгородский округ,91.04,same_parent
1926,adm_1926_30,Волчихинский,Славгородский округ,adm_1926_41,Мамонтовский,Барнаульский округ,40.003,same_superparent
1926,adm_1926_30,Волчихинский,Славгородский округ,adm_1926_46,Завьяловский район,Каменский округ,14.826,same_superparent
1926,adm_1926_30,Волчихинский,Славгородский округ,adm_1926_34,Ключевский,Славгородский округ,10.347,same_parent
1926,adm_1926_31,Лебединский,Ойратская авт. область,adm_1926_5,Онгудайский,Ойратская авт. область,7.296,same_parent
1926,adm_1926_31,Лебединский,Ойратская авт. область,adm_1926_9,Улаганский,Ойратская авт. область,101.539,same_parent
1926,adm_1926_31,Лебединский,Ойратская авт. область,adm_1926_35,Старобардинский,Бийский округ,22.952,same_superparent
