unit_id,old_name,new_name,old_unit_type,new_unit_type,note
adm_1947_55,Барнаульский (рц в г. Барнауле),Барнаульский район,горсовет,район,"Исправлено: объект является районным полигоном с райцентром в Барнауле, а не самостоятельным горсоветом; Барнаульский горсовет хранится отдельным объектом adm_1947_u_35."
