year,source_id,source_name,source_parent,target_id,target_name,target_parent,boundary_km,relation,contact_method,is_bridge
1838,adm_1838_002,Каинский округ,Томская губерния,adm_1838_003,Бийский округ,Томская губерния,186.772,same_parent,shared_boundary,False
1838,adm_1838_002,Каинский округ,Томская губерния,adm_1838_008,Колыванский округ,Томская губерния,191.449,same_parent,shared_boundary,False
1838,adm_1838_002,Каинский округ,Томская губерния,adm_1838_019,Семипалатинский округ,Омская область,75.977,cross_parent,shared_boundary,False
1838,adm_1838_002,Каинский округ,Томская губерния,adm_1838_005,Тарский округ,Тобольская губерния,207.004,cross_parent,shared_boundary,False
1838,adm_1838_002,Каинский округ,Томская губерния,adm_1838_006,Томский округ,Томская губерния,293.674,same_parent,shared_boundary,False
1838,adm_1838_002,Каинский округ,Томская губерния,adm_1838_016,Тюкаинский округ,Тобольская губерния,334.286,cross_parent,shared_boundary,False
1838,adm_1838_004,Кузнецкий округ,Томская губерния,adm_1838_007,Барнаульский округ,Томская губерния,158.633,same_parent,shared_boundary,False
1838,adm_1838_004,Кузнецкий округ,Томская губерния,adm_1838_008,Колыванский округ,Томская губерния,48.297,same_parent,shared_boundary,False
1838,adm_1838_004,Кузнецкий округ,Томская губерния,adm_1838_006,Томский округ,Томская губерния,278.128,same_parent,shared_boundary,False
1838,adm_1838_011,Курганский округ,Тобольская губерния,adm_1838_020,Петропавловский округ,Омская область,163.131,cross_parent,shared_boundary,False
1838,adm_1838_011,Курганский округ,Тобольская губерния,adm_1838_012,Ялуторовский округ,Тобольская губерния,142.407,same_parent,shared_boundary,False
1838,adm_1838_020,Петропавловский округ,Омская область,adm_1838_021,Омский округ,Омская область,100.523,same_parent,shared_boundary,False
1838,adm_1838_019,Семипалатинский округ,Омская область,adm_1838_021,Омский округ,Омская область,198.912,same_parent,shared_boundary,False
1838,adm_1838_019,Семипалатинский округ,Омская область,adm_1838_027,Усть-Каменогорский округ,Омская область,123.366,same_parent,shared_boundary,False
1838,adm_1838_005,Тарский округ,Тобольская губерния,adm_1838_010,Ишимский округ,Тобольская губерния,46.434,same_parent,shared_boundary,False
1838,adm_1838_005,Тарский округ,Тобольская губерния,adm_1838_015,Тобольский округ,Тобольская губерния,258.198,same_parent,overlap_sliver_boundary,False
1838,adm_1838_005,Тарский округ,Тобольская губерния,adm_1838_016,Тюкаинский округ,Тобольская губерния,359.583,same_parent,shared_boundary,False
1838,adm_1838_006,Томский округ,Томская губерния,adm_1838_008,Колыванский округ,Томская губерния,221.942,same_parent,shared_boundary,False
1838,adm_1838_014,Туринский округ,Тобольская губерния,adm_1838_015,Тобольский округ,Тобольская губерния,397.941,same_parent,shared_boundary,False
1838,adm_1838_016,Тюкаинский округ,Тобольская губерния,adm_1838_021,Омский округ,Омская область,271.602,cross_parent,shared_boundary,False
1838,adm_1838_016,Тюкаинский округ,Тобольская губерния,adm_1838_019,Семипалатинский округ,Омская область,80.332,cross_parent,shared_boundary,False
1838,adm_1838_013,Тюменский округ,Тобольская губерния,adm_1838_015,Тобольский округ,Тобольская губерния,91.743,same_parent,shared_boundary,False
1838,adm_1838_013,Тюменский округ,Тобольская губерния,adm_1838_014,Туринский округ,Тобольская губерния,140.624,same_parent,shared_boundary,False
1838,adm_1838_012,Ялуторовский округ,Тобольская губерния,adm_1838_015,Тобольский округ,Тобольская губерния,19.93,same_parent,shared_boundary,False
1838,adm_1838_012,Ялуторовский округ,Тобольская губерния,adm_1838_013,Тюменский округ,Тобольская губерния,184.499,same_parent,shared_boundary,False
1848,adm_1848_4,Барнаульский округ,Томская губерния,adm_1848_8,Колыванский округ,Томская губерния,493.04,same_parent,shared_boundary,False
1848,adm_1848_4,Барнаульский округ,Томская губерния,adm_1848_5,Кузнецкий округ,Томская губерния,418.846,same_parent,shared_boundary,False
1848,adm_1848_1,Берёзовский округ,Тобольская губерния,adm_1848_9,Тарский округ,Тобольская губерния,427.377,same_parent,shared_boundary,False
1848,adm_1848_1,Берёзовский округ,Тобольская губерния,adm_1848_13,Тобольский округ,Тобольская губерния,446.903,same_parent,shared_boundary,False
1848,adm_1848_1,Берёзовский округ,Тобольская губерния,adm_1848_11,Томский округ,Томская губерния,222.005,cross_parent,shared_boundary,False
1848,adm_1848_1,Берёзовский округ,Тобольская губерния,adm_1848_14,Туринский округ,Тобольская губерния,321.86,same_parent,shared_boundary,False
1848,adm_1848_3,Бийский округ,Томская губерния,adm_1848_4,Барнаульский округ,Томская губерния,650.249,same_parent,shared_boundary,False
1848,adm_1848_3,Бийский округ,Томская губерния,adm_1848_5,Кузнецкий округ,Томская губерния,647.731,same_parent,shared_boundary,False
1848,adm_1848_3,Бийский округ,Томская губерния,adm_1848_7,Омский округ,Тобольская губерния,143.86,cross_parent,shared_boundary,False
1848,adm_1848_6,Ишимский округ,Тобольская губерния,adm_1848_17,Курганский округ,Тобольская губерния,153.112,same_parent,shared_boundary,False
1848,adm_1848_6,Ишимский округ,Тобольская губерния,adm_1848_7,Омский округ,Тобольская губерния,345.852,same_parent,shared_boundary,False
1848,adm_1848_6,Ишимский округ,Тобольская губерния,adm_1848_9,Тарский округ,Тобольская губерния,37.958,same_parent,shared_boundary,False
1848,adm_1848_6,Ишимский округ,Тобольская губерния,adm_1848_13,Тобольский округ,Тобольская губерния,114.55,same_parent,shared_boundary,False
1848,adm_1848_6,Ишимский округ,Тобольская губерния,adm_1848_12,Ялуторовский округ,Тобольская губерния,170.377,same_parent,shared_boundary,False
1848,adm_1848_10,Каинский округ,Томская губерния,adm_1848_11,Томский округ,Томская губерния,133.269,same_parent,shared_boundary,False
1848,adm_1848_8,Колыванский округ,Томская губерния,adm_1848_10,Каинский округ,Томская губерния,328.735,same_parent,shared_boundary,False
1848,adm_1848_8,Колыванский округ,Томская губерния,adm_1848_11,Томский округ,Томская губерния,295.613,same_parent,shared_boundary,False
1848,adm_1848_5,Кузнецкий округ,Томская губерния,adm_1848_8,Колыванский округ,Томская губерния,125.475,same_parent,shared_boundary,False
1848,adm_1848_5,Кузнецкий округ,Томская губерния,adm_1848_11,Томский округ,Томская губерния,378.725,same_parent,shared_boundary,False
1848,adm_1848_7,Омский округ,Тобольская губерния,adm_1848_10,Каинский округ,Томская губерния,224.44,cross_parent,shared_boundary,False
1848,adm_1848_7,Омский округ,Тобольская губерния,adm_1848_8,Колыванский округ,Томская губерния,243.502,cross_parent,shared_boundary,False
1848,adm_1848_7,Омский округ,Тобольская губерния,adm_1848_9,Тарский округ,Тобольская губерния,318.341,same_parent,shared_boundary,False
