operation,status,source_tarsky_area_km2,new_tarsky_area_km2,new_kainsky_area_km2,note
split_1798_tara_kainsk,done,865032.32,547610.57,317421.75,Каинский уезд вырезан из Тарского по маске Каинского уезда 1783; прежний мелкий фрагмент Каинского объединён с новым.
