year,unit_id_a,name_a,unit_type_a,unit_id_b,name_b,unit_type_b,shared_boundary_km
1700,adm_1700_001,Туруханский уезд,уезд,adm_1700_009,Сургутский уезд,уезд,1145.091
1700,adm_1700_001,Туруханский уезд,уезд,adm_1700_002,Берёзовский уезд,уезд,2431.2
1700,adm_1700_001,Туруханский уезд,уезд,adm_1700_004,Илимский уезд,уезд,779.421
1700,adm_1700_001,Туруханский уезд,уезд,adm_1700_003,Енисейский уезд,уезд,2113.532
1700,adm_1700_001,Туруханский уезд,уезд,adm_1700_007,Нарымский уезд,уезд,111.359
1700,adm_1700_001,Туруханский уезд,уезд,adm_1700_008,Кетский уезд,уезд,483.883
1700,adm_1700_002,Берёзовский уезд,уезд,adm_1700_012,Верхотурский уезд,уезд,110.758
1700,adm_1700_002,Берёзовский уезд,уезд,adm_1700_006,Тобольский уезд,уезд,192.823
1700,adm_1700_002,Берёзовский уезд,уезд,adm_1700_010,Пелымский уезд,уезд,847.388
1700,adm_1700_002,Берёзовский уезд,уезд,adm_1700_009,Сургутский уезд,уезд,1661.99
1700,adm_1700_003,Енисейский уезд,уезд,adm_1700_005,Иркутский уезд,уезд,353.439
1700,adm_1700_003,Енисейский уезд,уезд,adm_1700_016,Красноярский уезд,уезд,1140.793
1700,adm_1700_003,Енисейский уезд,уезд,adm_1700_004,Илимский уезд,уезд,1967.281
1700,adm_1700_003,Енисейский уезд,уезд,adm_1700_017,Томский уезд,уезд,373.837
1700,adm_1700_003,Енисейский уезд,уезд,adm_1700_008,Кетский уезд,уезд,454.138
1700,adm_1700_005,Иркутский уезд,уезд,adm_1700_016,Красноярский уезд,уезд,258.308
1700,adm_1700_006,Тобольский уезд,уезд,adm_1700_019,Тарский уезд,уезд,755.115
1700,adm_1700_006,Тобольский уезд,уезд,adm_1700_013,Тюменский уезд,уезд,768.13
1700,adm_1700_006,Тобольский уезд,уезд,adm_1700_010,Пелымский уезд,уезд,971.165
1700,adm_1700_006,Тобольский уезд,уезд,adm_1700_009,Сургутский уезд,уезд,1004.373
1700,adm_1700_007,Нарымский уезд,уезд,adm_1700_019,Тарский уезд,уезд,212.217
1700,adm_1700_007,Нарымский уезд,уезд,adm_1700_009,Сургутский уезд,уезд,1169.886
1700,adm_1700_007,Нарымский уезд,уезд,adm_1700_017,Томский уезд,уезд,538.415
1700,adm_1700_007,Нарымский уезд,уезд,adm_1700_008,Кетский уезд,уезд,491.961
1700,adm_1700_009,Сургутский уезд,уезд,adm_1700_019,Тарский уезд,уезд,169.701
1700,adm_1700_009,Сургутский уезд,уезд,adm_1700_015,Безымянный объект №15,уезд,14.61
1700,adm_1700_010,Пелымский уезд,уезд,adm_1700_011,Туринский уезд,уезд,376.119
1700,adm_1700_010,Пелымский уезд,уезд,adm_1700_012,Верхотурский уезд,уезд,803.892
1700,adm_1700_011,Туринский уезд,уезд,adm_1700_013,Тюменский уезд,уезд,421.661
1700,adm_1700_011,Туринский уезд,уезд,adm_1700_012,Верхотурский уезд,уезд,281.75
1700,adm_1700_012,Верхотурский уезд,уезд,adm_1700_013,Тюменский уезд,уезд,482.947
1700,adm_1700_013,Тюменский уезд,уезд,adm_1700_019,Тарский уезд,уезд,159.245
1700,adm_1700_016,Красноярский уезд,уезд,adm_1700_017,Томский уезд,уезд,318.423
1700,adm_1700_017,Томский уезд,уезд,adm_1700_019,Тарский уезд,уезд,144.134
1700,adm_1700_017,Томский уезд,уезд,adm_1700_020,Кузнецкий уезд,уезд,676.072
1719,adm_1719_001,Иркутская провинция,провинция,adm_1719_011,Красноярский уезд,уезд,672.068
1719,adm_1719_001,Иркутская провинция,провинция,adm_1719_012,Енисейский уезд,уезд,775.449
1719,adm_1719_001,Иркутская провинция,провинция,adm_1719_002,Туруханский уезд,уезд,5052.651
1719,adm_1719_002,Туруханский уезд,уезд,adm_1719_012,Енисейский уезд,уезд,1445.597
1719,adm_1719_002,Туруханский уезд,уезд,adm_1719_030,Кетский уезд,уезд,278.096
1719,adm_1719_002,Туруханский уезд,уезд,adm_1719_034,Сургутский уезд,уезд,495.717
1719,adm_1719_002,Туруханский уезд,уезд,adm_1719_003,Берёзовский уезд,уезд,1752.977
1719,adm_1719_003,Берёзовский уезд,уезд,adm_1719_033,Тобольский уезд,уезд,250.369
1719,adm_1719_003,Берёзовский уезд,уезд,adm_1719_027,Верхотурский уезд,уезд,142.756
1719,adm_1719_003,Берёзовский уезд,уезд,adm_1719_028,Пелымский уезд,уезд,866.127
1719,adm_1719_003,Берёзовский уезд,уезд,adm_1719_034,Сургутский уезд,уезд,1697.148
1719,adm_1719_006,Томский уезд,уезд,adm_1719_010,Кузнецкий уезд,уезд,1242.95
1719,adm_1719_006,Томский уезд,уезд,adm_1719_011,Красноярский уезд,уезд,528.146
1719,adm_1719_006,Томский уезд,уезд,adm_1719_024,Томский уезд,уезд,34.648
1719,adm_1719_006,Томский уезд,уезд,adm_1719_031,Нарымский уезд,уезд,456.253
1719,adm_1719_006,Томский уезд,уезд,adm_1719_012,Енисейский уезд,уезд,139.61
1719,adm_1719_006,Томский уезд,уезд,adm_1719_030,Кетский уезд,уезд,645.825
1719,adm_1719_010,Кузнецкий уезд,уезд,adm_1719_011,Красноярский уезд,уезд,455.872
1719,adm_1719_011,Красноярский уезд,уезд,adm_1719_012,Енисейский уезд,уезд,334.616
1719,adm_1719_012,Енисейский уезд,уезд,adm_1719_030,Кетский уезд,уезд,306.546
1719,adm_1719_013,Кунгурский уезд,уезд,adm_1719_017,Соликамский уезд,уезд,526.295
1719,adm_1719_013,Кунгурский уезд,уезд,adm_1719_027,Верхотурский уезд,уезд,173.67
1719,adm_1719_014,Чердынский уезд,уезд,adm_1719_017,Соликамский уезд,уезд,629.419
1719,adm_1719_014,Чердынский уезд,уезд,adm_1719_027,Верхотурский уезд,уезд,355.496
1719,adm_1719_014,Чердынский уезд,уезд,adm_1719_019,Кайгородский уезд,уезд,411.563
1719,adm_1719_015,Хлыновский уезд,уезд,adm_1719_018,Слободской уезд,уезд,410.185
1719,adm_1719_015,Хлыновский уезд,уезд,adm_1719_021,Котельничский уезд,уезд,62.693
1719,adm_1719_015,Хлыновский уезд,уезд,adm_1719_020,Неклассифицированные,АТЕ,346.314
1719,adm_1719_016,Неклассифицированные,АТЕ,adm_1719_021,Котельничский уезд,уезд,23.113
1719,adm_1719_017,Соликамский уезд,уезд,adm_1719_018,Слободской уезд,уезд,63.089
1719,adm_1719_017,Соликамский уезд,уезд,adm_1719_027,Верхотурский уезд,уезд,611.483
1719,adm_1719_017,Соликамский уезд,уезд,adm_1719_019,Кайгородский уезд,уезд,210.399
1719,adm_1719_018,Слободской уезд,уезд,adm_1719_022,Шостаковский уезд,уезд,232.228
1719,adm_1719_018,Слободской уезд,уезд,adm_1719_019,Кайгородский уезд,уезд,601.729
1719,adm_1719_020,Неклассифицированные,АТЕ,adm_1719_021,Котельничский уезд,уезд,240.001
1719,adm_1719_024,Томский уезд,уезд,adm_1719_030,Кетский уезд,уезд,23.554
1719,adm_1719_025,Туринский уезд,уезд,adm_1719_029,Тюменский уезд,уезд,421.661
1719,adm_1719_025,Туринский уезд,уезд,adm_1719_027,Верхотурский уезд,уезд,281.75
1719,adm_1719_025,Туринский уезд,уезд,adm_1719_028,Пелымский уезд,уезд,389.891
1719,adm_1719_027,Верхотурский уезд,уезд,adm_1719_029,Тюменский уезд,уезд,530.95
1719,adm_1719_027,Верхотурский уезд,уезд,adm_1719_028,Пелымский уезд,уезд,825.27
1719,adm_1719_028,Пелымский уезд,уезд,adm_1719_033,Тобольский уезд,уезд,998.742
1719,adm_1719_028,Пелымский уезд,уезд,adm_1719_029,Тюменский уезд,уезд,1.388
1719,adm_1719_029,Тюменский уезд,уезд,adm_1719_032,Тарский уезд,АТЕ,139.146
1719,adm_1719_029,Тюменский уезд,уезд,adm_1719_033,Тобольский уезд,уезд,785.826
1719,adm_1719_030,Кетский уезд,уезд,adm_1719_031,Нарымский уезд,уезд,686.17
1719,adm_1719_030,Кетский уезд,уезд,adm_1719_034,Сургутский уезд,уезд,213.402
1719,adm_1719_031,Нарымский уезд,уезд,adm_1719_033,Тобольский уезд,уезд,126.113
1719,adm_1719_031,Нарымский уезд,уезд,adm_1719_034,Сургутский уезд,уезд,1266.473
1719,adm_1719_032,Тарский уезд,АТЕ,adm_1719_033,Тобольский уезд,уезд,788.353
1719,adm_1719_033,Тобольский уезд,уезд,adm_1719_034,Сургутский уезд,уезд,850.461
1724,adm_1724_001,Иркутская провинция,провинция,adm_1724_013,Красноярский уезд,уезд,672.068
1724,adm_1724_001,Иркутская провинция,провинция,adm_1724_014,Енисейский уезд,уезд,775.449
1724,adm_1724_001,Иркутская провинция,провинция,adm_1724_002,Туруханский уезд,уезд,5052.651
1724,adm_1724_002,Туруханский уезд,уезд,adm_1724_014,Енисейский уезд,уезд,1445.597
1724,adm_1724_002,Туруханский уезд,уезд,adm_1724_034,Кетский уезд,уезд,278.096
1724,adm_1724_002,Туруханский уезд,уезд,adm_1724_033,Сургутский уезд,уезд,495.717
1724,adm_1724_002,Туруханский уезд,уезд,adm_1724_003,Берёзовский уезд,уезд,1752.977
1724,adm_1724_003,Берёзовский уезд,уезд,adm_1724_031,Тобольский уезд,уезд,250.369
1724,adm_1724_003,Берёзовский уезд,уезд,adm_1724_029,Верхотурский уезд,уезд,142.756
1724,adm_1724_003,Берёзовский уезд,уезд,adm_1724_030,Пелымский уезд,уезд,866.127
1724,adm_1724_003,Берёзовский уезд,уезд,adm_1724_033,Сургутский уезд,уезд,1697.148
1724,adm_1724_006,Томский уезд,уезд,adm_1724_011,Кузнецкий уезд,уезд,1242.95
1724,adm_1724_006,Томский уезд,уезд,adm_1724_013,Красноярский уезд,уезд,528.146
1724,adm_1724_006,Томский уезд,уезд,adm_1724_026,Томский уезд,уезд,34.648
1724,adm_1724_006,Томский уезд,уезд,adm_1724_008,Нарымский уезд,уезд,456.253
1724,adm_1724_006,Томский уезд,уезд,adm_1724_014,Енисейский уезд,уезд,139.61
1724,adm_1724_006,Томский уезд,уезд,adm_1724_034,Кетский уезд,уезд,645.825
1724,adm_1724_008,Нарымский уезд,уезд,adm_1724_031,Тобольский уезд,уезд,126.113
1724,adm_1724_008,Нарымский уезд,уезд,adm_1724_034,Кетский уезд,уезд,686.17
1724,adm_1724_008,Нарымский уезд,уезд,adm_1724_033,Сургутский уезд,уезд,1266.473
1724,adm_1724_011,Кузнецкий уезд,уезд,adm_1724_013,Красноярский уезд,уезд,455.872
1724,adm_1724_012,Тарский уезд,АТЕ,adm_1724_031,Тобольский уезд,уезд,788.353
1724,adm_1724_012,Тарский уезд,АТЕ,adm_1724_032,Тюменский уезд,уезд,139.146
1724,adm_1724_013,Красноярский уезд,уезд,adm_1724_014,Енисейский уезд,уезд,334.616
1724,adm_1724_014,Енисейский уезд,уезд,adm_1724_034,Кетский уезд,уезд,306.546
1724,adm_1724_015,Кунгурский уезд,уезд,adm_1724_019,Соликамский уезд,уезд,526.295
1724,adm_1724_015,Кунгурский уезд,уезд,adm_1724_029,Верхотурский уезд,уезд,173.67
1724,adm_1724_016,Чердынский уезд,уезд,adm_1724_019,Соликамский уезд,уезд,629.419
1724,adm_1724_016,Чердынский уезд,уезд,adm_1724_029,Верхотурский уезд,уезд,355.496
1724,adm_1724_016,Чердынский уезд,уезд,adm_1724_021,Кайгородский уезд,уезд,411.563
1724,adm_1724_017,Хлыновский уезд,уезд,adm_1724_020,Слободской уезд,уезд,410.185
1724,adm_1724_017,Хлыновский уезд,уезд,adm_1724_023,Котельничский уезд,уезд,62.693
1724,adm_1724_017,Хлыновский уезд,уезд,adm_1724_022,Неклассифицированные,АТЕ,346.314
1724,adm_1724_018,Неклассифицированные,АТЕ,adm_1724_023,Котельничский уезд,уезд,23.113
1724,adm_1724_019,Соликамский уезд,уезд,adm_1724_020,Слободской уезд,уезд,63.089
1724,adm_1724_019,Соликамский уезд,уезд,adm_1724_029,Верхотурский уезд,уезд,611.483
1724,adm_1724_019,Соликамский уезд,уезд,adm_1724_021,Кайгородский уезд,уезд,210.399
1724,adm_1724_020,Слободской уезд,уезд,adm_1724_024,Шостаковский уезд,уезд,232.228
1724,adm_1724_020,Слободской уезд,уезд,adm_1724_021,Кайгородский уезд,уезд,601.729
1724,adm_1724_022,Неклассифицированные,АТЕ,adm_1724_023,Котельничский уезд,уезд,240.001
1724,adm_1724_026,Томский уезд,уезд,adm_1724_034,Кетский уезд,уезд,23.554
1724,adm_1724_027,Туринский уезд,уезд,adm_1724_032,Тюменский уезд,уезд,421.661
1724,adm_1724_027,Туринский уезд,уезд,adm_1724_029,Верхотурский уезд,уезд,281.75
1724,adm_1724_027,Туринский уезд,уезд,adm_1724_030,Пелымский уезд,уезд,389.891
1724,adm_1724_029,Верхотурский уезд,уезд,adm_1724_032,Тюменский уезд,уезд,530.95
1724,adm_1724_029,Верхотурский уезд,уезд,adm_1724_030,Пелымский уезд,уезд,825.27
1724,adm_1724_030,Пелымский уезд,уезд,adm_1724_031,Тобольский уезд,уезд,998.742
1724,adm_1724_030,Пелымский уезд,уезд,adm_1724_032,Тюменский уезд,уезд,1.388
1724,adm_1724_031,Тобольский уезд,уезд,adm_1724_032,Тюменский уезд,уезд,785.826
1724,adm_1724_031,Тобольский уезд,уезд,adm_1724_033,Сургутский уезд,уезд,850.461
1724,adm_1724_033,Сургутский уезд,уезд,adm_1724_034,Кетский уезд,уезд,213.402
1727,adm_1727_001,Иркутская провинция,провинция,adm_1727_013,Красноярский уезд,уезд,672.068
1727,adm_1727_001,Иркутская провинция,провинция,adm_1727_014,Енисейский уезд,уезд,775.449
1727,adm_1727_001,Иркутская провинция,провинция,adm_1727_002,Туруханский уезд,уезд,5052.651
1727,adm_1727_002,Туруханский уезд,уезд,adm_1727_023,Сургутский уезд,уезд,495.717
1727,adm_1727_002,Туруханский уезд,уезд,adm_1727_004,Берёзовский уезд,уезд,1752.977
1727,adm_1727_002,Туруханский уезд,уезд,adm_1727_014,Енисейский уезд,уезд,1445.597
1727,adm_1727_002,Туруханский уезд,уезд,adm_1727_024,Кетский уезд,уезд,278.096
1727,adm_1727_004,Берёзовский уезд,уезд,adm_1727_019,Верхотурский уезд,уезд,142.756
1727,adm_1727_004,Берёзовский уезд,уезд,adm_1727_021,Тобольский уезд,уезд,250.369
1727,adm_1727_004,Берёзовский уезд,уезд,adm_1727_020,Пелымский уезд,уезд,866.127
1727,adm_1727_004,Берёзовский уезд,уезд,adm_1727_023,Сургутский уезд,уезд,1697.148
1727,adm_1727_006,Томский уезд,уезд,adm_1727_008,Нарымский уезд,уезд,456.253
1727,adm_1727_006,Томский уезд,уезд,adm_1727_011,Кузнецкий уезд,уезд,1242.95
1727,adm_1727_006,Томский уезд,уезд,adm_1727_013,Красноярский уезд,уезд,528.146
1727,adm_1727_006,Томский уезд,уезд,adm_1727_016,Томский уезд,уезд,34.648
1727,adm_1727_006,Томский уезд,уезд,adm_1727_014,Енисейский уезд,уезд,139.61
1727,adm_1727_006,Томский уезд,уезд,adm_1727_024,Кетский уезд,уезд,645.825
1727,adm_1727_008,Нарымский уезд,уезд,adm_1727_021,Тобольский уезд,уезд,126.113
1727,adm_1727_008,Нарымский уезд,уезд,adm_1727_023,Сургутский уезд,уезд,1266.473
1727,adm_1727_008,Нарымский уезд,уезд,adm_1727_024,Кетский уезд,уезд,686.17
1727,adm_1727_011,Кузнецкий уезд,уезд,adm_1727_013,Красноярский уезд,уезд,455.872
1727,adm_1727_012,Тарский уезд,АТЕ,adm_1727_022,Тюменский уезд,уезд,139.146
1727,adm_1727_012,Тарский уезд,АТЕ,adm_1727_021,Тобольский уезд,уезд,788.353
1727,adm_1727_013,Красноярский уезд,уезд,adm_1727_014,Енисейский уезд,уезд,334.616
1727,adm_1727_014,Енисейский уезд,уезд,adm_1727_024,Кетский уезд,уезд,306.546
1727,adm_1727_016,Томский уезд,уезд,adm_1727_024,Кетский уезд,уезд,23.554
1727,adm_1727_017,Туринский уезд,уезд,adm_1727_022,Тюменский уезд,уезд,421.661
1727,adm_1727_017,Туринский уезд,уезд,adm_1727_019,Верхотурский уезд,уезд,281.75
1727,adm_1727_017,Туринский уезд,уезд,adm_1727_020,Пелымский уезд,уезд,389.891
1727,adm_1727_019,Верхотурский уезд,уезд,adm_1727_022,Тюменский уезд,уезд,530.95
1727,adm_1727_019,Верхотурский уезд,уезд,adm_1727_020,Пелымский уезд,уезд,825.27
1727,adm_1727_020,Пелымский уезд,уезд,adm_1727_022,Тюменский уезд,уезд,1.388
1727,adm_1727_020,Пелымский уезд,уезд,adm_1727_021,Тобольский уезд,уезд,998.742
1727,adm_1727_021,Тобольский уезд,уезд,adm_1727_022,Тюменский уезд,уезд,785.826
1727,adm_1727_021,Тобольский уезд,уезд,adm_1727_023,Сургутский уезд,уезд,850.461
1727,adm_1727_023,Сургутский уезд,уезд,adm_1727_024,Кетский уезд,уезд,213.402
1745,adm_1745_001,Мангазейский уезд,уезд,adm_1745_004,Берёзовский уезд,уезд,853.731
1745,adm_1745_001,Мангазейский уезд,уезд,adm_1745_013,Енисейский уезд,уезд,2348.693
1745,adm_1745_001,Мангазейский уезд,уезд,adm_1745_003,Сургутский уезд,уезд,1764.785
1745,adm_1745_003,Сургутский уезд,уезд,adm_1745_007,Тарский уезд,уезд,923.03
1745,adm_1745_003,Сургутский уезд,уезд,adm_1745_015,Тобольский уезд,уезд,1004.131
1745,adm_1745_003,Сургутский уезд,уезд,adm_1745_004,Берёзовский уезд,уезд,1292.622
1745,adm_1745_003,Сургутский уезд,уезд,adm_1745_012,Томский уезд,уезд,287.79
1745,adm_1745_003,Сургутский уезд,уезд,adm_1745_013,Енисейский уезд,уезд,222.637
1745,adm_1745_003,Сургутский уезд,уезд,adm_1745_009,Нарымский уезд,уезд,1085.328
1745,adm_1745_004,Берёзовский уезд,уезд,adm_1745_015,Тобольский уезд,уезд,1101.13
1745,adm_1745_004,Берёзовский уезд,уезд,adm_1745_016,Пелымский уезд,уезд,348.047
1745,adm_1745_006,Тюменский уезд,уезд,adm_1745_014,Екатеринбургский уезд,уезд / горнозаводское ведомство,310.504
1745,adm_1745_006,Тюменский уезд,уезд,adm_1745_018,Туринский уезд,уезд,271.855
1745,adm_1745_006,Тюменский уезд,уезд,adm_1745_015,Тобольский уезд,уезд,767.143
1745,adm_1745_007,Тарский уезд,уезд,adm_1745_015,Тобольский уезд,уезд,1069.174
1745,adm_1745_007,Тарский уезд,уезд,adm_1745_008,Кузнецкий уезд,уезд,327.701
1745,adm_1745_007,Тарский уезд,уезд,adm_1745_012,Томский уезд,уезд,574.575
1745,adm_1745_008,Кузнецкий уезд,уезд,adm_1745_010,Красноярский уезд,уезд,404.128
1745,adm_1745_008,Кузнецкий уезд,уезд,adm_1745_012,Томский уезд,уезд,1333.452
1745,adm_1745_009,Нарымский уезд,уезд,adm_1745_012,Томский уезд,уезд,675.975
1745,adm_1745_009,Нарымский уезд,уезд,adm_1745_013,Енисейский уезд,уезд,887.47
1745,adm_1745_010,Красноярский уезд,уезд,adm_1745_012,Томский уезд,уезд,710.179
1745,adm_1745_010,Красноярский уезд,уезд,adm_1745_013,Енисейский уезд,уезд,1523.747
1745,adm_1745_012,Томский уезд,уезд,adm_1745_013,Енисейский уезд,уезд,745.015
1745,adm_1745_014,Екатеринбургский уезд,уезд / горнозаводское ведомство,adm_1745_018,Туринский уезд,уезд,317.179
1745,adm_1745_014,Екатеринбургский уезд,уезд / горнозаводское ведомство,adm_1745_017,Верхотурский уезд,уезд,662.092
1745,adm_1745_014,Екатеринбургский уезд,уезд / горнозаводское ведомство,adm_1745_015,Тобольский уезд,уезд,301.318
1745,adm_1745_015,Тобольский уезд,уезд,adm_1745_018,Туринский уезд,уезд,124.514
1745,adm_1745_015,Тобольский уезд,уезд,adm_1745_016,Пелымский уезд,уезд,1668.726
1745,adm_1745_016,Пелымский уезд,уезд,adm_1745_018,Туринский уезд,уезд,284.658
1745,adm_1745_016,Пелымский уезд,уезд,adm_1745_017,Верхотурский уезд,уезд,482.899
1745,adm_1745_017,Верхотурский уезд,уезд,adm_1745_018,Туринский уезд,уезд,160.629
1765,adm_1765_001,Мангазейский уезд,уезд,adm_1765_003,Берёзовский уезд,уезд,853.731
1765,adm_1765_001,Мангазейский уезд,уезд,adm_1765_015,Енисейский уезд,уезд,1518.579
1765,adm_1765_001,Мангазейский уезд,уезд,adm_1765_016,Нарымский уезд,уезд,146.255
1765,adm_1765_001,Мангазейский уезд,уезд,adm_1765_004,Сургутский уезд,уезд,1556.938
1765,adm_1765_003,Берёзовский уезд,уезд,adm_1765_018,Тобольский уезд,уезд,993.216
1765,adm_1765_003,Берёзовский уезд,уезд,adm_1765_017,Пелымский уезд,уезд,1227.616
1765,adm_1765_003,Берёзовский уезд,уезд,adm_1765_004,Сургутский уезд,уезд,1108.775
1765,adm_1765_004,Сургутский уезд,уезд,adm_1765_018,Тобольский уезд,уезд,1078.061
1765,adm_1765_004,Сургутский уезд,уезд,adm_1765_011,Тарский уезд,уезд,580.713
1765,adm_1765_004,Сургутский уезд,уезд,adm_1765_012,Томский уезд,уезд,159.092
1765,adm_1765_004,Сургутский уезд,уезд,adm_1765_016,Нарымский уезд,уезд,1245.965
1765,adm_1765_006,Кузнецкий уезд,уезд,adm_1765_011,Тарский уезд,уезд,1102.071
1765,adm_1765_006,Кузнецкий уезд,уезд,adm_1765_009,Красноясркий уезд,уезд,869.015
1765,adm_1765_006,Кузнецкий уезд,уезд,adm_1765_012,Томский уезд,уезд,896.691
1765,adm_1765_007,Ялуторовский дистрикт,АТЕ,adm_1765_008,Исетская провинция,провинция,552.644
1765,adm_1765_007,Ялуторовский дистрикт,АТЕ,adm_1765_018,Тобольский уезд,уезд,457.649
1765,adm_1765_007,Ялуторовский дистрикт,АТЕ,adm_1765_011,Тарский уезд,уезд,422.887
1765,adm_1765_008,Исетская провинция,провинция,adm_1765_010,Екатеринбургский уезд,уезд / горнозаводское ведомство,507.587
1765,adm_1765_008,Исетская провинция,провинция,adm_1765_019,Тюменский уезд,уезд,409.179
1765,adm_1765_008,Исетская провинция,провинция,adm_1765_018,Тобольский уезд,уезд,157.167
1765,adm_1765_009,Красноясркий уезд,уезд,adm_1765_012,Томский уезд,уезд,718.326
1765,adm_1765_009,Красноясркий уезд,уезд,adm_1765_015,Енисейский уезд,уезд,1246.54
1765,adm_1765_010,Екатеринбургский уезд,уезд / горнозаводское ведомство,adm_1765_019,Тюменский уезд,уезд,272.331
1765,adm_1765_010,Екатеринбургский уезд,уезд / горнозаводское ведомство,adm_1765_013,Туринский уезд,уезд,220.453
1765,adm_1765_010,Екатеринбургский уезд,уезд / горнозаводское ведомство,adm_1765_014,Верхотурский уезд,уезд,471.248
1765,adm_1765_011,Тарский уезд,уезд,adm_1765_018,Тобольский уезд,уезд,887.079
1765,adm_1765_011,Тарский уезд,уезд,adm_1765_012,Томский уезд,уезд,723.616
1765,adm_1765_012,Томский уезд,уезд,adm_1765_015,Енисейский уезд,уезд,870.397
1765,adm_1765_012,Томский уезд,уезд,adm_1765_016,Нарымский уезд,уезд,570.672
1765,adm_1765_013,Туринский уезд,уезд,adm_1765_019,Тюменский уезд,уезд,254.003
1765,adm_1765_013,Туринский уезд,уезд,adm_1765_014,Верхотурский уезд,уезд,151.702
1765,adm_1765_013,Туринский уезд,уезд,adm_1765_018,Тобольский уезд,уезд,15.68
1765,adm_1765_013,Туринский уезд,уезд,adm_1765_017,Пелымский уезд,уезд,445.685
1765,adm_1765_014,Верхотурский уезд,уезд,adm_1765_017,Пелымский уезд,уезд,519.821
1765,adm_1765_015,Енисейский уезд,уезд,adm_1765_016,Нарымский уезд,уезд,1071.184
1765,adm_1765_017,Пелымский уезд,уезд,adm_1765_018,Тобольский уезд,уезд,1556.951
1765,adm_1765_018,Тобольский уезд,уезд,adm_1765_019,Тюменский уезд,уезд,363.0
1780,adm_1780_003,Барнаульский уезд,уезд,adm_1780_005,Кузнецкий уезд,уезд,757.769
1780,adm_1780_003,Барнаульский уезд,уезд,adm_1780_004,Бурлинский уезд,уезд,1085.962
1780,adm_1780_004,Бурлинский уезд,уезд,adm_1780_005,Кузнецкий уезд,уезд,133.117
1780,adm_1780_004,Бурлинский уезд,уезд,adm_1780_006,Томский уезд,уезд,415.177
1780,adm_1780_005,Кузнецкий уезд,уезд,adm_1780_010,Кузнецкий уезд,уезд,2.174
1780,adm_1780_005,Кузнецкий уезд,уезд,adm_1780_006,Томский уезд,уезд,528.784
1783,adm_1783_001,Туруханский уезд,уезд,adm_1783_019,Енисейский уезд,уезд,3213.266
1783,adm_1783_001,Туруханский уезд,уезд,adm_1783_020,Нарымский уезд,уезд,980.594
1783,adm_1783_001,Туруханский уезд,уезд,adm_1783_018,Сургутский уезд,уезд,587.072
1783,adm_1783_001,Туруханский уезд,уезд,adm_1783_002,Берёзовский уезд,уезд,1337.608
1783,adm_1783_002,Берёзовский уезд,уезд,adm_1783_016,Тобольский уезд,уезд,374.1
1783,adm_1783_002,Берёзовский уезд,уезд,adm_1783_017,Туринский уезд,уезд,592.775
1783,adm_1783_002,Берёзовский уезд,уезд,adm_1783_018,Сургутский уезд,уезд,1652.372
1783,adm_1783_003,Семипалатинский уезд,уезд,adm_1783_004,Бийский уезд,уезд,1027.774
1783,adm_1783_003,Семипалатинский уезд,уезд,adm_1783_008,Колыванский уезд,уезд,301.222
1783,adm_1783_003,Семипалатинский уезд,уезд,adm_1783_010,Омский уезд,уезд,94.038
1783,adm_1783_003,Семипалатинский уезд,уезд,adm_1783_014,Каинский уезд,уезд,101.335
1783,adm_1783_004,Бийский уезд,уезд,adm_1783_022,Бийский уезд,уезд,6.06
1783,adm_1783_004,Бийский уезд,уезд,adm_1783_009,Кузнецкий уезд,уезд,788.957
1783,adm_1783_004,Бийский уезд,уезд,adm_1783_008,Колыванский уезд,уезд,698.196
1783,adm_1783_005,Томский уезд,уезд,adm_1783_009,Кузнецкий уезд,уезд,194.818
1783,adm_1783_005,Томский уезд,уезд,adm_1783_008,Колыванский уезд,уезд,291.643
1783,adm_1783_005,Томский уезд,уезд,adm_1783_007,Ачинский уезд,уезд,85.544
1783,adm_1783_005,Томский уезд,уезд,adm_1783_020,Нарымский уезд,уезд,543.489
1783,adm_1783_005,Томский уезд,уезд,adm_1783_014,Каинский уезд,уезд,575.032
1783,adm_1783_006,Красноярский уезд,уезд,adm_1783_009,Кузнецкий уезд,уезд,1149.242
1783,adm_1783_006,Красноярский уезд,уезд,adm_1783_007,Ачинский уезд,уезд,471.468
1783,adm_1783_006,Красноярский уезд,уезд,adm_1783_019,Енисейский уезд,уезд,344.104
1783,adm_1783_007,Ачинский уезд,уезд,adm_1783_009,Кузнецкий уезд,уезд,10.048
1783,adm_1783_007,Ачинский уезд,уезд,adm_1783_019,Енисейский уезд,уезд,639.7
1783,adm_1783_008,Колыванский уезд,уезд,adm_1783_009,Кузнецкий уезд,уезд,398.367
1783,adm_1783_010,Омский уезд,уезд,adm_1783_012,Ишимский уезд,уезд,583.251
1783,adm_1783_010,Омский уезд,уезд,adm_1783_014,Каинский уезд,уезд,242.885
1783,adm_1783_010,Омский уезд,уезд,adm_1783_015,Тарский уезд,уезд,611.042
1783,adm_1783_011,Курганский уезд,уезд,adm_1783_012,Ишимский уезд,уезд,275.897
1783,adm_1783_011,Курганский уезд,уезд,adm_1783_013,Ялуторовский уезд,уезд,353.338
1783,adm_1783_012,Ишимский уезд,уезд,adm_1783_013,Ялуторовский уезд,уезд,278.596
1783,adm_1783_012,Ишимский уезд,уезд,adm_1783_015,Тарский уезд,уезд,80.513
1783,adm_1783_012,Ишимский уезд,уезд,adm_1783_016,Тобольский уезд,уезд,215.291
