year,unit_id,name,unit_type,admin_parent,population,urban_pop,rural_pop,urban_share,area_km2,density,rail_length_km,rail_density_km_1000,rail_segments_count,population_source_year,population_source_unit,population_basis,population_quality,population_method,population_note,population_source,population_reconstruction_version,population_recalc_note,urban_pop_method,urban_pop_source,merged_city_names_v114
1926,adm_1926_202,Долматовский,район,Шадринский округ,44233.0,0,44233,0.0,1474.516,29.998847,61.04,41.397,1,,,,,,,,,,v53_reset_implausible_full_urban_without_point_match,v21 centers_1926_final: г. Далматово,
1926,adm_1926_203,Катайский,район,Шадринский округ,42808.0,0,42808,0.0,1771.341,24.167015,45.92,25.924,1,,,,,,,,,,v53_reset_implausible_full_urban_without_point_match,v21 centers_1926_final: г. Катайск,
1926,adm_1926_204,Мариинский,район,Томский округ,38482.0,11440.0,27042.0,0.297282,1394.524,27.595079,74.25,53.237,4,,,,,,,,,Район приведён к таблице III переписи 1926; табличный итог 38482; отдельно показанное городское поселение внутри райсовета вычтено: 11440.; v114: присоединён городской микрополигон Мариинск (11440 чел.),v114_city_polygon_merged_to_host_ate,city_layer_merged_from_micro_polygons,Мариинск
1926,adm_1926_205,Ижморский,район,Томский округ,22246,0,22246,0.0,1714.264,12.977104,56.5,32.959,1,,,,,,,,,Район приведён к таблице III переписи 1926; табличный итог 22246; отдельно показанное городское поселение внутри райсовета вычтено: 0.,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_206,Мехонский,район,Шадринский округ,25584.0,0,25584,0.0,1597.069,16.019235,0.0,0.0,0,,,,,,,,,,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_207,Ольховский,район,Шадринский округ,40647.0,0,40647,0.0,1974.839,20.582323,0.0,0.0,0,,,,,,,,,,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_208,Абатский,район,Ишимский округ,30954.0,0,30954,0.0,3145.607,9.840162,15.38,4.889,1,,,,,,,,,,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_209,Новотроицкий,район,Барабинский округ,14694,0,14694,0.0,9404.243,1.562513,0.0,0.0,0,,,,,,,,,Район приведён к таблице III переписи 1926; табличный итог 14694; отдельно показанное городское поселение внутри райсовета вычтено: 0.,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_21,Сычевский,район,Бийский округ,27406,0,27406,0.0,1608.025,17.04332,0.0,0.0,0,,,,,,,,,Район приведён к таблице III переписи 1926; табличный итог 27406; отдельно показанное городское поселение внутри райсовета вычтено: 0.,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_210,Покровский,район,Шадринский округ,31570.0,0,31570,0.0,1041.898,30.300122,18.27,17.535,1,,,,,,,,,,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_211,Муромцевский,район,Тарский округ,23720,0,23720,0.0,2854.602,8.309424,0.0,0.0,0,,,,,,,,,Район приведён к таблице III переписи 1926; табличный итог 23720; отдельно показанное городское поселение внутри райсовета вычтено: 0.,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_212,Крутинский,район,Омский округ,45533,0,45533,0.0,5518.816,8.250406,0.0,0.0,0,,,,,,,,,Район приведён к таблице III переписи 1926; табличный итог 45533; отдельно показанное городское поселение внутри райсовета вычтено: 0.,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_213,Голышмановский,район,Ишимский округ,30505.0,0,30505,0.0,2434.725,12.529161,66.39,27.268,1,,,,,,,,,,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_214,Ишимский,район,Томский округ,24323,0,24323,0.0,1745.466,13.935088,0.0,0.0,0,,,,,,,,,Район приведён к таблице III переписи 1926; табличный итог 24323; отдельно показанное городское поселение внутри райсовета вычтено: 0.,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_215,Новозаимский,район,Тюменский округ,41261.0,0,41261,0.0,2908.88,14.184351,109.04,37.485,1,,,,,,,,,,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_216,Нижнеколосовский,район,Тарский округ,32036,0,32036,0.0,5112.29,6.266517,0.0,0.0,0,,,,,,,,,Район приведён к таблице III переписи 1926; табличный итог 32036; отдельно показанное городское поселение внутри райсовета вычтено: 0.,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_217,Малокрасноярский,район,Барабинский округ,19362,0,19362,0.0,2497.912,7.75128,0.0,0.0,0,,,,,,,,,Район приведён к таблице III переписи 1926; табличный итог 19362; отдельно показанное городское поселение внутри райсовета вычтено: 0.,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_218,Жиляковский,район,Ишимский округ,39406,0,39406,0.0,5585.937,7.05451,162.35,28.918,2,,,,,,,,,,v53_subtract_point_buffer_urban_from_host_admin,derived_from_city_worker_points,
1926,adm_1926_219,Томский,район,Томский округ,31460,0,31460,0.0,5662.499,5.55584,107.44,18.88,1,,,,,,,,,Район приведён к таблице III переписи 1926; табличный итог 31460; отдельно показанное городское поселение внутри райсовета вычтено: 0.,v53_subtract_point_buffer_urban_from_host_admin,derived_from_city_worker_points,
1926,adm_1926_22,Михайловский,район,Славгородский округ,23463,0,23463,0.0,3766.216,6.22987,0.0,0.0,0,,,,,,,,,Район приведён к таблице III переписи 1926; табличный итог 23463; отдельно показанное городское поселение внутри райсовета вычтено: 0.,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_220,Шатровский,район,Тюменский округ,44296.0,0,44296,0.0,2717.795,16.298537,0.0,0.0,0,,,,,,,,,,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_221,Исетский,район,Тюменский округ,43312.0,0,43312,0.0,2827.806,15.316446,0.0,0.0,0,,,,,,,,,,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_222,Четкаринский,район,Шадринский округ,23088.0,0,23088,0.0,1502.847,15.362606,0.0,0.0,0,,,,,,,,,,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_223,Каменский,район,Шадринский округ,57380.0,0,57380,0.0,1751.659,32.757686,71.32,40.716,5,,,,,,,,,,v53_reset_implausible_full_urban_without_point_match,v21 centers_1926_final: г. Каменск-Уральский,
1926,adm_1926_224,Буткинский,район,Шадринский округ,25878.0,0,25878,0.0,1609.041,16.082882,0.0,0.0,0,,,,,,,,,,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_225,Ламенский*,район,Ишимский округ,24434.0,0,24434,0.0,2329.625,10.488361,53.6,23.008,1,,,,,,,,,,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_226,Евгащинский,район,Тарский округ,18954,0,18954,0.0,2985.624,6.348388,0.0,0.0,0,,,,,,,,,Район приведён к таблице III переписи 1926; табличный итог 18954; отдельно показанное городское поселение внутри райсовета вычтено: 0.,v53_subtract_point_buffer_urban_from_host_admin,derived_from_city_worker_points,
1926,adm_1926_227,Сорокинский,район,Ишимский округ,19705.0,0,19705,0.0,1857.439,10.60863,0.0,0.0,0,,,,,,,,,,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_228,Богородский,район,Томский округ,31635,0,31635,0.0,4731.785,6.685588,0.0,0.0,0,,,,,,,,,Район приведён к таблице III переписи 1926; табличный итог 31635; отдельно показанное городское поселение внутри райсовета вычтено: 0.,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_229,Малопесчанский,район,Томский округ,24285,0,24285,0.0,2898.489,8.378501,0.0,0.0,0,,,,,,,,,Район приведён к таблице III переписи 1926; табличный итог 24285; отдельно показанное городское поселение внутри райсовета вычтено: 0.,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_23,Алтайский,район,Бийский округ,46552,0,46552,0.0,2076.635,22.416981,0.0,0.0,0,,,,,,,,,Район приведён к таблице III переписи 1926; табличный итог 46552; отдельно показанное городское поселение внутри райсовета вычтено: 0.,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_233,Коларовский (Томский II),район,Томский округ,36774,0,36774,0.0,11752.363,3.129494,0.0,0.0,0,,,,,,,,,Район приведён к таблице III переписи 1926; табличный итог 36774; отдельно показанное городское поселение внутри райсовета вычтено: 0.,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_234,Ялуторовский,район,Тюменский округ,46343.0,8174.0,38169.0,0.17638,4465.272,10.378539,111.54,24.979,3,,,,,,,,,v114: присоединён городской микрополигон Ялуторовск (8174 чел.),v114_city_polygon_merged_to_host_ate,city_layer_merged_from_micro_polygons,Ялуторовск
1926,adm_1926_235,Зыряновский,район,Томский округ,28580,0,28580,0.0,2697.296,10.595663,0.0,0.0,0,,,,,,,,,Район приведён к таблице III переписи 1926; табличный итог 28580; отдельно показанное городское поселение внутри райсовета вычтено: 0.,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_236,Аромашевский,район,Ишимский округ,34852.0,0,34852,0.0,3052.26,11.418499,0.0,0.0,0,,,,,,,,,,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_237,Курьинский,район,Шадринский округ,32889.0,0,32889,0.0,1314.442,25.022063,86.83,66.061,3,,,,,,,,,,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_239,Кыштовский,район,Барабинский округ,32922,0,32922,0.0,8611.392,3.823662,0.0,0.0,0,,,,,,,,,Район приведён к таблице III переписи 1926; табличный итог 32922; отдельно показанное городское поселение внутри райсовета вычтено: 0.,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_24,Чарышский,район,Рубцовский округ,22071,0,22071,0.0,2109.151,10.464405,0.0,0.0,0,,,,,,,,,Район приведён к таблице III переписи 1926; табличный итог 22071; отдельно показанное городское поселение внутри райсовета вычтено: 0.,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_240,Тугулымский,район,Тюменский округ,27687.0,0,27687,0.0,2573.327,10.759127,104.43,40.581,3,,,,,,,,,,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_241,Камышловский,район,Шадринский округ,59611.0,0,59611,0.0,1905.524,31.283324,72.28,37.932,2,,,,,,,,,,v53_reset_implausible_full_urban_without_point_match,v21 centers_1926_final: г. Камышлов,
1926,adm_1926_242,Пышминский,район,Шадринский округ,16155.0,0,16155,0.0,1174.276,13.757483,60.45,51.479,2,,,,,,,,,,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_243,Рыбинский,район,Тарский округ,26640,0,26640,0.0,7732.717,3.445119,0.0,0.0,0,,,,,,,,,Район приведён к таблице III переписи 1926; табличный итог 26640; отдельно показанное городское поселение внутри райсовета вычтено: 0.,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_244,Биазинский,район,Барабинский округ,6144,0,6144,0.0,8571.47,0.716827,0.0,0.0,0,,,,,,,,,Район приведён к таблице III переписи 1926; табличный итог 6144; отдельно показанное городское поселение внутри райсовета вычтено: 0.,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_245,Викуловский,район,Ишимский округ,36818.0,0,36818,0.0,6108.92,6.026984,0.0,0.0,0,,,,,,,,,,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_246,Талицкий,район,Тюменский округ,43165.0,0,43165,0.0,2633.651,16.390299,75.68,28.737,2,,,,,,,,,,v53_reset_implausible_full_urban_without_point_match,v21 centers_1926_final: г. Талица,
1926,adm_1926_247,Седельниковский,район,Тарский округ,24728,0,24728,0.0,4793.759,5.158351,0.0,0.0,0,,,,,,,,,Район приведён к таблице III переписи 1926; табличный итог 24728; отдельно показанное городское поселение внутри райсовета вычтено: 0.,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_249,Юргинский,район,Тюменский округ,28319.0,0,28319,0.0,4725.674,5.992602,0.0,0.0,0,,,,,,,,,,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_25,Поспелихинский,район,Рубцовский округ,50034,0,50034,0.0,3078.79,16.251137,53.16,17.266,2,,,,,,,,,Район приведён к таблице III переписи 1926; табличный итог 50034; отдельно показанное городское поселение внутри райсовета вычтено: 0.,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_250,Тюменский,район,Тюменский округ,54835,0,54835,0.0,5045.674,10.867756,155.97,30.74,5,,,,,,,,,,v53_subtract_point_buffer_urban_from_host_admin,derived_from_city_worker_points,
1926,adm_1926_251,Заводоирбитский (Ирбитско-Заводский),район,Ирбитский округ,20458.0,0,20458,0.0,1473.555,13.883102,56.49,38.335,2,,,,,,,,,,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_252,Екатерининский,район,Тарский округ,20411,0,20411,0.0,3226.224,6.326756,0.0,0.0,0,,,,,,,,,Район приведён к таблице III переписи 1926; табличный итог 20411; отдельно показанное городское поселение внутри райсовета вычтено: 0.,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_253,Байкаловский,район,Ирбитский округ,23134.0,0,23134,0.0,1088.311,21.257006,0.0,0.0,0,,,,,,,,,,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_254,Зайковский,район,Ирбитский округ,18150.0,0,18150,0.0,1360.38,13.34186,44.37,32.616,2,,,,,,,,,,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_255,Липчинский,район,Тюменский округ,21182.0,0,21182,0.0,2287.22,9.261146,0.0,0.0,0,,,,,,,,,,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_256,Кривошеинский,район,Томский округ,27730,0,27730,0.0,7635.054,3.631925,0.0,0.0,0,,,,,,,,,Район приведён к таблице III переписи 1926; табличный итог 27730; отдельно показанное городское поселение внутри райсовета вычтено: 0.,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_257,Зачулымский,район,Томский округ,16485,0,16485,0.0,6070.989,2.715377,0.0,0.0,0,,,,,,,,,Район приведён к таблице III переписи 1926; табличный итог 16485; отдельно показанное городское поселение внутри райсовета вычтено: 0.,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_258,Новокусковский,район,Томский округ,26303,0,26303,0.0,4506.818,5.836305,0.0,0.0,0,,,,,,,,,Район приведён к таблице III переписи 1926; табличный итог 26303; отдельно показанное городское поселение внутри райсовета вычтено: 0.,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_259,Еланский,район,Ирбитский округ,24096.0,0,24096,0.0,1183.655,20.355821,0.0,0.0,0,,,,,,,,,,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_260,Молчановский,район,Томский округ,14800,0,14800,0.0,3033.853,4.878226,0.0,0.0,0,,,,,,,,,Район приведён к таблице III переписи 1926; табличный итог 14800; отдельно показанное городское поселение внутри райсовета вычтено: 0.,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_261,Ярковский,район,Тюменский округ,30010.0,0,30010,0.0,5601.025,5.357962,0.0,0.0,0,,,,,,,,,,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_262,Ирбитский,район,Ирбитский округ,26242.0,0,26242,0.0,1939.318,13.531547,105.16,54.225,1,,,,,,,,,,v53_reset_implausible_full_urban_without_point_match,v21 centers_1926_final: г. Ирбит,
1926,adm_1926_263,Невьянский,район,Ирбитский округ,25610.0,0,25610,0.0,1331.67,19.231347,0.0,0.0,0,,,,,,,,,,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_264,Черноковский,район,Тобольский округ,23742.0,0,23742,0.0,9542.905,2.487944,0.0,0.0,0,,,,,,,,,,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_266,Тавдинский,район,Тюменский округ,33003.0,0,33003,0.0,4848.352,6.807002,0.0,0.0,0,,,,,,,,,,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_267,Слободотуринский,район,Ирбитский округ,23472.0,0,23472,0.0,2571.444,9.127959,29.97,11.655,1,,,,,,,,,,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_268,Байкаловский,район,Тобольский округ,14026.0,0,14026,0.0,5736.537,2.445024,0.0,0.0,0,,,,,,,,,,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_269,Чаинский,район,Томский округ,11764,0,11764,0.0,26905.796,0.437228,0.0,0.0,0,,,,,,,,,Район приведён к таблице III переписи 1926; табличный итог 11764; отдельно показанное городское поселение внутри райсовета вычтено: 0.,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_27,Успенский,район,Ойратская авт. область,13243,0,13243,0.0,3110.006,4.258186,0.0,0.0,0,,,,,,,,,Район приведён к таблице III переписи 1926; табличный итог 13243; отдельно показанное городское поселение внутри райсовета вычтено: 0.,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_270,Туринский,район,Ирбитский округ,32542.0,0,32542,0.0,3082.964,10.55544,124.88,40.507,2,,,,,,,,,,v53_reset_implausible_full_urban_without_point_match,v21 centers_1926_final: г. Туринск,
1926,adm_1926_271,Тавдинский,район,Ирбитский округ,17133.0,0,17133,0.0,4799.861,3.569479,69.69,14.519,3,,,,,,,,,,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_272,Дубровный,район,Тобольский округ,20843.0,0,20843,0.0,8086.967,2.577311,0.0,0.0,0,,,,,,,,,,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_273,Знаменский,район,Тарский округ,38889,0,38889,0.0,22678.323,1.714855,0.0,0.0,0,,,,,,,,,Район приведён к таблице III переписи 1926; табличный итог 38889; отдельно показанное городское поселение внутри райсовета вычтено: 0.,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_274,Тевризский,район,Тарский округ,23728,0,23728,0.0,14128.113,1.679402,0.0,0.0,0,,,,,,,,,Район приведён к таблице III переписи 1926; табличный итог 23728; отдельно показанное городское поселение внутри райсовета вычтено: 0.,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_275,Усть-Ишимский,район,Тарский округ,18178,0,18178,0.0,7656.279,2.374248,0.0,0.0,0,,,,,,,,,Район приведён к таблице III переписи 1926; табличный итог 18178; отдельно показанное городское поселение внутри райсовета вычтено: 0.,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_276,Благовещенский,район,Ирбитский округ,21636.0,0,21636,0.0,5702.037,3.794438,0.0,0.0,0,,,,,,,,,,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_277,Тобольский,район,Тобольский округ,23799,0,23799,0.0,17774.046,1.338984,0.0,0.0,0,,,,,,,,,,v53_subtract_point_buffer_urban_from_host_admin,derived_from_city_worker_points,
1926,adm_1926_278,Таборинский,район,Ирбитский округ,14155.0,0,14155,0.0,12220.513,1.15831,0.0,0.0,0,,,,,,,,,,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_279,Парабельский,район,Томский округ,9804,0,9804,0.0,32346.553,0.303086,0.0,0.0,0,,,,,,,,,Район приведён к таблице III переписи 1926; табличный итог 9804; отдельно показанное городское поселение внутри райсовета вычтено: 0.,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_28,Быстроистокский,район,Бийский округ,43225,0,43225,0.0,1613.565,26.788758,0.0,0.0,0,,,,,,,,,Район приведён к таблице III переписи 1926; табличный итог 43225; отдельно показанное городское поселение внутри райсовета вычтено: 0.,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_280,Колпашевский,район,Томский округ,16557,0,16557,0.0,68732.974,0.240885,0.0,0.0,0,,,,,,,,,Район приведён к таблице III переписи 1926; табличный итог 16557; отдельно показанное городское поселение внутри райсовета вычтено: 0.,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_281,Уватский,район,Тобольский округ,18442.0,0,18442,0.0,33646.524,0.548109,0.0,0.0,0,,,,,,,,,,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_282,Каргасокский,район,Томский округ,7805,0,7805,0.0,108254.659,0.072098,0.0,0.0,0,,,,,,,,,Район приведён к таблице III переписи 1926; табличный итог 7805; отдельно показанное городское поселение внутри райсовета вычтено: 0.,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_283,Кондинский,район,Тобольский округ,5243.0,0,5243,0.0,59693.188,0.087833,0.0,0.0,0,,,,,,,,,,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_284,Александровский,район,Томский округ,5698,0,5698,0.0,67432.115,0.0845,0.0,0.0,0,,,,,,,,,Район приведён к таблице III переписи 1926; табличный итог 5698; отдельно показанное городское поселение внутри райсовета вычтено: 0.,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_286,Самаровский,район,Тобольский округ,11856.0,0,11856,0.0,34243.418,0.346229,0.0,0.0,0,,,,,,,,,,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_287,Сургутский,район,Тобольский округ,6915.0,0,6915,0.0,254120.081,0.027212,0.0,0.0,0,,,,,,,,,,v53_reset_implausible_full_urban_without_point_match,v21 centers_1926_final: г. Сургут,
1926,adm_1926_288,Берёзовский,район,Тобольский округ,12875.0,0,12875,0.0,203958.19,0.063126,0.0,0.0,0,,,,,,,,,,v53_reset_implausible_full_urban_without_point_match,v21 centers_1926_final: г. Берёзово,
1926,adm_1926_289,Обдорский,район,Тобольский округ,17703.0,0,17703,0.0,510013.236,0.03471,0.0,0.0,0,,,,,,,,,,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_29,Смоленский,район,Бийский округ,39584,0,39584,0.0,2453.122,16.136317,2.82,1.15,1,,,,,,,,,Район приведён к таблице III переписи 1926; табличный итог 39584; отдельно показанное городское поселение внутри райсовета вычтено: 0.,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_290,Каменский,район,Новосибирский округ,32240,0,32240,0.0,1898.958,16.977804,121.18,62.959,8,,,,,manual_correction_v56,v56: восстановлено население по пользовательской правке.,,,Район приведён к таблице III переписи 1926; табличный итог 32240; отдельно показанное городское поселение внутри райсовета вычтено: 0.,v53_subtract_point_buffer_urban_from_host_admin,derived_from_city_worker_points,
1926,adm_1926_291,Колыванский,район,Рубцовский округ,25505,0,25505,0.0,2468.639,10.331641,0.0,0.0,0,,,,,,,,,Район приведён к таблице III переписи 1926; табличный итог 25505; отдельно показанное городское поселение внутри райсовета вычтено: 0.,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_292,Знаменский,район,Ирбитский округ,20350.0,0,20350,0.0,1077.966,18.878252,0.0,0.0,0,,,,,,,,,,v53_point_based_urban_only_no_matched_city_or_worker_point,v21: без городского центра в centers_1926_final; население трактуется как сельское/общее,
1926,adm_1926_293,Богдановичевский,район,Шадринский округ,27611.0,0,27611,0.0,1131.974,24.391989,110.33,97.467,4,,,,,,,,,,v53_reset_implausible_full_urban_without_point_match,v21 centers_1926_final: г. Богданович,
